;meta[fps=30]
;meta[frames=36]
jaw_open_a;0;0;0;-0.011702857;0.003876571;0.04156343;0.09156571;0.13737144;0.149632;0.10778743;0.059666287;0.01744686;-0.00544;-0.006754286;-0.0014400001;0.0007314286;0;0;0;-0.000022857104;0.0011314285;-0.006308572;0.0038857143;0.010422858;0.013302858;0.012525716;0.008194286;-0.004731429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.0024320004;-0.000063999774;0.006299431;0.019602288;0.05482057;0.067437716;0.057453718;0.031689145;0.0115428595;0.001321143;0.02021486;0.05606858;0.06808686;0.05626972;0.039172575;0.011364574;-0.010532573;-0.0021028572;-0.009249524;0.013302857;0.027017143;0.03189333;0.02793143;0.011840001;-0.014564572;-0.0008883803;0.032836575;0.05067125;0.052615624;0.03866972;0.008833525;-0.009889524;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.001187046;0.011129988;0.030823115;0.047556266;0.05024907;0.037834704;0.016532764;0.004500565;0.011520262;0.025960429;0.03640672;0.032853693;0.01926087;0.002387928;-0.0023798174;0.007851297;0.019290451;0.024755567;0.020856002;0.024221208;0.024672871;0.029049546;0.023203377;0.0109671345;-0.0011068917;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0020467956;0.019005142;0.054728165;0.08832138;0.09886166;0.0798966;0.04089297;0.016142776;0.004025173;0.00009360895;0.006524554;0.028410383;0.04892414;0.06350105;0.07007226;0.07798062;0.086146325;0.091175444;0.07168794;0.05580023;0.040442105;0.041658733;0.06145396;0.08688145;0.11759483;0.14462256;0.1630566;0.19668561;0.24941565;0.2730325;0.24328668;0.15854935;0.06768738;0.013239763;-0.0017032773;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0.000028626526;-0.000054072396;-0.0030916638;-0.0053595207;0.016877715;0.041246027;0.07714526;0.14314894;0.21335846;0.28376186;0.34826103;0.3582067;0.3383765;0.30119827;0.2278403;0.14318183;0.07200171;0.014795665;-0.0043947;0.02608723;0.057327237;0.07114218;0.056945547;0.026389401;-0.0026718075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.008294402;0.008917836;0.011628424;0.0074541178;0.006925554;0.0031713885;0.0025750592;0.00089449424;0.00054211763;-0.00027105887;0.0000677647;-0.000027105885;-0.0001626353;-0.0005647059;0.00060084736;0.0015269653;0.003858072;0.0060355784;0.0119898375;0.015219957;0.02145431;0.017392945;0.015215438;0.009098543;0.006279531;0.003221083;0.0017302592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.0014981208;0.013082317;0.04683297;0.09478556;0.13729593;0.15038858;0.122176364;0.07598112;0.031656943;0.0049301204;-0.0021072293;-0.0010138556;0.00009542171;0;0;0;-0.000003975905;0.00019879523;-0.00224241;0.0042343386;0.010734942;0.015148197;0.013036991;0.0074747;-0.0007315664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0052523287;0.050303463;0.12729828;0.17524387;0.15873878;0.09411443;0.01404035;-0.004850667;0.004873377;0.018939331;0.036372434;0.06408998;0.09031934;0.11771963;0.15675451;0.21323986;0.25628778;0.26347363;0.20709848;0.13552634;0.11976156;0.18789767;0.30147454;0.3950796;0.41245085;0.3815453;0.3218699;0.23806643;0.14864714;0.07036595;0.013369058;-0.0014795137;0.00011132531;-0.000011132531;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0030748053;0.029445546;0.07457461;0.10241261;0.09272287;0.054927915;0.0082135815;-0.0029345362;0.0047041625;0.017670447;0.034885794;0.055802934;0.07428961;0.09364909;0.12510028;0.17297372;0.2105961;0.21520296;0.16923007;0.10696693;0.07985811;0.114208646;0.18719351;0.25978038;0.29074496;0.29430073;0.26994333;0.21280947;0.1373643;0.065951906;0.013111897;-0.0014182847;0.00011132531;-0.000011132531;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;-0.0014277473;0.013603955;0.035170455;0.05040532;0.04734109;0.029849103;0.0065876753;-0.00036737343;-0.0005649761;0.00004453013;0;0;0;0;0;0;-0.00012524097;0.0007681446;0.0063037965;0.023253076;0.035484944;0.037029583;0.025590906;0.009952483;-0.0010436749;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
