;meta[fps=30]
;meta[frames=63]
jaw_open_a;0;0;0;-0.00018285726;-0.008624762;0.006331429;0.035257146;0.04316953;0.07777144;0.112731434;0.101558104;0.07409241;0.061577797;0.033880167;0.040123433;0.05027135;0.03349747;0.0014151825;-0.0040803277;-0.0019970615;0.0001724081;0.0002801634;-0.00007183676;0;0;0;0;0;0;0;0;0;-0.0028342858;-0.002285715;0.009645715;0.042525716;0.055085722;0.04618286;0.04906667;0.05464001;0.060091432;0.088152386;0.101668574;0.091323435;0.10169296;0.083817154;0.04018286;0.030477712;0.060306292;0.10747734;0.15679088;0.15417297;0.12293488;0.085842304;0.09121982;0.08965486;0.074308574;0.042118102;0.013889526;-0.0136685725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.010582858;0.006822858;0.03931429;0.07321144;0.08146286;0.05309715;0.029074289;0.045497146;0.057622857;0.062354285;0.04169143;0.0016457133;-0.008411429;0;0;0;0;0;0;-0.01216;0.0056685708;0.04902857;0.08973714;0.09940572;0.07803429;0.025622856;-0.0031085731;-0.0063085714;0;0;-0.010925715;0.0065600006;0.03910857;0.08034286;0.08025143;0.08197333;0.074826665;0.083733335;0.100297146;0.11452953;0.07481905;0.044297144;0.020358097;-0.0006095228;-0.0052419053;0;0;0;-0.0064000012;-0.0010361891;0.03515429;0.05430858;0.047402672;0.055044577;0.036626287;0.020947808;0.027071998;0.013535999;-0.009024;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0.0000667952;-0.00080154237;-0.0010400966;0.011402893;0.022805786;0.028006269;0.022204628;0.010267375;-0.0010400965;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013025062;0.010954411;0.044981793;0.09172411;0.11331327;0.09880917;0.05490088;0.014472292;0.009271811;0.033747476;0.05479433;0.057841454;0.04258988;0.016829206;0.0027548247;-0.0015575368;-0.0019477478;0.001650033;0.018001307;0.050657477;0.07515604;0.07609633;0.05256859;0.021985354;0.001691827;-0.00033397597;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0013203978;0.011049833;0.044979405;0.10414682;0.15451874;0.1785865;0.1618507;0.118578166;0.06809531;0.032419525;0.0074142665;-0.0009017351;0;0;0;0;0;0;0;-0.0014313255;0.013712098;0.034262355;0.0515635;0.051169883;0.03572946;0.0120947;0.0031560725;-0.0003757229;0;0;-0.0012834219;0.012080387;0.033335574;0.045873985;0.04153707;0.028712394;0.0115508;0.00628829;0.020854414;0.04074984;0.05987235;0.06420927;0.048307236;0.02013875;0.0047782413;0.00008635649;0.006514201;0.019113922;0.042686183;0.07959482;0.10942245;0.12442442;0.15214013;0.18147632;0.18623143;0.1531566;0.08651408;0.019976528;-0.0035134272;-0.0019227468;0.00062978343;0.00035783142;-0.0000333976;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;-0.0025392775;0.025217835;0.052678082;0.06554941;0.052296396;0.02531326;-0.0036525298;-0.0013518075;-0.003196627;-0.009074073;0.11690272;0.36110118;0.6671265;0.8901885;0.90176576;0.6686956;0.388897;0.14606306;0.017715575;-0.009455231;0.013130027;0.024014464;0.029183138;0.022344584;0.010337352;-0.0023696392;0.00011132532;0;0;0;-0.0031489164;0.031139283;0.06649303;0.085561454;0.07140724;0.038089164;0.000031805932;-0.00050891563;-0.0010575905;0.010734941;0.021469882;0.026837353;0.021469882;0.010734941;-0.0010734941;0;0;0;-0.0006891567;0.00400241;0.0426747;0.07501206;0.086162336;0.06317181;0.025196629;-0.0066463863;-0.0030057833;-0.0015028917;0.00015028918;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.005638024;0.00704753;0.005638024;0.0046983534;0.002819012;0.0018793413;0.00093967066;0.00046983533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0011181178;0.0019922827;0.0039371303;0.005638025;0.009527719;0.010693273;0.013369978;0.009188897;0.007542212;0.0036999537;0.0025344004;0.0009758121;0.00044047073;-0.00033882353;-0.000047435293;0;0;0;-0.00005421177;-0.00020329416;-0.0004065883;-0.000704753;-0.0011113413;-0.0015992473;-0.0019516237;-0.0020736004;-0.0016805648;-0.0012739766;-0.0007860707;-0.00048790593;-0.00024395296;-0.0000948706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;-0.0018448196;0.01614217;0.05814362;0.1103711;0.13080725;0.10768339;0.078261696;0.07323615;0.07985205;0.07721206;0.04850603;0.010989399;-0.0013200002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00060831336;0.0055026514;0.01657952;0.04073314;0.053306274;0.06281929;0.07307315;0.08633808;0.09184074;0.10292291;0.10626532;0.10781698;0.10923133;0.08653423;0.050717697;0.040305596;0.06911129;0.12063158;0.1680392;0.17361978;0.1332071;0.079338364;0.031130798;0.0042690597;-0.0044646757;-0.002862651;-0.0014313255;0.00014313255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0.00028944583;-0.0040745065;0.004156146;0.031228608;0.09343905;0.18141201;0.24936686;0.25643972;0.22369522;0.16317952;0.12538458;0.12114754;0.13188934;0.1379807;0.13378446;0.09964804;0.057930727;0.021691369;0.002555288;-0.0012817257;0.000073474715;0;0;0;0;0;0;0;0;0;-0.0013164219;0.012435038;0.03202829;0.06341368;0.075973965;0.071053386;0.05137014;0.060603645;0.07792402;0.095372394;0.08902314;0.10074422;0.13576418;0.21873643;0.31258792;0.37128043;0.3612245;0.2896473;0.17382595;0.07927809;0.04203399;0.051810134;0.065626055;0.05944772;0.03472237;0.010624146;-0.0011800486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0.00023378317;-0.0033174944;0.0035846755;0.026094656;0.0772041;0.14914809;0.2044378;0.20978421;0.18570176;0.13995783;0.1131375;0.112196624;0.12204485;0.12627243;0.122157276;0.09108416;0.053089563;0.019993288;0.0024777318;-0.0011143665;0.00006122892;0;0;0;0;0;0;0;0;0;-0.0014889762;0.01417728;0.03537919;0.06672562;0.07769395;0.07066375;0.04850351;0.053543765;0.066936195;0.083160006;0.0764842;0.074918225;0.085365735;0.12888281;0.18277368;0.21681;0.2102329;0.16807786;0.10006996;0.050038137;0.041962743;0.062594;0.07605768;0.06568194;0.03590242;0.009592533;-0.0011058317;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0.000041746996;-0.00070691574;0.00083772297;0.016963195;0.030837113;0.033834547;0.046865176;0.06681189;0.07731822;0.07475495;0.04731326;0.01116593;-0.0013247713;0;0;0;0;0;0;-0.0009833737;0.009789206;0.020123906;0.02536362;0.020558076;0.010446027;-0.0007607228;-0.00015585548;0.000011132533;0;0;-0.0007653616;0.006462435;0.02619485;0.053199586;0.06495833;0.06175772;0.057339028;0.06222714;0.07857711;0.09069303;0.07729688;0.04955832;0.024706801;0.0058445795;-0.00067685795;-0.0001885851;-0.0010702816;-0.002106275;0.0026671325;0.020248223;0.0487694;0.067535065;0.06481204;0.042290263;0.016312275;0.0012802408;-0.00025233737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
