;meta[fps=30]
;meta[frames=120]
jaw_open_a;0;0;0;0;0;-0.0015588573;-0.0031931433;0.0027908576;0.037324578;0.050988957;0.050580196;0.05666972;0.04969715;0.053969525;0.08361143;0.09426286;0.09770667;0.09526858;0.08501333;0.08835048;0.09734858;0.09321142;0.096891426;0.07899429;0.05515429;0.03730286;0.04157714;0.025828572;0.026034284;0.020845715;0.0059199994;-0.006765715;0.0005942857;-0.00009142857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009142858;-0.0004571429;0.0009142856;0.006948573;0.025600001;0.049732573;0.08298286;0.12189716;0.13404877;0.13392308;0.10862858;0.08879391;0.0643139;0.046015996;0.02087619;0.0010819052;0.0032457141;0.020845713;0.0035702828;0.026813712;0.093643434;0.1384065;0.17850745;0.15939392;0.09465829;0.08068381;0.092543244;0.10061715;0.11887238;0.09932191;0.089478105;0.08239239;0.06880001;0.08905143;0.11972573;0.1214781;0.113295235;0.06793691;0.02757669;0.03804678;0.07019977;0.12984687;0.14256245;0.106746525;0.049048692;0.006889146;-0.01401966;0;0;0;0;0;0;-0.0068571432;0.010285716;0.020571431;0.024;0.020571431;0.010285716;-0.0068571432;0;0;0;0;0;-0.011702858;0.015085716;0.037165716;0.050834287;0.048685715;0.030720001;-0.0030628578;-0.00000000017739478;-0.0016457143;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;-0.0054308577;-0.0043245717;0.026148574;0.057696007;0.09612573;0.11548343;0.11364343;0.09756648;0.10143162;0.08525714;0.06910476;0.040167622;0.02066286;0.030232385;0.046110477;0.051200002;0.054811426;0.05527314;0.059419446;0.08631316;0.09190096;0.09505066;0.094131805;0.0749501;0.04611352;0.019712;-0.001996191;-0.0052419044;0.00018285715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.013505307;0.011245716;0.048496332;0.07843266;0.090135515;0.079268575;0.05641143;0.05012898;0.031821497;0.03363048;0.029503135;0.04261007;0.057401907;0.046476193;0.016990475;0.005516189;-0.005569523;-0.009028572;0.014829714;0.048469715;0.091552004;0.11608001;0.13982172;0.119264774;0.120934874;0.08646591;0.06915734;0.046422858;0.057024762;0.069767624;0.09045714;0.08782477;0.09672;0.08816;0.09632;0.104;0.089600004;0.06537143;0.03593143;0.0036571433;-0.0046171434;-0.0015542859;0;0;0;0;0;0;0;0;0;-0.004891429;0.001714286;0.012137143;0.050445717;0.06726857;0.06260572;0.036457144;0.010834287;-0.010971429;0;0;0;-0.017633526;0.0074087637;0.07771429;0.12455619;0.13065448;0.09642057;0.021854473;-0.013692953;-0.0038857143;0.00009142858;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;-0.0014721184;0.013592822;0.04008308;0.06442039;0.083176725;0.09129432;0.0878251;0.08100665;0.06258988;0.033768155;0.012635423;0.0015299276;-0.00052481936;-0.0006545929;-0.00046565797;0.004251991;0.017347667;0.0365656;0.05289034;0.06421117;0.071711324;0.06650511;0.05126054;0.029847907;0.009225369;-0.0010229206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013359039;0.012299858;0.03657514;0.06164242;0.070764735;0.05860801;0.030248677;0.010439133;0.00026718082;-0.0021565305;0.0021946996;0.024208486;0.041699283;0.04718603;0.035115182;0.014938267;-0.0017557591;-0.00036737358;0.0096137365;0.018511811;0.022495667;0.017667329;0.007945447;0.002428482;0.018034702;0.029723862;0.03239567;0.022252342;0.01969027;0.02768581;0.05289702;0.06591254;0.069879696;0.06972463;0.06652801;0.052260082;0.033025455;0.011307472;-0.0012213979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002671808;0.0026813499;0.0052481936;0.0064886757;0.005105061;0.0024809644;-0.00036260247;0.000009542171;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0006219109;0.0050225207;0.022251027;0.06010494;0.09307912;0.113806486;0.12501626;0.1287284;0.13169259;0.14194289;0.13366672;0.12388027;0.122511916;0.12846147;0.1429751;0.15838286;0.15522628;0.1434312;0.12717518;0.11129034;0.0923384;0.08223681;0.06566349;0.047696773;0.02833738;0.011658146;-0.002086157;0.00024332532;-0.000014313255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007442893;0.006627037;0.021727521;0.04585967;0.081385165;0.12355774;0.17175192;0.21764664;0.23810816;0.22819386;0.19947788;0.16533099;0.13081361;0.1044956;0.0879955;0.08553839;0.096996166;0.101781555;0.08231314;0.05035403;0.021577232;0.00055105996;0.01776275;0.052846927;0.094906434;0.12469231;0.14812788;0.17032059;0.19393031;0.19001204;0.14935403;0.09702478;0.07380511;0.10309122;0.15281546;0.18417223;0.16595265;0.114778005;0.05647867;0.018363904;0.010012478;0.034870666;0.055213384;0.0595175;0.042058073;0.0154547375;-0.0029123896;-0.0005725302;0.000057253023;0;0;0;0;-0.00051527715;0.0051527712;0.0103055425;0.012881928;0.0103055425;0.0051527712;-0.00051527715;0;0;0;0;0;-0.0010806507;0.009246361;0.035947736;0.07088639;0.0859511;0.07367748;0.039855257;0.011107085;-0.001266723;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;-0.0050601335;0.046822637;0.13790505;0.21127494;0.2336639;0.18823123;0.09823385;0.041236486;0.028496098;0.019357882;0.05794695;0.09094006;0.09832571;0.07150743;0.03843268;0.005130505;0.021081835;0.056092054;0.08614671;0.10966498;0.11807799;0.15042809;0.19980456;0.21552792;0.17579646;0.10105369;0.024788434;-0.004431808;0.00012722892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00044530127;-0.0050414465;-0.0069445814;0.039865058;0.08426266;0.10538796;0.08478748;0.038640484;-0.0051474706;0.0122457845;0.024115182;0.032602414;0.049778324;0.056775916;0.052911337;0.06488676;0.06218315;0.052996162;0.06326459;0.087941706;0.11801014;0.13401446;0.10568484;0.05312868;0.011630843;-0.0031436149;0.011588434;0.02274747;0.026903614;0.019853013;0.007978313;-0.0037479529;-0.0010761447;0.00011132532;0;0;0;0;-0.0023060245;0.023060242;0.046120483;0.057650607;0.046120483;0.023060242;-0.0023060245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;-0.00033882356;-0.0007860706;0.0011474828;0.0029726126;0.006839719;0.011167627;0.020812804;0.026943255;0.03610504;0.029518312;0.025190404;0.015206403;0.010322825;0.0053308243;0.002719624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0043233884;0.009459954;0.01837779;0.027769977;0.04532104;0.055621278;0.06758852;0.05494363;0.041987017;0.02394805;0.015802732;0.00962033;0.009500613;0.012123108;0.028425038;0.050909366;0.09080923;0.13388953;0.19249064;0.24784717;0.29860294;0.3167675;0.30672026;0.25506732;0.19285205;0.1270778;0.07693824;0.040087797;0.017963069;0.005940255;0.00248561;0.0064118975;0.01778598;0.034713604;0.056339584;0.085397094;0.11403898;0.13270138;0.13767532;0.109968565;0.08295756;0.050584096;0.03201205;0.019326495;0.014244141;0.014284802;0.022904472;0.033096287;0.04045553;0.041526213;0.033638403;0.024856096;0.015450354;0.008877177;0.003537318;-0.00059632945;-0.0033340238;-0.0055567063;-0.0066680475;-0.0083350595;-0.0066680475;-0.0055567063;-0.0033340238;-0.0022226826;-0.0011113413;-0.00055567065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;-0.0017843859;0.017079953;0.043396734;0.05918796;0.05338579;0.031372536;0.0044551333;-0.003064627;0.015120098;0.04014338;0.07321761;0.09246628;0.08631688;0.05728218;0.03926603;0.037821457;0.063728444;0.09841688;0.10602412;0.0843687;0.045366395;0.023182174;0.016572895;0.022324702;0.01745422;0.008488555;-0.0012603618;0.0002703615;-0.000019879519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00006361446;-0.0005566266;-0.0022265064;-0.002321928;0.005868434;0.028292537;0.06380372;0.10405498;0.12708844;0.13934483;0.13307749;0.12425496;0.10105794;0.07175474;0.034288194;0.01244723;-0.0033715668;0.004622651;0.037513983;0.09197009;0.15676644;0.19139475;0.18908603;0.15009701;0.11912074;0.08643828;0.06399006;0.033188198;0.030259281;0.028817354;0.037397355;0.034797113;0.03773928;0.058278807;0.08285785;0.080313265;0.05127326;0.017325083;0.0039832206;0.031884532;0.07079113;0.108130276;0.11376334;0.085856944;0.043010693;0.012396232;-0.0014065158;0;0;0;0;0;0;-0.00097012066;0.009701206;0.019402413;0.024253014;0.019402413;0.009701206;-0.00097012066;0;0;0;0;0;-0.0003657832;0.0036578318;0.0073156636;0.00914458;0.0073156636;0.0036578318;-0.0003657832;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.002571615;0.0232425;0.074619696;0.12902325;0.14566362;0.12539685;0.098473735;0.08241006;0.086207725;0.096988656;0.12128634;0.17881943;0.26161078;0.29807726;0.28599846;0.22663163;0.15335508;0.10703707;0.093609005;0.09621625;0.10420421;0.12551188;0.1485614;0.14861485;0.118312076;0.06716033;0.016453879;-0.0029983618;0.00008906026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010909882;0.008906025;0.03908632;0.092210755;0.1538516;0.19654149;0.20919475;0.1791976;0.13513781;0.09167085;0.105984494;0.13949172;0.19215864;0.21937487;0.22113885;0.17879957;0.13123026;0.06569751;0.030694613;0.02213092;0.024543613;0.043312047;0.07550918;0.10215907;0.11951886;0.09933039;0.06834975;0.060074847;0.066349894;0.070016205;0.07773476;0.07312217;0.08219148;0.12407206;0.16529027;0.20410942;0.24161677;0.25937945;0.26647547;0.25384322;0.21555617;0.19358064;0.1724832;0.13693127;0.08930273;0.03385459;-0.0012339298;0.00010019287;-0.000025048206;0;0;-0.0012997232;0.011043471;0.04422955;0.084593326;0.100888565;0.08463507;0.044288;0.011071303;-0.0013025062;0;0;0;0.000044901226;-0.00089802453;0.0007588686;0.032104373;0.104519635;0.19436103;0.22991313;0.19281176;0.1045957;0.029200628;-0.0033286267;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.0022838393;0.020677008;0.06597724;0.11324291;0.12737009;0.1089193;0.08355819;0.0708671;0.075399056;0.08456289;0.10604665;0.15323558;0.21944447;0.2476543;0.23510607;0.18412763;0.12539461;0.08971373;0.08212914;0.08851328;0.09843571;0.11956339;0.14142917;0.14091411;0.11162292;0.063030906;0.0154;-0.0028759036;0.00008906026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012579762;0.010486844;0.04345027;0.097198136;0.15347308;0.18569563;0.1861159;0.15194236;0.11275864;0.0795141;0.10171794;0.140954;0.19600937;0.22612292;0.22961736;0.18702097;0.13637352;0.06852073;0.030878296;0.020813938;0.02261713;0.037727226;0.06487204;0.08793077;0.104916684;0.088904396;0.06206748;0.05263739;0.053204224;0.053132787;0.06039306;0.06171133;0.07200243;0.086889416;0.10607633;0.14237674;0.20238851;0.25257412;0.28398854;0.26520994;0.21964248;0.18567988;0.15590407;0.11844235;0.07683585;0.029472042;-0.001131956;-0.000100192665;-0.000005566277;0;0;-0.00106594;0.009067446;0.0361362;0.069508746;0.08316001;0.07005146;0.036895998;0.0094292555;-0.0011021207;0;0;0;0.00004081929;-0.00076740276;0.0004601459;0.02597962;0.08515645;0.15862374;0.187765;0.1575001;0.08540879;0.023823615;-0.0027163378;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0.000073474715;-0.001200087;0.00180013;0.021307666;0.037564877;0.044962443;0.047242016;0.039470766;0.042719606;0.060709413;0.076543584;0.08349028;0.07945065;0.0649175;0.063548945;0.07067376;0.07319639;0.060104534;0.03190361;0.008828096;-0.0016988248;0.007936382;0.016810123;0.020595182;0.016058678;0.007737109;-0.0012579762;0.00017255424;-0.000011132531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00069021696;0.006367808;0.018491134;0.033531185;0.048949745;0.06341035;0.07989707;0.10543789;0.1219912;0.12597202;0.11104793;0.09546833;0.07464623;0.05553816;0.03095215;0.01180605;0.0074921944;0.01657634;0.018987928;0.040296983;0.08884763;0.1345297;0.16206183;0.14691697;0.11437703;0.101925746;0.10366317;0.101396956;0.1010537;0.08853703;0.08185565;0.07298488;0.067470565;0.081376955;0.09222932;0.078154095;0.05030791;0.017965904;0.006100627;0.034735728;0.072027706;0.10171127;0.10073161;0.07122394;0.032181922;0.007886286;-0.0009404763;0;0;0;0;0;0;-0.0009573978;0.009573977;0.019147955;0.023934942;0.019147955;0.009573977;-0.0009573978;0;0;0;0;0;-0.0007681447;0.0077037117;0.015151375;0.018646989;0.014583616;0.0069578327;-0.0012134459;-0.00008906026;0.000011132533;0;0;0;0;0;0;0;0;0;0
