;meta[fps=30]
;meta[frames=57]
jaw_open_a;0;-0.010453333;-0.0009904759;0.036160003;0.09761524;0.16838096;0.21060574;0.17532955;0.10959239;0.041371435;-0.002971425;-0.010880003;0;0;0;0;0;-0.00888889;0.0023923814;0.029851431;0.06778413;0.110450804;0.14972952;0.16869587;0.18462478;0.19623621;0.16158476;0.10404571;0.039177142;0.004332698;0.014349208;0.066392384;0.10364953;0.12681144;0.12274287;0.110400006;0.09362286;0.065097146;0.035093337;0.011382856;-0.0012495259;-0.0035352374;0;0;0;0;-0.022226289;0.033339433;0.06667887;0.07779201;0.06667887;0.033339433;-0.028534861;0.009462857;0.018925713;0.022079999;0.018925713;0.009462857;-0.0063085714;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.01089016;0.0044901576;0.038095243;0.080025405;0.118090175;0.1385905;0.12647112;0.11736889;0.11046096;0.085871756;0.05453207;0.024899049;0.002529523;-0.0073346035;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0013714286;-0.0049828575;0.00027428602;0.003977143;0.0061257156;0.006720001;0.0057600006;-0.0029257145;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000057253023;-0.0009971568;0.0031012055;0.0070612067;0.009470604;0.007920002;0.004303519;-0.0004246266;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0028569256;0.02548332;0.08583086;0.15434842;0.18232223;0.15316613;0.08179166;0.026427992;0.0011941999;-0.00021565292;0.0066795186;0.020971306;0.044919766;0.07287832;0.08131122;0.0668286;0.037825167;0.011584197;-0.0012881933;0;0;0;0;0;0;0;0;-0.0009351328;0.007934315;0.031427138;0.06476748;0.09581771;0.113842875;0.113642484;0.10363275;0.0871057;0.06295448;0.03706179;0.015773207;0.0035783132;-0.00043893975;0;0;0;0;0.000062978324;-0.00062978326;-0.0012595665;-0.0015744582;-0.0012595665;-0.0009303616;0.001332087;0.023378318;0.042247955;0.049428437;0.037739284;0.017066171;-0.001736675;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00023855426;-0.005295905;0.024332535;0.05224338;0.067987956;0.055821694;0.029342175;-0.002910362;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.0013040964;0.01056;0.04771085;0.110996634;0.18034169;0.219841;0.19696102;0.13251424;0.061175924;0.013984583;-0.0017016873;0;0;0;0;0;-0.0011379921;0.009991005;0.03497382;0.07095487;0.108938;0.14225431;0.16358636;0.17726877;0.17889272;0.15117095;0.10366331;0.051290043;0.022457672;0.033518642;0.07201954;0.098968215;0.10142531;0.07745856;0.045102656;0.021080246;0.0062978324;-0.0006679519;-0.0017493978;-0.0009860243;0.00009542171;0;0;0;0;-0.0034987961;0.03498796;0.06997592;0.087469906;0.06997592;0.03508338;-0.0053118085;0.0066795186;0.014790364;0.019561447;0.016221689;0.008683375;-0.00085879536;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0.000024491581;-0.00037405323;-0.0009440383;0.017604986;0.055863045;0.082403;0.08195992;0.05131429;0.015500936;0.013229901;0.047892153;0.08276814;0.106048495;0.09660812;0.06571756;0.03170545;0.009384724;-0.001059817;0;0;0;0;0;0;0;0;-0.0033471815;0.028391669;0.11254619;0.23218378;0.34408805;0.4098516;0.41067538;0.3758454;0.31660548;0.22895536;0.1346665;0.057154413;0.012935998;-0.0015882408;0;0;0;0;0;0;0;0;-0.003974314;0.038284775;0.093179286;0.1374311;0.13375735;0.09117543;0.028421352;0.0074476628;-0.0008906025;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0.000031171097;-0.0004430749;-0.0009752094;0.016758915;0.05340276;0.07881832;0.078237206;0.05090016;0.019096745;0.022057999;0.059284445;0.09451891;0.11540724;0.103525124;0.06908478;0.03363509;0.010004436;-0.0011280966;0;0;0;0;0;0;0;0;-0.0031987475;0.027141113;0.107495725;0.22147058;0.32802004;0.39074075;0.39189112;0.3592431;0.30314997;0.21941106;0.1290817;0.054760918;0.012390503;-0.0015214456;0;0;0;0;0;0;0;0;-0.0023266994;0.02240979;0.054233987;0.08403206;0.085405074;0.062212296;0.023686316;0.007863277;-0.0008720483;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011268597;0.009886925;0.03467289;0.0705852;0.10869557;0.14226882;0.16382387;0.1775342;0.1791175;0.15138884;0.10386529;0.051604386;0.021545159;0.023291577;0.04874519;0.065040424;0.06453947;0.046598;0.024799105;0.008384188;-0.00043277754;-0.0029654284;-0.0021652777;-0.0007222231;0.00007792773;0;0;0;0;0;0;0;0;0;0.00010019278;-0.0019593255;0.007570122;0.016643135;0.021931088;0.018146027;0.00967417;-0.0009573978;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011726266;0.010288933;0.036081776;0.073390596;0.11299767;0.14793403;0.17042051;0.18473941;0.18639569;0.1574845;0.10800658;0.053690188;0.022025404;0.022762934;0.047887973;0.06396753;0.06359181;0.04613182;0.024853375;0.008716772;-0.0000723617;-0.0027441692;-0.0021040486;-0.0007291809;0.00007792773;0;0;0;0;0;0;0;0;0;0.00008906026;-0.0018257352;0.007570121;0.016476147;0.021597112;0.017812049;0.009440387;-0.0009351327;0;0;0;0;0;0;0;0;0;0
