;meta[fps=30]
;meta[frames=116]
jaw_open_a;0;0;-0.0058209533;0.008213334;0.018240001;0.021927621;0.019276192;0.010285716;-0.0050438102;-0.0005180953;0;0;0;0;0;0;-0.0042971433;-0.0023314278;0.022095243;0.03488;0.063634284;0.09231238;0.10692571;0.09348572;0.07215239;0.025554284;0.00059428526;-0.0074057146;0;0;-0.008899048;0.003779048;0.031405717;0.06728381;0.088716194;0.10406858;0.091502585;0.10436682;0.11721796;0.123415515;0.10585469;0.080326535;0.030734366;0.030281147;0.045036193;0.073216885;0.08974564;0.07715963;0.03511924;0.0047451416;0.005630477;0.025889527;0.03691429;0.034057148;0.020365717;-0.0041600005;-0.0035200003;0.00027428573;0;-0.0019504761;-0.0055466667;0.010940953;0.04367238;0.047064383;0.058009904;0.08842667;0.07109639;0.0777722;0.11008458;0.12409906;0.1353204;0.13484801;0.06253715;0.030317718;0.016822858;0.023094859;0.03675429;0.075181715;0.077421725;0.08256;0.054555427;0.012626285;-0.014573715;0;-0.010057144;0.0075885733;0.040640004;0.059314284;0.058057144;0.038925715;-0.0005942876;-0.010788571;0.005508573;0.040841907;0.072022855;0.07857143;0.05141333;0.01569143;0.024160912;0.079186596;0.15367405;0.21520367;0.24093716;0.23496139;0.21844618;0.17577876;0.11342263;0.07706835;0.05121646;0.03805074;0.029556569;0.018095544;-0.0028342856;-0.00046857144;-0.00084571436;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.009447619;0.004693333;0.033064492;0.06792055;0.09548191;0.10358858;0.0838683;0.07025415;0.04848327;0.028081633;0.0010749407;0.012666779;0.029906288;0.03919543;0.036178287;0.017001143;-0.007833143;0.013248001;0.045666292;0.07495314;0.10714286;0.09810287;0.06690286;0.030720001;0.004342857;-0.009051429;0;-0.0037485715;-0.0034285714;0.02482286;0.04027429;0.042925715;0.02418286;0.0144;0.016853334;0.06455619;0.10089143;0.11439239;0.08792381;0.054811433;0.0077180983;0.0019969542;0.023478858;0.06296915;0.08490972;0.098230086;0.073734105;0.04731124;0.01450667;-0.0014019026;0.026145527;0.08333868;0.13420802;0.14315888;0.09799316;0.052150864;0.041151997;0.05920457;0.09322667;0.10023619;0.09979428;0.097569525;0.06182095;0.048853334;0.070232384;0.08747582;0.12109106;0.1368686;0.10327163;0.060263626;0.02942172;0.02136686;0.020416;0.025581714;0.024137145;0.0058331434;-0.008548571;0.021321144;0.057476576;0.099765345;0.12163201;0.11603657;0.10677181;0.089406475;0.08573563;0.0917943;0.08542476;0.06508191;0.04143238;0.011733332;-0.008289524;0.007024762;0.02066286;0.023908572;0.020297144;0.009828572;-0.006674286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.000068158355;0.00053708785;0.002535491;0.0067340448;0.015335631;0.030807575;0.04901949;0.055063777;0.045802414;0.025859283;0.0074974205;-0.0008451638;0;0;0;0;-0.00012404822;0.0005916145;0.007729158;0.028483378;0.043512296;0.045229886;0.031174267;0.011755953;-0.0012404821;-0.001459952;0.012605206;0.047421407;0.092368215;0.12449353;0.13368899;0.11356773;0.08110207;0.047278274;0.030802125;0.029510751;0.037882414;0.03824502;0.025344005;0.0067749396;-0.00073474733;-0.0016603376;-0.0006393254;-0.000047710855;0.000009542171;0;0;0;-0.00083971105;0.0074734283;0.024477579;0.055001073;0.07095558;0.065707386;0.039466415;0.014610972;-0.002211875;0.0054294947;0.024714218;0.03871258;0.050430372;0.046155475;0.034024194;0.031988535;0.03637157;0.030585835;0.023251086;0.009736193;-0.0010051085;-0.0009494459;0.009494459;0.018988919;0.023736147;0.018988919;0.009494459;-0.0009494459;0;0;0;0;0;0;0;0.000047710855;-0.0009128679;0.0034033752;0.0075224135;0.009939764;0.008238076;0.0044053034;-0.00043575926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0010973497;0.009797765;0.031984676;0.066341266;0.10203579;0.12932982;0.1391521;0.13615994;0.10943302;0.07131682;0.033683185;0.008481627;-0.001001928;0;-0.00057730125;0.004079277;0.026629811;0.06515394;0.10687708;0.12909842;0.119129226;0.082969174;0.04452138;0.016059473;0.0030344103;-0.0004007712;-0.0013311327;0.011903858;0.03874598;0.07869427;0.121068664;0.15548488;0.17193797;0.17966715;0.15505072;0.10798635;0.05421146;0.02048227;0.022994246;0.05727449;0.08479171;0.08650931;0.062222097;0.031346027;0.021140676;0.032111786;0.05868435;0.08595109;0.089872934;0.08681943;0.0694336;0.04561634;0.023187472;0.011593737;-0.0023616871;0.0001001928;0;-0.0010162411;0.008573641;0.03485278;0.07077904;0.08482512;0.09711353;0.119949855;0.13156268;0.12092317;0.083341315;0.027185645;-0.0029599813;0;-0.001381229;0.013016473;0.033816494;0.066205956;0.10062506;0.122510016;0.13315909;0.14171556;0.13613194;0.12151238;0.10088268;0.08195341;0.08835621;0.10684272;0.12245419;0.11188672;0.076905124;0.036684874;0.009239206;0.009651906;0.04463231;0.10256879;0.13111228;0.1363359;0.105309784;0.06918598;0.047666714;0.043097213;0.026568266;0.018383946;0.008058364;-0.0008273063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;-0.00009087782;0.0006066094;0.0039645447;0.01551966;0.03998624;0.08130611;0.119379364;0.1254841;0.09634184;0.050053228;0.011961791;-0.0014267816;0;0;0.00015903616;-0.002263615;0.0015638559;0.028287234;0.062299773;0.102445796;0.11217351;0.08894363;0.047313254;0.01816193;-0.0019243375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00039228928;0.0016221694;0.030853018;0.0558217;0.06536388;0.049937356;0.022614945;-0.0023007235;0;0;0;0;-0.0014313257;0.010567955;0.06483109;0.12335642;0.14539881;0.11677231;0.05641808;0.005081206;-0.0029925308;-0.0010416865;0.0020674693;0.005407227;0.0077132517;0.0066795168;0.0036657823;0.001468434;0.0034987957;0.0042542173;0.0032602414;0.0015108434;-0.00034192778;0.000015903615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0.0013191531;0.0029545412;0.0070610824;0.015400659;0.03423925;0.054988805;0.085437745;0.11381761;0.14835502;0.16415775;0.16632622;0.13048773;0.097147495;0.058539677;0.035820425;0.017334213;0.0067087067;0;0;0.0009583867;0.0036418694;0.009578059;0.019824082;0.037396442;0.06156521;0.09094605;0.11936077;0.14173861;0.15146963;0.14461184;0.12298715;0.08998574;0.06012667;0.03479428;0.018728234;0.008071747;0.0024782529;0;0;0;0;0;-0.000027105885;0.0012333178;0.0024666355;0.004987483;0.0074541178;0.012550024;0.015043766;0.01898767;0.015179296;0.012712659;0.007616753;0.005095906;0.002547953;0.0012333178;-0.00010842354;-0.00021684708;-0.00032527064;-0.0005421177;-0.0006505413;-0.0008131766;-0.0006505413;-0.00077251776;-0.0006776472;-0.0009216001;0.0010119531;0.0024304944;0.0065957657;0.010259579;0.01955238;0.023826074;0.030738072;0.025881605;0.024444992;0.019868616;0.020672755;0.023798965;0.028723203;0.03251351;0.031754542;0.025420804;0.018142873;0.0111495545;0.0066138357;0.0032120473;0.00094418833;-0.0000948706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013730123;0.013438556;0.029230846;0.050064586;0.071423136;0.09558074;0.09608965;0.08336146;0.047360968;0.01499711;-0.0016539762;0;0;-0.0014207232;0.0125797605;0.04340627;0.08062603;0.097526275;0.08360001;0.044328682;0.030285787;0.046666514;0.08059954;0.10078122;0.093751825;0.059834976;0.051002894;0.066441335;0.09746929;0.10740508;0.08663893;0.04178437;0.011895906;-0.002023735;0.0052481936;0.027672296;0.04532531;0.049142182;0.03530603;0.013645304;-0.0014313257;0;-0.0013995185;0.013454461;0.032729644;0.05105061;0.06760045;0.08400184;0.10257303;0.126746;0.13905273;0.1451417;0.15148778;0.14326403;0.11539665;0.06950358;0.038801648;0.026698194;0.027471907;0.032455307;0.05540422;0.06915688;0.07504519;0.053130005;0.020300968;-0.0021350605;0;-0.0015108435;0.013586991;0.044445306;0.07813977;0.08717833;0.0685976;0.031467956;0.0062395195;-0.002035663;0.018368678;0.03482892;0.040156636;0.02743374;0.017263375;0.040588576;0.108474754;0.18607202;0.24850756;0.2792421;0.2783658;0.25649145;0.2101097;0.14851242;0.10689219;0.0845635;0.07672541;0.06385875;0.042124387;0.013748677;0.003363615;-0.00040951814;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.002096627;0.01921475;0.05856507;0.09505752;0.11385559;0.11698225;0.11581809;0.13074946;0.12865931;0.09957907;0.07059458;0.084569395;0.15871604;0.27558583;0.36217687;0.40389904;0.37062794;0.2820605;0.18458404;0.11582286;0.081312016;0.07437645;0.059477407;0.03038439;0.010453448;-0.0011355182;-0.0016476148;0.015073448;0.046545118;0.07232807;0.08817522;0.0893497;0.09513305;0.121617354;0.15484795;0.16549064;0.14304745;0.09100288;0.04044449;0.0074921935;-0.0049239188;0.012163403;0.06486759;0.14996077;0.19759129;0.18640032;0.11621472;0.038374946;0.027529083;0.05364767;0.07364727;0.070791766;0.048838418;0.014351689;0.0067017847;0.0068353754;0.016403789;0.032139625;0.065604;0.11154611;0.13857032;0.14993665;0.118229344;0.07175288;0.034162033;0.012639135;-0.0046979287;0.0016086512;0.04050572;0.108336225;0.18688738;0.23414496;0.23610431;0.21583419;0.20529613;0.18767667;0.17568693;0.15117754;0.115032464;0.07875376;0.051238596;0.033413183;0.05681376;0.09346651;0.116652235;0.11837592;0.09358747;0.056501307;0.023327293;0.042357426;0.104478806;0.19151573;0.25579813;0.28839457;0.28844926;0.29028597;0.26111034;0.2039176;0.12881964;0.058923937;0.013150968;0.00046667305;0.0203978;0.08131078;0.15157898;0.19985844;0.22219934;0.21645114;0.20426235;0.17070872;0.11819408;0.056219287;0.01569687;-0.004163567;0.0000667952;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0022413495;0.020376243;0.064240545;0.1052777;0.12447868;0.12097936;0.10731868;0.110138915;0.10519622;0.080111615;0.052853607;0.05271588;0.091843724;0.16064355;0.21453838;0.24171251;0.22270744;0.16992474;0.11584068;0.082365155;0.072706565;0.070981026;0.056304634;0.028799862;0.009818893;-0.0010687232;-0.0016698799;0.0152627025;0.04707948;0.07623559;0.09222189;0.09003992;0.08667233;0.10219665;0.12621507;0.13765933;0.12126109;0.079280324;0.036681697;0.0076424833;-0.004376198;0.010138397;0.053865317;0.12436709;0.16387643;0.15506226;0.0971692;0.03274857;0.023490198;0.044786178;0.06095061;0.058646176;0.040333163;0.012746749;0.0074587963;-0.00054549414;-0.0029779521;0.0036626037;0.03331967;0.079666264;0.11189678;0.12507029;0.10114832;0.064130805;0.032221254;0.012080653;-0.004720194;0.0016977112;0.042428862;0.11101362;0.19077264;0.24056008;0.2456382;0.22706136;0.21708383;0.19642015;0.18182874;0.15618384;0.11966247;0.08115283;0.051206313;0.02950455;0.04662787;0.07890182;0.1017699;0.10643071;0.08708608;0.054597646;0.023001663;0.03558143;0.084618375;0.15700397;0.21827815;0.25795043;0.2742525;0.2880695;0.26537812;0.20920132;0.13434762;0.06144379;0.013464688;0.00025025706;0.020991722;0.08442245;0.15764578;0.20806588;0.23144968;0.22460863;0.2109245;0.17552342;0.12126666;0.057722177;0.016470581;-0.004241495;0.0000667952;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00040448207;0.0028369408;0.019572848;0.0391123;0.060084127;0.07693507;0.085260354;0.07599622;0.057738878;0.029167233;0.0076591815;-0.0008906025;-0.0012078797;0.010987809;0.03290034;0.071817815;0.11160734;0.14332022;0.14458378;0.13353473;0.11184298;0.09913891;0.08778186;0.07724678;0.055918705;0.034071114;0.0148218535;0.019783624;0.036034897;0.04820943;0.04367849;0.02559369;0.0035390316;-0.0021085015;0.009322382;0.029545741;0.043277718;0.042303625;0.027330369;0.0072194478;-0.0013581689;0.00004453013;0;0.000055662655;-0.0011132532;0.0035401452;0.017667329;0.041539926;0.07097547;0.10377747;0.10746457;0.10414373;0.105966106;0.12061653;0.12815215;0.11712536;0.07005925;0.034114536;0.017217573;0.015832687;0.013136388;0.006568194;-0.0006568194;0;0;0;0;0;-0.0012691086;0.01174111;0.03447745;0.054560535;0.059336394;0.04603302;0.021697305;0.006189688;0.0010650128;0.015596677;0.029442761;0.048359714;0.05441303;0.04523983;0.02487564;0.01267717;-0.0018396508;-0.001736675;-0.00011410845;0.000022265065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
