;meta[fps=30]
;meta[frames=85]
jaw_open_a;0;0;0;-0.015908573;0.02386286;0.04772572;0.055680003;0.04772572;0.019638859;-0.017417144;0.013376;0.054912005;0.07331658;0.068589725;0.040731434;0.008749716;-0.011062859;-0.009478095;0.00089904806;0.03405714;0.082895234;0.12606475;0.15424001;0.12380954;0.077424765;0.032365717;0.0006019053;-0.012377143;0.0066742846;0.038560003;0.053577144;0.051725715;0.03300572;0.0071885725;-0.008754287;0;0;0;0;0;0;0;-0.009660953;0.0076647615;0.037485715;0.057295244;0.057523813;0.039817147;0.004312382;-0.008236191;-0.006617143;0.007161904;0.05501334;0.07492572;0.072034284;0.06139428;0.06653714;0.090720005;0.13316572;0.101362295;0.07031315;0.069558874;0.10720916;0.17011201;0.23111317;0.21588114;0.17998174;0.1295863;0.066066295;0.016448004;0.012370286;0.034221716;0.06659657;0.08009143;0.06500572;0.027337145;-0.011641905;-0.00087619113;0.034925718;0.058506664;0.06841905;0.061508577;0.029409524;0.011550475;0.0056685703;0.00022857069;-0.0018590472;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.009234286;0.004982856;0.030847998;0.06661943;0.09786515;0.10263544;0.068937145;0.038324576;0.009152003;-0.0035451439;-0.002665143;-0.004297143;-0.00013714249;0.013531428;0.03702857;0.06907429;0.1113143;0.10985144;0.084022865;0.044114284;0.0063542845;-0.011977144;-0.005165715;-0.0025828574;0.01992229;0.054976005;0.09083887;0.11543772;0.11686401;0.10697601;0.09823086;0.089618295;0.076658286;0.05450058;0.03035429;0.0102400035;-0.0078019043;-0.00024381067;0.020845715;0.04483047;0.07264;0.10756572;0.0992762;0.07629715;0.040822856;0.000350476;-0.01081905;0.021577142;0.050300963;0.08237715;0.10436572;0.09868952;0.084617145;0.09574858;0.08539429;0.06667429;0.041828576;-0.0034285714;-0.0034194263;0.05336686;0.09615543;0.124617144;0.100287996;0.05352228;0.06349714;0.096228555;0.10443885;0.11660114;0.09399315;0.07810515;0.05916801;0.06413029;0.05747201;0.059954293;0.052544005;0.038377147;0.0010057143;-0.007131429;-0.0018742858;0.00070857146;-0.00004571429;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00048903626;0.0038932057;0.018247018;0.047221813;0.06481519;0.06246543;0.03958808;0.014055617;-0.0015052772;0;0;0;0;0;0;0;-0.0009796628;0.009109591;0.026062846;0.041941017;0.047430947;0.042327795;0.033520367;0.042449933;0.048925888;0.045226704;0.029466221;0.011042199;-0.0011685978;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00072838564;0.0065268446;0.022137837;0.033349887;0.033356562;0.023316292;0.013139568;0.023647089;0.037629552;0.039676342;0.027678974;0.011073689;-0.0011546025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0033707719;0.03370772;0.06741544;0.08232985;0.085650526;0.08318113;0.07615153;0.096180424;0.111417696;0.11138166;0.11734645;0.11649523;0.11392012;0.111911714;0.11003008;0.10767453;0.121460244;0.16245748;0.22155692;0.27945608;0.26960444;0.2053952;0.11158613;0.03179689;0.016238388;0.06338983;0.111629084;0.14687833;0.1637;0.16338868;0.1703664;0.17678803;0.17523146;0.16839115;0.15637517;0.14871186;0.14893085;0.15303017;0.1499328;0.12248329;0.09551713;0.083149515;0.08783186;0.0944589;0.09147172;0.0831729;0.098014794;0.1237357;0.14848332;0.16289677;0.15677832;0.1407599;0.12799151;0.12819427;0.14813742;0.1709432;0.15883563;0.12712175;0.10212365;0.10350631;0.13016188;0.1621792;0.15948258;0.13537765;0.09831631;0.05801162;0.027042031;0.022503302;0.046041448;0.080204315;0.116111286;0.13874052;0.1458664;0.12652084;0.11454064;0.11147927;0.12489007;0.13913415;0.1385881;0.10004249;0.058672417;0.027140317;0.006946698;-0.00081824104;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;-0.003117109;0.030280484;0.071486756;0.093354225;0.07983615;0.04301928;0.0010178317;-0.003276145;0.00023855426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0037214465;0.035518076;0.091472305;0.12636484;0.113260254;0.0654964;0.0072785555;-0.0056563867;-0.0023484344;-0.0025074708;0.011455904;0.044657353;0.095437594;0.14497736;0.16864195;0.14580967;0.098369166;0.045134466;0.01051229;-0.0012722893;0;0;0;0;0;0;0;-0.0009939761;0.007100965;0.044895906;0.115166046;0.15875308;0.16452767;0.15220556;0.11830701;0.121591106;0.12867618;0.1036073;0.060867917;0.033000007;-0.0011768678;-0.00041349395;0.00039759043;-0.00003180723;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.04556499;0.07033976;0.10120884;0.13263813;0.15749422;0.17808564;0.1590031;0.12689167;0.085189275;0.05256734;0.029708046;0.014772704;0.0033430588;-0.00008131765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00003614119;-0.000293647;-0.00088545866;0.0006189175;0.009380896;0.019800847;0.037875958;0.060888853;0.09587803;0.11971314;0.136765;0.111242555;0.08771917;0.053787112;0.034560006;0.017429085;0.0074834838;0;0;0;0;0;0;0;-0.00008131765;0.00021684708;0.00043369416;0.00096225896;0.0013778826;0.0038309651;0.005493459;0.009071436;0.010526118;0.014723012;0.017383907;0.022764424;0.022375904;0.024390776;0.026613459;0.03114014;0.034623247;0.032585785;0.025167814;0.017758872;0.011027578;0.0064602355;0.0032210827;0.00092611776;-0.00007680001;-0.000004517649;0.000031623546;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.0022265061;0.02226506;0.04453012;0.05566265;0.04453012;0.02226506;-0.0022265061;0;0;0;0;0;0;0;-0.001314699;0.01130217;0.04275422;0.08800533;0.12720242;0.14602171;0.1248805;0.08459134;0.041428924;0.011880002;-0.0013518074;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00013518074;0.00048506015;0.009701206;0.037397355;0.0573882;0.06482314;0.06468797;0.07295784;0.09329062;0.120756164;0.11730507;0.08764482;0.0492376;0.019275185;0.0028785546;-0.00041349404;0;0;0;-0.0013200002;0.011466508;0.04195374;0.08463905;0.113790385;0.109257855;0.07271133;0.03293639;0.005375422;0.0115778325;0.028531088;0.03723037;0.031552773;0.01701687;0.00039759048;-0.00085879525;0.00022265062;0.00017493979;-0.000015903615;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0000166988;0.00016698797;0.00033397594;-0.00015028915;0.0052211573;0.01807005;0.042163905;0.07101526;0.091480196;0.11083363;0.12612091;0.12760302;0.10840062;0.07190215;0.028586484;0.008423616;0.012281038;0.03511572;0.06839086;0.10392219;0.11185968;0.09077466;0.05124304;0.016064243;-0.0026384098;-0.0018220245;0.011039761;0.026378905;0.042496957;0.05649909;0.07180446;0.09076391;0.120723404;0.14304972;0.15450062;0.15715574;0.17112151;0.20863256;0.25243238;0.24725354;0.20240726;0.13474818;0.088459104;0.07447219;0.075911246;0.07684193;0.098064624;0.13113752;0.16440336;0.188676;0.20984304;0.22467268;0.21584311;0.17819843;0.119836144;0.0569763;0.023122266;0.0075255907;0.0038852529;0.0047869883;0.0035290124;-0.00025883134;-0.0012412773;-0.00096853013;0.046893008;0.14134234;0.24226059;0.299017;0.27368218;0.18138514;0.10148472;0.06706348;0.08370644;0.10454654;0.10829914;0.10926674;0.14232628;0.20068914;0.25430414;0.23213741;0.15661986;0.07194212;0.017485494;-0.0020892047;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.000011132531;0.00011132531;0.00022265062;-0.00032840966;0.0054994705;0.01885489;0.04259251;0.07004645;0.08830464;0.10555496;0.11983429;0.12158775;0.10354776;0.06889238;0.027254298;0.0076628933;0.010050821;0.029130125;0.056779623;0.08611014;0.092600405;0.07515573;0.04244834;0.013347906;-0.002211663;-0.0015437112;0.009047037;0.021616407;0.03472868;0.04601224;0.058322962;0.07369922;0.098227896;0.116556495;0.12607035;0.12829463;0.13971217;0.17031217;0.20612438;0.20169921;0.16790752;0.117648594;0.08576056;0.0784799;0.080649994;0.07853185;0.0917135;0.11453891;0.13802482;0.1564863;0.18135491;0.20425524;0.20391458;0.1720867;0.115644746;0.05299085;0.020617452;0.0061785546;0.0027274706;0.0036737355;0.0028387955;-0.00020316873;-0.0010297592;0.000077927936;0.02883604;0.08467404;0.14275059;0.18119033;0.17561571;0.12740739;0.08412242;0.06509582;0.07736553;0.09102237;0.0926236;0.09002063;0.11718233;0.1649138;0.20805776;0.18930684;0.12762149;0.05855897;0.014197688;-0.001697711;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;-0.0021819763;0.021819763;0.043639526;0.054549407;0.043639526;0.021819763;-0.0021819763;0;0;0;0;0;0;0;-0.0012913736;0.011110267;0.04190285;0.0863365;0.124884754;0.14338702;0.122613706;0.08302642;0.040566944;0.011600098;-0.0013210605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011577833;0.01114589;0.027432786;0.038024276;0.034622177;0.020758836;0.0042726668;0.011504915;0.021844255;0.03478193;0.056110743;0.065467075;0.06396252;0.06533962;0.073391214;0.093955785;0.115800604;0.1016968;0.07634023;0.063587904;0.07462692;0.10172685;0.12680511;0.11793915;0.08809619;0.047991235;0.014450027;-0.0023010946;0.005477205;0.026606752;0.052295074;0.063511096;0.05371447;0.028593909;0.0052545546;0.010241929;0.0301135;0.042025305;0.03896386;0.02365663;0.00439735;-0.0012245785;0.000055662655;0;0;0;0;0;0;0;0;0;0;0;0
