;meta[fps=30]
;meta[frames=37]
jaw_open_a;0;0;-0.017554287;0.0086400015;0.06146286;0.12342857;0.17673144;0.20770286;0.18892409;0.17102042;0.13755755;0.08936164;0.040731438;0.01087347;-0.002122449;-0.0048718383;-0.00086857146;-0.0048783673;0.008124081;0.015634283;0.018011428;0.01526857;0.007405714;-0.005577143;-0.0008228572;-0.0013805713;0.00020114439;0.012178285;0.04711314;0.066989705;0.072448;0.07807086;0.07313372;0.06506058;0.06052571;0.03442286;0.00736;-0.0014628572;-0.0027428572;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.0022073472;-0.003911837;0.006380409;0.033364903;0.07495184;0.10906776;0.116434276;0.10053225;0.07922939;0.069263674;0.07998041;0.09999021;0.10837551;0.10830041;0.11150857;0.080183946;0.061357398;0.07327021;0.09970951;0.13857895;0.18034288;0.17204161;0.1532121;0.13645715;0.11738645;0.09335379;0.06605453;0.035961468;0.017435428;0.03728457;0.05040457;0.049737148;0.03497143;0.008731429;-0.009417143;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;-0.0010251016;0.009487644;0.027609589;0.045816053;0.05321532;0.0481607;0.034957737;0.028601974;0.025795894;0.028452707;0.027189277;0.026858255;0.036605354;0.042456295;0.03955389;0.028944582;0.011304291;-0.0016889641;0.004322603;0.016422074;0.036355667;0.062443957;0.07899772;0.086574204;0.090879634;0.08149014;0.060774088;0.03640338;0.0113151055;-0.0012519327;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0014170123;0.012738797;0.041222174;0.07693375;0.10563897;0.119683355;0.121993914;0.12568982;0.12466844;0.11544459;0.09986051;0.08121546;0.07131886;0.07443097;0.09256587;0.096465215;0.09524108;0.07983457;0.05833129;0.03633659;0.022662658;0.0035162903;-0.0012805593;0.0068617747;0.025755273;0.055392303;0.08994451;0.11228749;0.11921797;0.11942122;0.12126286;0.12309877;0.11110904;0.07862749;0.0399149;0.010510701;-0.0012213979;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;-0.003948641;0.03708724;0.10238068;0.15272698;0.14885557;0.09713475;0.024112152;0.009337694;0.018936664;0.027542792;0.021978797;0.010051087;-0.0019402413;-0.00011132531;0.000015903615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.00008131765;-0.00002710589;-0.00077251764;-0.0015856941;0.0006776474;0.010774589;0.02352791;0.045537885;0.07506975;0.117924154;0.14699522;0.16370599;0.13292725;0.103192106;0.063576855;0.04040132;0.020139672;0.008226636;0.00037948243;0.0020464945;0.0060988236;0.011384471;0.019543342;0.029382778;0.04114673;0.047665697;0.04889901;0.038788516;0.028921977;0.017700141;0.010815248;0.005190776;0.0019516235;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016030847;0.014790364;0.04374131;0.07192887;0.07967713;0.06316917;0.030554026;0.010210122;0.0013740718;-0.00020992769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.0012118557;0.011022798;0.034283433;0.060475092;0.07758262;0.08093191;0.068641596;0.066954225;0.06355722;0.053405937;0.03546984;0.016668899;0.001179094;-0.0015727091;-0.0029296058;0.0033116122;0.029606815;0.0776114;0.12999697;0.1720447;0.19243042;0.1983367;0.20147672;0.20299505;0.1889317;0.19832976;0.2228807;0.22113143;0.17885824;0.105007984;0.027593838;-0.0031876152;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.0012213979;0.011075279;0.03484164;0.062130667;0.080655195;0.08516386;0.073439725;0.06907736;0.06515076;0.05463211;0.03730193;0.01846585;0.0027839278;-0.0019187715;-0.0024606078;0.0024649033;0.02392652;0.06324996;0.10617781;0.14054202;0.15699239;0.16178463;0.1652443;0.16750006;0.15630148;0.16346043;0.18252307;0.18039972;0.14599055;0.08582885;0.022550803;-0.0026050126;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;-0.00042748926;0.003845177;0.012415;0.023171254;0.031798963;0.035271574;0.044061817;0.05539066;0.059798762;0.050162073;0.03061335;0.0084161945;-0.00033583128;-0.0021615666;-0.0015511328;-0.00064754224;0.0000667952;0;0;0;0;0;0.000055662655;-0.00061785546;-0.0010575905;0.0043695187;0.021847595;0.0351788;0.037544467;0.02610022;0.009740966;-0.0010297592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
