;meta[fps=30]
;meta[frames=222]
jaw_open_a;0;0;0;0;0;-0.0069485717;0.009142858;0.022765717;0.028160002;0.020096;0.013961145;0.014011432;0.054765724;0.07080687;0.06332344;0.027195431;0.0057325712;0.022252193;0.044550095;0.060534205;0.06449024;0.05909573;0.06897763;0.09771538;0.111492805;0.10385634;0.07087675;0.033064492;0.0030563276;-0.009168981;0.0003657143;-0.0046628574;-0.0042209523;0.016274286;0.041805718;0.078910485;0.1107581;0.11077335;0.10574477;0.10335239;0.096807614;0.09725715;0.08092953;0.046041906;0.018377144;-0.0010742852;-0.009245715;-0.0031771432;0.046320003;0.07252572;0.075440004;0.05650286;0.017668571;-0.015954288;0;0;0;-0.014303999;0.0037919993;0.051552;0.11736;0.16126782;0.18070629;0.16667657;0.16587123;0.162496;0.15592839;0.14431848;0.14984229;0.14807239;0.12553523;0.07691429;0.009409523;-0.0007059042;0.03784;0.08205029;0.08749867;0.084505156;0.046121143;0.036135238;0.05232686;0.09659429;0.09519239;0.08608001;0.04722286;0.0072228583;-0.012434287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008822857;0.0031314287;0.030034289;0.06589943;0.10775772;0.13418743;0.10853028;0.06736686;0.025889527;0.020742096;0.050034285;0.07222552;0.063329525;0.03254857;-0.0048000007;-0.008182857;0.013638098;0.051385902;0.07591619;0.097313516;0.09011047;0.121619046;0.19884951;0.27913833;0.25956726;0.18897144;0.09774174;0.060723815;0.08463543;0.098377146;0.087100945;0.056091435;0.034834284;0.02057143;0.011748572;-0.008685715;0;0;0;0;0;0;0;-0.009782858;0.007542857;0.040137142;0.055497147;0.05403429;0.03574857;0.0006399998;-0.007268572;0.00009142858;0;0;0;0;0;-0.000896;-0.0036114284;-0.0002834293;0.023734858;0.06605714;0.08224914;0.07231086;0.040274285;-0.005227888;-0.007490743;0.031378288;0.078164116;0.12804024;0.16249785;0.15849693;0.12169478;0.06784366;0.04589836;0.034377143;0.054003805;0.08358095;0.09065143;0.0945981;0.10867809;0.097081915;0.084769525;0.05845334;0.027977146;0.00841143;-0.0005942856;-0.0021028575;-0.0013257144;-0.008937143;-0.008365713;0.021754514;0.067832686;0.12688185;0.1620599;0.16900757;0.15245625;0.14653169;0.16602424;0.15350494;0.113508575;0.07442286;0.049417146;0.04658286;0.08299428;0.10672001;0.09716572;0.07037715;0.042400002;0.008160001;-0.0208;0.008457143;0.035108574;0.046719998;0.044114288;0.027702857;-0.0025142857;-0.0058057145;0.00013714285;0.00009142858;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;-0.014348192;0.012269716;0.056923434;0.06972953;0.08357486;0.07336229;0.051558103;0.051254857;0.044859428;0.017330285;0.023599999;0.04322514;0.07768458;0.09599248;0.084062375;0.05554971;0.027921632;0.017423673;0.032483265;0.04594939;0.038014695;0.030925717;0.02794123;0.055740412;0.080434285;0.07185143;0.037828576;0.0077828574;-0.010674287;0;0;0;0;0;0;-0.0068205716;0.0016914287;0.02357943;0.05408;0.09434515;0.09961143;0.06987886;0.03584;0.0052297143;-0.009947429;-0.007154286;0.0017257141;0.02361143;0.059527617;0.10141715;0.106217146;0.07392762;0.03674286;0.0029942854;-0.009569524;0;-0.009536;0.004416;0.043440003;0.06304;0.06321601;0.037641145;0.0061554285;0.010500573;0.052928004;0.10242744;0.11301487;0.084690295;0.036096007;0.013645714;0.023149714;0.060852572;0.07932344;0.087805726;0.07781487;0.07815543;0.081110865;0.082623996;0.087908566;0.09529601;0.102089144;0.10183315;0.108150855;0.09274515;0.06503314;0.03149714;0.0035748568;-0.008832;0;0;0;0;0;0;0;-0.002864762;-0.0065828576;0.006720001;0.053226665;0.10684343;0.16770743;0.20056838;0.17668116;0.115981735;0.05648915;0.025540574;0.014820573;0.030790856;0.04633143;0.05868191;0.07048382;0.095359996;0.095931426;0.10887239;0.09465143;0.06770286;0.023306668;0.009593143;0.035786666;0.08666743;0.088443436;0.0825623;0.058144007;0.05993143;0.08298972;0.100251436;0.10514287;0.09504;0.06829714;0.036754288;0.008182858;-0.011062858;0;0;0;0;0;0;0;-0.008777143;0.0032914288;0.031817146;0.07433143;0.08175544;0.079094864;0.05737143;0.050709333;0.06562133;0.10936078;0.12544;0.12666818;0.09719162;0.050788574;0.011001903;-0.005592381;-0.011070477;-0.0051236562;0.021748116;0.06822538;0.11806811;0.1582039;0.1641527;0.12693167;0.076934405;0.03031406;-0.0021485714;-0.007954286;0;0;0;-0.009417143;-0.001417143;0.041325714;0.09083429;0.11798859;0.10989715;0.061257154;0.019108573;0.03282286;0.035565715;0.046487775;0.06998493;0.10760868;0.1388471;0.17747843;0.15654036;0.110062644;0.063241154;0.031049144;0.0052297153;0.00036571565;0.0010240001;-0.0014628575;0;0;-0.00736;0.0015314278;0.02706286;0.06211048;0.09130668;0.092251435;0.05863619;0.025226668;0.0016914262;-0.005638095;-0.0015847619;-0.0059977146;0.002230857;0.020260572;0.047780577;0.08174629;0.103565715;0.11395886;0.10010971;0.06629714;0.030075427;0.004765714;-0.009211428;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00029389886;0.0017834317;0.017433545;0.030458609;0.034766898;0.026050124;0.011261669;-0.0011555569;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012118557;0.012128099;0.024141692;0.030105548;0.023998559;0.011927713;-0.0013072774;0.000009542171;0;0;0;0;0;0;0;0;-0.0008492532;0.007414267;0.026510535;0.055368446;0.069085315;0.06148736;0.035077017;0.011493543;-0.0012571809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00007872291;0.00041985544;0.004377471;0.018022776;0.02817326;0.029902777;0.020923594;0.008759712;0.0043488443;0.018483182;0.043011338;0.064161554;0.06650892;0.049013358;0.023445113;0.0041222177;-0.00078722904;0.00013359038;-0.000009542171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00083334954;0.006953061;0.029247548;0.059239384;0.08834697;0.111329295;0.11828156;0.11745378;0.11393429;0.10050927;0.07627614;0.04882411;0.021259956;0.0038550366;-0.0005089157;0;-0.0015744581;0.014761737;0.040668726;0.06426652;0.08104165;0.080135144;0.0633123;0.046441738;0.027405113;0.008874219;0.0026527233;-0.00030534947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0003306362;0.0030137987;0.008983284;0.018505607;0.03665052;0.046279043;0.042752255;0.02850284;0.011067294;-0.0011622362;0;0;-0.0004103133;0.003250699;0.015948145;0.034043282;0.05473707;0.07501736;0.08235211;0.071906604;0.049361646;0.022481352;0.003988627;-0.001741446;0.0053388444;0.02348309;0.050259374;0.0707008;0.07722955;0.06480852;0.04922901;0.046233535;0.04498303;0.041820474;0.043838166;0.058819372;0.06705283;0.066258445;0.042536613;0.014537498;-0.0015692101;0;0;0;0;0;0;0;0;0;-0.00091604836;0.008584137;0.023767637;0.037267897;0.042071424;0.037352826;0.03079258;0.02781161;0.023171254;0.014175848;0.005591712;-0.0005868435;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.001517205;0.013476884;0.04478713;0.09691983;0.1224289;0.11525511;0.08528793;0.07652916;0.071648344;0.07163785;0.049537465;0.0382882;0.053324025;0.08253381;0.10058997;0.106409855;0.11382054;0.13110727;0.1524873;0.16410148;0.169197;0.15837005;0.14109293;0.1199001;0.10680204;0.10702737;0.11582287;0.11593737;0.11609481;0.118263274;0.13621424;0.15750307;0.16740067;0.13927633;0.11277175;0.09363255;0.08084962;0.06150644;0.036832776;0.005155158;-0.0026670368;0.0056394227;0.021927906;0.051238302;0.06794473;0.06361669;0.03854774;0.022320086;0.027869336;0.060569838;0.08307098;0.09643557;0.082149856;0.071315795;0.07234671;0.09531518;0.11569403;0.120509356;0.12988742;0.1651642;0.184992;0.17630373;0.16079915;0.1484566;0.16040911;0.16118537;0.11709435;0.05699061;0.021258047;0.0037643877;0.027567329;0.07109537;0.11927235;0.13869545;0.13048679;0.105374195;0.10425775;0.112996;0.11940118;0.10892746;0.09741601;0.076694;0.053792793;0.030064993;0.011525749;-0.0014277471;0.00031489163;-0.0000250482;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00078245794;0.006035422;0.032228675;0.06657572;0.10449629;0.1240148;0.114343815;0.0806695;0.052381743;0.040902514;0.069859184;0.11177316;0.16027601;0.19543557;0.25982803;0.35320532;0.43118542;0.40643778;0.2993961;0.16641307;0.0882312;0.084202014;0.10412893;0.102239594;0.07982503;0.05434743;0.024375474;0.0068560494;-0.0007872291;0;0;0;0;0;0;0;-0.0015744582;0.01455658;0.042453118;0.07228194;0.07876012;0.068984166;0.051891275;0.053271066;0.0693668;0.08842251;0.08354551;0.06168464;0.04369598;0.025684658;0.017679494;0.016148213;0.027671814;0.056244653;0.09700952;0.10557457;0.08186609;0.04092446;0.009350277;0.007241077;0.029914707;0.062313903;0.09580578;0.10309552;0.08027532;0.04492501;0.0115422085;0.007940231;0.026598798;0.061270278;0.10574633;0.15077297;0.16308525;0.16041724;0.13973553;0.12813702;0.12689655;0.12516657;0.09841795;0.06302985;0.028769644;0.009575568;0.0061976393;0.0146854;0.03564516;0.070821986;0.10561752;0.12703788;0.12753683;0.12489175;0.14775373;0.19895138;0.23013997;0.2235951;0.17332634;0.110655785;0.071308635;0.07503008;0.08917159;0.093809076;0.07412835;0.039218318;0.009962026;-0.0028068293;0.015226442;0.043646842;0.072797224;0.08911432;0.09578431;0.1003989;0.09988935;0.08245008;0.048965648;0.016131038;-0.0017605304;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0.00015744581;-0.0027757112;0.006772288;0.037272774;0.10222579;0.1840393;0.2511266;0.26871493;0.25591305;0.24335828;0.24534512;0.23677078;0.19144455;0.11364384;0.04099498;0.0045802416;-0.0032579706;-0.00062478526;0.0005793459;0.0001999312;-0.000020447507;0;0;0;0;0;0;0;0;-0.00084686757;0.008635663;0.015255544;0.017951207;0.013001207;0.005427109;-0.002278193;0.0002862651;-0.000011927714;-0.0063153263;0.05362488;0.21222237;0.43476036;0.62112665;0.67991805;0.5497599;0.343019;0.15350091;0.0372097;-0.00445805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0023590368;0.023033738;0.052746996;0.070083;0.06091827;0.03838709;0.022698704;0.04918989;0.06819472;0.065243;0.041298512;0.013842507;-0.0015013013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00011132532;-0.001876627;0.0054072295;0.012484338;0.016857835;0.014154219;0.0077450615;-0.0007262652;-0.0010072287;0.005619277;0.011795181;0.015161444;0.012351807;0.0063985544;-0.00063614454;0;0;-0.0010708435;0.007464097;0.052778803;0.09954604;0.1534169;0.16120437;0.12568098;0.065141216;0.026988437;-0.0038804826;-0.00047710852;0.000047710855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00009542171;-0.002624097;0.012669883;0.04860146;0.11452753;0.19546342;0.2378386;0.20733945;0.13074364;0.046488926;0.015463881;0.055090126;0.09185929;0.09504001;0.064059764;0.022010602;-0.0023696385;0;0;0;-0.0043822415;0.043822415;0.086627;0.11998881;0.10545688;0.06417905;0.009612941;0.0050891573;-0.0065173027;0.029084535;0.0664962;0.08615943;0.072774954;0.038486753;-0.00020356705;-0.0030089645;0.00011450616;0.00016857834;-0.0016857834;-0.0037293981;0.009979519;0.059081934;0.097528934;0.1057193;0.07457206;0.028316388;-0.0029819282;0;0;-0.00062024116;0.003896387;0.031759523;0.09868194;0.14388002;0.14357786;0.14473882;0.12683135;0.10817641;0.08778797;0.042176396;-0.00764964;0.033184487;0.07656002;0.10092436;0.10074941;0.07393591;0.033556636;0.021733882;0.011053014;-0.0014631327;-0.00015903616;0.000015903615;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;-0.0002703812;0.00023480474;0.00046960948;0.0014799814;0.0019495907;0.0045110974;0.0052510872;0.008388933;0.0066029932;0.0061333845;0.0035718777;0.0025615061;0.0012807531;0.0008873789;0.0010212142;0.003995408;0.007767191;0.013715578;0.021035524;0.030778058;0.036741354;0.039983895;0.032082528;0.024762582;0.015131862;0.00951891;0.0047035487;0.0019529791;0;0;0;0;0;0;0;0;0;0;-0.00051501184;0.0021820238;0.0043640477;0.0097581195;0.014122168;0.02594033;0.030819394;0.04200057;0.033394456;0.029030405;0.017212238;0.011818166;0.005909083;0.0032120473;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00028461177;-0.00040658825;0.00089449424;0.006112377;0.012468707;0.023473697;0.037284147;0.057057887;0.069770545;0.0767232;0.061964054;0.047868997;0.029396333;0.018594638;0.009216;0.0037541648;0;0;0;0;0;0;0;0;0;0.00061869185;0.004971897;0.01745382;0.03367025;0.06028303;0.09370572;0.13694707;0.16576898;0.1836104;0.15674746;0.1316553;0.08969676;0.06155633;0.034430802;0.017575344;0.005610919;0.0028054595;0.000578259;0;0;0;0;0.001152;0.006220801;0.01915031;0.035996612;0.0666432;0.1028194;0.15051898;0.18180595;0.20702797;0.18403542;0.16700953;0.11567437;0.083696194;0.04605968;0.025859017;0.009575155;0.0047875773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00031171768;0.0005488942;0.0027919062;0.006207248;0.010693273;0.01814739;0.02633337;0.034173746;0.036362547;0.030182404;0.022728283;0.014230589;0.008809412;0.004560565;0.0016941178;0;0;0;0;0;0;0;0;0;0;-0.000074541196;-0.000704753;0.0003388236;0.00082672964;0.002913883;0.004038777;0.009697131;0.011750402;0.018811485;0.014976002;0.013851108;0.008091108;0.005140631;0.0024313976;0.0071884794;0.012159697;0.02411339;0.0389132;0.06442525;0.08159954;0.09967646;0.08131765;0.06649073;0.0404745;0.026655924;0.01363426;0.0064051207;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00009542171;-0.00149494;0.0020674702;0.0215494;0.050533745;0.084389895;0.109782666;0.115277365;0.09573977;0.06504579;0.02985904;0.0072838566;-0.0008693977;0;0;0.00007951808;-0.0010019279;-0.0015267474;0.022185547;0.04365543;0.053436153;0.042224105;0.01983181;-0.0020038558;0;0;0;0;0;0;0;0;-0.0024157595;0.021931088;0.069097236;0.118203625;0.14735891;0.15307787;0.13842826;0.12909204;0.11417127;0.08823326;0.05639025;0.030194607;0.011324967;0.01797745;0.03666897;0.060712054;0.0646482;0.049500003;0.021398315;0.00677494;-0.00075542176;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00089219294;0.0070675677;0.035197884;0.07128797;0.08667869;0.08721543;0.08288011;0.09301469;0.12269959;0.14565326;0.13120085;0.094801456;0.049550362;0.030288437;0.047750607;0.06939543;0.06965784;0.04643856;0.013931568;-0.0019137352;0.0021363858;0.02159181;0.047461692;0.07744532;0.09951026;0.14048406;0.20387775;0.26517296;0.2600798;0.1910223;0.10057049;0.057106707;0.07352639;0.09454701;0.08365303;0.047360968;0.01499711;-0.0016539762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00031489163;0.0021565303;0.014777641;0.04043336;0.07725977;0.09364049;0.08166825;0.04799075;0.01582728;-0.0017271327;0;0;0;0;0;-0.00039228922;0.0026718075;0.019333497;0.043284345;0.07570652;0.10478364;0.1246499;0.13221474;0.12690821;0.09880653;0.061602663;0.024340486;0.012524097;0.016229639;0.023020484;0.019322893;0.015159326;0.009962025;0.023403762;0.04957603;0.09066524;0.1398386;0.1780728;0.19013092;0.17715676;0.16400574;0.16441032;0.15359205;0.12088339;0.08247616;0.062564835;0.05680772;0.059559047;0.039679524;0.014138315;-0.0015108435;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0.00010019278;-0.001257976;0.0005566266;0.0026161447;0.0014134598;0.03172512;0.08330845;0.13159396;0.15141173;0.13678172;0.11551819;0.1193567;0.14926498;0.19556518;0.24993646;0.30435547;0.36277506;0.39430156;0.38490254;0.3221023;0.24024482;0.16707705;0.12601708;0.096746005;0.08472207;0.06450301;0.05130428;0.03227321;0.0140214255;-0.005130984;-0.0038006466;0.010833066;0.018895619;0.046864245;0.08542919;0.12979326;0.16092113;0.18625358;0.18549787;0.18088584;0.16557415;0.13018662;0.08201875;0.04683196;0.041169032;0.061487015;0.0910964;0.100690976;0.08174007;0.05431414;0.0410065;0.0354278;0.03191586;0.023636632;0.008095986;-0.0036813791;0.0041777054;0.03414403;0.0583289;0.06468079;0.0464457;0.018300546;-0.0020169923;0.0010464579;0.0019904966;0.002264356;0.017901111;0.02886415;0.056365125;0.09783659;0.14089808;0.15960321;0.14981829;0.09743387;0.049476866;0.027975496;0.03479473;0.04510902;0.04305172;0.047273185;0.04679671;0.044637;0.035846755;0.017255425;-0.001736675;0;0;0;0;0;0;-0.002664386;0.022350412;0.0916545;0.19435917;0.2850533;0.34770793;0.35954738;0.34024546;0.27594614;0.18381296;0.08369586;0.020465303;0.012134459;0.0286941;0.03478174;0.035820775;0.041157342;0.039835908;0.041424148;0.036815282;0.025363619;0.023459958;0.03567234;0.07193471;0.09372849;0.09719071;0.066346176;0.026358122;-0.002753446;0;-0.0011726266;0.010412628;0.03568719;0.06341462;0.08537168;0.092325784;0.08438088;0.06770805;0.046467185;0.021964485;0.006367808;-0.00072361453;0;0;0;0;0;0;0;-0.001903663;0.018925305;0.03832931;0.056790758;0.07260267;0.0867818;0.100460716;0.12839521;0.14171714;0.13120058;0.12955298;0.13972513;0.15770046;0.15118723;0.12730198;0.08711206;0.09746457;0.15292983;0.20926344;0.2068478;0.1543077;0.09408047;0.056111295;0.04324153;0.03363438;0.016336765;-0.0016434955;-0.0012000869;0.0080944635;0.060401406;0.13303375;0.1889803;0.2225653;0.22807811;0.20608656;0.18795723;0.17801215;0.19732635;0.25510195;0.29702526;0.27868435;0.19905743;0.102719866;0.044058103;0.051932152;0.0972783;0.14195538;0.14096123;0.13613361;0.1323157;0.12840319;0.10247662;0.05640186;0.008441242;-0.0036453481;0.032185264;0.102693714;0.18508059;0.2287568;0.21368895;0.1394498;0.06825911;0.030992968;0.01990497;0.016882487;0.01358169;0.0063455445;-0.0019667475;0.012319259;0.03493834;0.058868825;0.07864021;0.080143094;0.060694568;0.03838052;0.016358145;0.0011021205;-0.00036737355;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.00285735;0.026442733;0.07689054;0.12867723;0.15045987;0.14185259;0.12454501;0.13145407;0.15661801;0.19416524;0.23302934;0.27099684;0.31107008;0.3307316;0.31725013;0.26315558;0.19637628;0.1401053;0.112503774;0.09216381;0.07882946;0.062965326;0.056999955;0.04684291;0.03246664;0.010185431;-0.00028387955;0.010030134;0.01851711;0.042141274;0.07426327;0.11214542;0.14114697;0.16856062;0.17339176;0.17200263;0.15870537;0.124840215;0.07858232;0.044632174;0.03825008;0.05640632;0.08297077;0.095903985;0.09503955;0.09166414;0.07942301;0.058216833;0.03079815;0.009320936;-0.0019260395;-0.0021508047;0.0035511656;0.028276071;0.048206083;0.053412437;0.03836148;0.015125772;-0.001680567;0.0010019277;0.0019281541;0.0021129535;0.015006654;0.024019832;0.04650838;0.08055223;0.116797805;0.13442868;0.12872213;0.08627963;0.0456868;0.026786543;0.033108152;0.04289086;0.041404113;0.026223792;0.008785793;-0.0009529446;0;0;0;0;0;0;0;0;0;-0.0018331568;0.015548435;0.06116361;0.13111413;0.20538335;0.27103263;0.30242828;0.29930553;0.24403773;0.15752052;0.07040547;0.01668618;0.009893109;0.023305953;0.028042844;0.030391812;0.039316762;0.041756645;0.044251814;0.029490076;0.018465158;0.02277716;0.04965852;0.097836405;0.123367004;0.11363346;0.07574204;0.029000245;-0.0030540247;0;-0.001094699;0.009711279;0.03338275;0.05954049;0.08146416;0.090438835;0.08568338;0.070791766;0.04942287;0.023600966;0.0068019764;-0.00077371096;0;0;0;0;0;0;0;-0.001569687;0.01560781;0.031590417;0.046660155;0.059392802;0.070713095;0.0816022;0.10441351;0.11628301;0.10860526;0.108049385;0.118226565;0.13469882;0.13009624;0.10992058;0.0745657;0.08034385;0.12605496;0.17526706;0.17547329;0.13260372;0.08544608;0.055340357;0.044845723;0.03526618;0.01702175;-0.0017136302;-0.0011511039;0.0074821743;0.0605684;0.1349634;0.19337395;0.22808704;0.23034619;0.20129585;0.17515852;0.15880927;0.1681309;0.21386631;0.24746136;0.23048048;0.163243;0.085063115;0.03698895;0.043278836;0.08012807;0.116663374;0.116184674;0.11318501;0.11076424;0.10774063;0.08526741;0.04653955;0.0041413014;-0.008170166;0.021491352;0.08149014;0.15157388;0.18927532;0.17672893;0.115767196;0.05795225;0.02756786;0.018120054;0.015310945;0.012320003;0.0057592313;-0.0019274125;0.01245953;0.03588015;0.06132912;0.07997612;0.082080156;0.062477995;0.040424448;0.018134896;0.002705205;-0.0009128676;0.00004453013;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;-0.00086277124;0.008627713;0.017255425;0.021569282;0.01733725;0.0072133252;0.0034622168;0.009696036;0.014502904;0.019570194;0.030351974;0.046077788;0.068972394;0.08322521;0.076897174;0.055190325;0.028300487;0.008052003;-0.0009160485;0.0000667952;-0.0011614942;0.0025196634;0.01783339;0.04265801;0.07434769;0.099865295;0.096660055;0.08310528;0.07249042;0.06906808;0.064124316;0.05139518;0.023604678;0.0052508446;-0.0011726266;0.00004453013;0;0;0;0;0;0;0;0;0;0;-0.000999423;0.008649978;0.032034136;0.06486898;0.08963821;0.10480006;0.11797857;0.1394665;0.15630287;0.16054703;0.15018249;0.13780293;0.1255666;0.102594644;0.06487483;0.026160892;0.015642878;0.03357943;0.06372262;0.08265905;0.076224454;0.049837008;0.03195482;0.033631377;0.054230276;0.067797124;0.059581306;0.033559017;0.022448748;0.02144404;0.02805398;0.02212591;0.010895966;-0.0013860003;0.00025604822;-0.000019481933;0;0;0;0;0;0;0;0;0;-0.0009907953;0.008661111;0.0308232;0.06272217;0.09517017;0.11333159;0.10023548;0.06906623;0.037044432;0.029842237;0.052606776;0.08953858;0.117051154;0.12632826;0.121663734;0.10997457;0.098125845;0.09824088;0.09188049;0.08147529;0.07184473;0.100305974;0.17138404;0.24918225;0.25235224;0.19585186;0.11545827;0.07473826;0.07591886;0.079775736;0.057054225;0.028109644;0.0062119523;-0.002115181;-0.00067908445;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00008906026;-0.0009573978;-0.0020261207;0.007041327;0.030113501;0.04720194;0.048933048;0.032996826;0.010302713;0.00537924;0.0232523;0.048689242;0.07405027;0.0790343;0.06083217;0.033098876;0.012626667;0.018556818;0.038626175;0.06319568;0.0813417;0.095420636;0.10185524;0.103963;0.08581697;0.059837364;0.030039283;0.009740965;0.0005788914;-0.0006679519;0.0001335904;-0.0008961688;-0.0022933015;0.0024324579;0.021012653;0.03601374;0.039748706;0.027866583;0.013607664;0.016455736;0.05303909;0.10499833;0.12970327;0.11569668;0.0805884;0.05856268;0.05127644;0.05338049;0.03520663;0.011956339;-0.0012913736;0;0;-0.0009629641;0.009434821;0.021221388;0.027898127;0.023183499;0.01184223;-0.0009629641;-0.0016698798;-0.0006540362;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0
