;meta[fps=30]
;meta[frames=72]
jaw_open_a;0;0;0;-0.016883811;0.015542856;0.06327772;0.08803963;0.081865154;0.07878553;0.071395054;0.109353155;0.1378484;0.11715202;0.053788956;0.017770668;0.02224457;0.06102552;0.120302476;0.15521829;0.15676723;0.14172646;0.109136;0.069371425;0.038613334;0.0071771443;-0.0066742855;0.022034286;0.023497144;0.06747428;0.08069486;0.071451426;0.036717717;0.019693717;0.019108579;0.0655223;0.097028576;0.13996345;0.1692206;0.18979658;0.20778973;0.17862858;0.132128;0.086048;0.045746285;0.038838856;0.049097147;0.07392;0.08914286;0.07716572;0.039177146;0.01344;-0.0010057142;-0.0029257145;-0.0003657143;0;0;0;0;0;0;0;0;-0.0064000003;0.000091428556;0.023360003;0.06004572;0.091840014;0.09158858;0.05929143;0.023748573;-0.001051428;-0.006034286;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0061257146;-0.0013257137;0.020068573;0.074102856;0.09741715;0.09030858;0.050525717;0.0037485715;-0.0013714284;0.02432;0.027977142;0.02368;0.010091429;-0.007337143;0;0.000100571444;-0.001170939;-0.0011996735;0.0019970618;0.010186451;0.025128493;0.049280006;0.07637356;0.09004736;0.0974694;0.11243755;0.09821781;0.07170612;0.041609142;0.006537142;-0.0112457145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;-0.0004357591;0.003113928;0.02115181;0.035834026;0.038461313;0.034669884;0.023880871;0.014357788;0.012881931;0.0058183386;0.008072676;0.034103718;0.06728423;0.08160941;0.06993934;0.037984993;0.011579423;0.014303714;0.027720004;0.032395665;0.024742847;0.010832747;-0.0030105545;0.0017438317;0.02180529;0.038655333;0.043973655;0.031815983;0.011282662;-0.0024070125;0.007866566;0.030701935;0.05698203;0.07195273;0.065715976;0.04358863;0.0192561;0.005687134;0.0006011568;-0.00010496388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.000246188;0.0023015714;0.0057396153;0.014189207;0.05153631;0.119258046;0.19069265;0.2304978;0.20332457;0.14352377;0.09053993;0.070531905;0.0840522;0.12478295;0.1557139;0.17449766;0.16485052;0.1377517;0.101070665;0.06676179;0.03392241;0.009518314;-0.0022436026;0.010090845;0.03624474;0.07365959;0.09063869;0.079456456;0.044360355;0.013955424;-0.0015422533;0;0;0;0;-0.0008158555;0.007543085;0.021555759;0.04013437;0.065976955;0.09134243;0.09774999;0.08295725;0.049113553;0.014609063;-0.0016054698;-0.002337832;-0.00017175903;0.00025763872;-0.000019084351;0;0;0;0;-0.000100765355;0.0002959983;0.007683357;0.02937939;0.065659195;0.10292376;0.13977122;0.17692299;0.17823534;0.14742939;0.091340035;0.034423377;0.0018750357;0.0022901206;-0.00051527703;0.000023855413;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0.0001749398;-0.0021787954;-0.00000000018514247;0.012166267;0.019413015;0.061313745;0.12162556;0.15412726;0.14053495;0.08998002;0.029917357;0.012631448;0.046995185;0.06763013;0.07019458;0.047782414;0.022392292;-0.0022702413;0;0;0;0;0;0;0;0;0;0;0;0;-0.00003180723;-0.00069975917;0.008285785;0.042828437;0.11275665;0.15609401;0.15097304;0.09647134;0.033572536;-0.0036101213;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000047710855;-0.0005248194;-0.0015426509;0.010416869;0.021549398;0.027115665;0.021835664;0.010607712;-0.0010655423;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;-0.00014908238;-0.00008944942;-0.00017889884;0.0016480379;0.008787728;0.022787014;0.045819785;0.07780745;0.12018931;0.16243653;0.19843857;0.20248231;0.19259138;0.16580987;0.15186523;0.15406081;0.176893;0.20986055;0.22616924;0.21723334;0.17019786;0.123196244;0.075327255;0.044745043;0.020810544;0.0070814127;0;0;0;0;0;0;-0.00005421177;-0.00040658825;-0.00090804714;-0.0002304001;0.00024395292;0.0012848187;0.0022524977;0.006399698;0.010107783;0.0152579015;0.013233094;0.013569205;0.014558572;0.018163655;0.020754976;0.017155316;0.013048773;0.008256453;0.0056407345;0.0030331486;0.0013010823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.002650603;0.024963379;0.06843857;0.097118095;0.089560695;0.075657755;0.07116604;0.09394267;0.10113109;0.07430965;0.029164052;0.003609061;-0.0016937351;0.00009542171;0;-0.0018448196;0.016873738;0.051718563;0.086833745;0.09470603;0.07309302;0.03126121;0.0056934943;0.011673254;0.040495906;0.08765544;0.11095848;0.1028434;0.061095335;0.031242128;0.041341983;0.08355126;0.12513284;0.16606556;0.20150521;0.22812468;0.23790142;0.21376212;0.16763763;0.11392954;0.06470864;0.027364558;0.0032085543;-0.0013120485;0.00006759039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;-0.0008449592;0.005421543;0.045064487;0.10283677;0.13474818;0.12245415;0.08480132;0.041910272;0.025864583;0.019929087;0.02436169;0.03449601;0.05979839;0.08883761;0.093335144;0.1060318;0.13074046;0.13317849;0.1049603;0.08404505;0.07674768;0.12807699;0.16492845;0.1482575;0.08593479;0.027296966;-0.0030057833;0;0;0;0;-0.0003228434;0.002426892;0.013292242;0.0347335;0.061785556;0.0721388;0.060516443;0.03437726;0.010509109;-0.0011689159;0;0;0;0;0;0;0;0;-0.0035735425;0.031128561;0.113030605;0.22215146;0.31698665;0.36402494;0.36416298;0.34950787;0.31978068;0.25134543;0.16084951;0.071186975;0.017812049;-0.002115181;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;-0.0006918869;0.0044585792;0.03670396;0.08386971;0.10994117;0.09996457;0.07089029;0.03733851;0.02475875;0.01879728;0.02431345;0.03720121;0.06703454;0.09963617;0.10428585;0.11500833;0.13731608;0.1382141;0.10949309;0.08597469;0.07257762;0.11653256;0.1496769;0.13407744;0.07731265;0.02459733;-0.0027079885;0;0;0;0;-0.00045643383;0.0034844829;0.018424341;0.046645306;0.08009858;0.09156507;0.07518913;0.04178039;0.012412773;-0.0013915665;0;0;0;0;0;0;0;0;-0.0035327235;0.030575868;0.11380372;0.22305846;0.31265327;0.34805343;0.33293363;0.30478758;0.2746992;0.21697417;0.14150761;0.064613216;0.017600533;-0.0020372532;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0.00008906026;-0.00090451824;-0.0021931087;0.001586756;0.027507562;0.070316784;0.10477012;0.10451314;0.072168484;0.027944881;0.0078076147;0.016728483;0.04211065;0.07127046;0.09496606;0.10542507;0.10404092;0.08989333;0.06511046;0.03872637;0.016008582;0.0028276632;-0.0003785061;0;0;0;0;0;0;0;0;0;0;0;0;-0.00027608682;0.0021085015;0.0109566385;0.029688237;0.055094898;0.066004775;0.056744736;0.033212792;0.010400009;-0.0011488773;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0000667952;-0.0013507471;0.004282313;0.023333784;0.047424585;0.058223143;0.04982921;0.026406366;0.006286171;-0.0007495906;0;0;0;0;0;0;0;0;0;0;0;0
