;meta[fps=30]
;meta[frames=67]
jaw_open_a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017371429;0.0026057144;0.0052114287;0.00608;0.0052114287;0.0026057144;-0.0017371429;0;0;0;0;0;0;0;0;0;-0.010285716;0.009485716;0.032617144;0.054548576;0.082720004;0.09645715;0.07211429;0.04912;0.018034285;0.007942855;0.04285714;0.077318095;0.11972572;0.11364571;0.078415245;0.02854531;0.016359184;0.025621766;0.07495837;0.09750858;0.0928849;0.05327021;0.023804083;0.006014694;-0.0012342853;-0.001619592;-0.00023510207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.01008762;0.0066895224;0.03286857;0.067974105;0.096467815;0.102459446;0.0769981;0.061706673;0.052347433;0.043195434;0.032283433;0.017901715;-0.005142857;-0.0011672392;0.028647617;0.06107429;0.08761905;0.1023619;0.09641143;0.10222019;0.10811277;0.11667506;0.12386898;0.12421487;0.12233754;0.11814555;0.10255087;0.07415925;0.036609523;0.016388575;0.021196196;0.060594287;0.098102875;0.1062743;0.07190858;0.03486858;0.018057141;0.06547429;0.09209143;0.09065143;0.05705143;0.0116342865;-0.014948572;-0.009090613;0.004009796;0.03357388;0.066723265;0.090684086;0.09358369;0.06378595;0.040054202;0.029122833;0.026867237;0.029951425;0.03561557;0.041278988;0.06081778;0.08409448;0.08222274;0.059996445;0.027271617;-0.0012403841;-0.0062577766;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;-0.000009542171;0.00006043378;0.0005407227;0.0009383128;0.00066477037;0.0048028915;0.00835576;0.009984291;0.008015423;0.0040077115;-0.00040077118;0;0;0;0;0;0;0;0;0;0.00002624097;-0.0002671808;-0.0010782653;0.0054509644;0.011209665;0.01815875;0.026500992;0.045547165;0.07788796;0.119277135;0.127648;0.102201425;0.055578373;0.015983136;-0.0018082414;-0.0009939761;0.009071423;0.02806193;0.04700632;0.053747863;0.044760734;0.023529004;0.016285304;0.027717223;0.047814786;0.061722416;0.059349205;0.040867683;0.020347247;0.0063109524;-0.00076361233;-0.002540126;-0.0017791376;-0.0005799254;0.000062978324;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010162411;0.008774025;0.033435762;0.060902905;0.07049278;0.057253025;0.028325932;0.0063407724;-0.00077291584;0;0;-0.00057253026;0.004801075;0.019410823;0.04419729;0.07336361;0.0927775;0.112119816;0.13348338;0.15206811;0.14627735;0.13213998;0.09565548;0.060984008;0.037429165;0.04417786;0.07999678;0.1145633;0.11741163;0.0808699;0.036107566;0.005434265;0.014575665;0.038011234;0.075583525;0.09983018;0.09816507;0.06912538;0.036654815;0.014217356;0.003089278;0.0006164243;0.005563086;0.018473642;0.042867247;0.06961203;0.07693851;0.06217534;0.03413949;0.00934703;-0.0010706313;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007951808;-0.00079518085;-0.0015903617;-0.0019879523;-0.0015903617;-0.00079518085;0.00007951808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.006526844;0.05626063;0.21331519;0.41141066;0.55086946;0.5262454;0.35132575;0.1660619;0.06931857;0.07799663;0.1619195;0.22101256;0.2547802;0.2740983;0.30352953;0.34793243;0.3883255;0.38061962;0.36604878;0.33780712;0.2886194;0.2097671;0.118439004;0.035487335;0.0017907458;-0.003680098;-0.0010528194;0.00011132532;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;-0.00029816473;-0.00059632945;0.0020193886;0.0046351063;0.009866543;0.015694309;0.027648004;0.034966595;0.045199066;0.036755584;0.030927815;0.018675955;0.012550024;0.0064240946;0.0032120473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0000116168085;-0.000030978157;-0.00025169752;-0.0005827765;-0.000060020586;0.002842245;0.0065054116;0.012879166;0.021553049;0.034325726;0.04326292;0.048860293;0.039818544;0.031136913;0.01918322;0.012253795;0.006154972;0.0025673145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002870603;0.02620916;0.08113231;0.13418677;0.14480245;0.10985424;0.047066756;0.008317593;0.014432532;0.04173109;0.08055181;0.095739774;0.08317592;0.04409846;0.028896874;0.039059285;0.0758239;0.0968962;0.092911206;0.06490948;0.03584448;0.015742308;0.0048596915;0.000667952;-0.00010223755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.0015808195;0.013466651;0.05263164;0.10742633;0.16426644;0.20988238;0.23287849;0.23784728;0.21961592;0.16788527;0.102076426;0.044345327;0.008782455;0.006071683;0.020186989;0.039861884;0.047239047;0.041264586;0.022658415;0.009225159;-0.0009648195;0;0;0;0;0;0;0;0.00007792773;-0.0011726266;0.001217157;0.016646845;0.036530476;0.08325278;0.15118721;0.21559167;0.22761017;0.18134339;0.09302808;0.024122342;0.004422583;0.028941613;0.060732406;0.08146787;0.07827283;0.05707649;0.042377096;0.04868702;0.0692154;0.08732432;0.084633954;0.07010155;0.05654139;0.051867586;0.055222925;0.061045237;0.073821686;0.09251691;0.09577428;0.07736478;0.044023596;0.012258029;-0.0013960194;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0019407711;0.016784146;0.06228355;0.1255434;0.18783514;0.23223759;0.2461273;0.24087165;0.21428901;0.16028064;0.09651683;0.041908417;0.008238074;0.006188574;0.028644003;0.043795384;0.04391784;0.029222898;0.008750171;-0.0013693015;0.0000333976;0;0;0;0;0;0;0;0.00007792773;-0.0011540726;0.0010872777;0.015860148;0.033418007;0.07975531;0.15042649;0.21980256;0.23532133;0.18904522;0.09694766;0.02516509;0.003580223;0.0261236;0.055495676;0.07439871;0.07152652;0.052478753;0.03973869;0.046395943;0.06587119;0.082697645;0.07959241;0.06527968;0.052309543;0.048777558;0.053336706;0.059628814;0.06660074;0.074029855;0.07010303;0.053130373;0.028826574;0.00781281;-0.00089802407;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0000667952;-0.0006679519;-0.0013359038;-0.0016698798;-0.0013359038;-0.0006679519;0.0000667952;0;0;0;0;0;0;0;0;0;-0.0010408917;0.009830026;0.025794076;0.044441067;0.063717045;0.07486628;0.06633318;0.053597577;0.05199449;0.07640256;0.12600355;0.14742255;0.12323157;0.06823129;0.020912463;-0.0038518563;0.013993591;0.042181164;0.07180483;0.08485215;0.07444325;0.044285215;0.020951424;0.0064457357;0.0005009638;-0.00036737355;0.000022265065;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
