;meta[fps=30]
;meta[frames=66]
jaw_open_a;0;-0.011337143;0.004571428;0.039588574;0.08315428;0.12448001;0.14203429;0.14550857;0.15346286;0.14132571;0.111360006;0.07270858;0.027337145;0.009257143;0.0033371423;-0.0003657144;-0.006125714;-0.0016000001;0.016091429;0.05828572;0.07643429;0.07053715;0.040594287;0.0075885723;-0.010788572;0;0;0;-0.011733334;-0.0016091438;0.06401372;0.0986941;0.10243201;0.07522744;0.017080383;-0.019209145;0;0;0;0;0;-0.0052342857;-0.00092571403;0.020800002;0.054011423;0.07259429;0.05750857;0.06221715;0.08394286;0.09131429;0.07699527;0.0628578;0.033880167;0.040123433;0.05027135;0.03349747;0.0014151825;-0.0040803277;-0.0019970615;0.0001724081;0.0002801634;-0.00007183676;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00027428573;-0.0042209523;-0.0029409528;0.01625143;0.03814476;0.057447616;0.080057144;0.083550476;0.06655619;0.046902858;0.020000001;-0.0025142857;-0.0043885717;0;0;-0.00036876198;-0.00045257146;0.0026148576;0.00430781;0.0046262867;0.0035702859;0.0011398096;-0.0010057144;0;0;0;0;0;-0.009074287;0.005885715;0.033874292;0.06234286;0.06907429;0.043097146;0.025371427;0.045211427;0.058697145;0.062354285;0.04169143;0.0016457133;-0.008411429;0;0;0;0;0;0;-0.01353143;0.012068572;0.052937143;0.07204572;0.06939429;0.04498286;-0.0011885705;-0.008228572;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.0011546025;0.010629978;0.031632297;0.053159427;0.060707286;0.049762417;0.025754314;0.0093894955;0.0012881929;-0.00041985553;0.000019084342;0;-0.00019084342;0.001168916;0.010038363;0.03129832;0.045778558;0.04610776;0.029170413;0.018058557;0.013950653;0.019656872;0.016126268;0.008463905;-0.00083971105;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0001335904;-0.001631711;-0.00077291555;0.013168195;0.025906991;0.031059764;0.02427528;0.010296001;-0.0010591809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0021040486;0.019365834;0.057625167;0.09704387;0.11742594;0.11784819;0.10235409;0.10340611;0.11485671;0.12562744;0.12146049;0.10877502;0.09482675;0.09938588;0.1136866;0.13186444;0.1325318;0.1265485;0.11848655;0.10304827;0.07303338;0.04063533;0.012137639;-0.0013597591;0;0;0;-0.0018158752;0.016127698;0.05662801;0.08601789;0.08709378;0.05877977;0.018494634;-0.0020310509;0;0;0;0;0;-0.0013490244;0.011980195;0.04007354;0.082082935;0.12304031;0.14243479;0.12224594;0.0824193;0.03756872;0.0082802195;-0.0010198196;0;0;0;0;0;0;0;0;-0.0012357112;0.012066075;0.027624585;0.036713503;0.031990126;0.018177833;0.0016746506;-0.00029103618;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;-0.000023855428;0.00042939768;-0.0015983135;-0.0036975911;0.01595928;0.08619601;0.17127877;0.2523069;0.3032184;0.31425944;0.29453102;0.2445086;0.15662758;0.075355306;0.023577109;0.0021191568;0.0017493978;-0.0005566266;-0.0022344582;0.00019084342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00025445785;-0.0033397595;-0.009074073;0.11690272;0.36110118;0.6671265;0.8901885;0.90176576;0.6686956;0.388897;0.14606306;0.017715575;-0.0084851105;0.0033174944;0.005725302;0.0071566277;0.005725302;0.002862651;-0.0002862651;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.1385246;0.12822439;0.10527925;0.06926909;0.04228518;0.02206419;0.012803013;0.0068487525;0.010092424;0.019787295;0.036452897;0.050688002;0.06804931;0.07544923;0.07983586;0.079460904;0.06588989;0.04907972;0.031140143;0.01755106;0.009514166;0.0044860244;0.0005827765;-0.00027105885;0;0;0;0;0;0;0;0;0;0;-0.00013552942;-0.00040207058;0.00060988264;0.0014908242;0.0035147306;0.0055476734;0.010535155;0.0133767575;0.018282924;0.014844994;0.012812051;0.007689037;0.0052585425;0.0026970361;0.0014140239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.0014313257;0.012675184;0.043162417;0.08506846;0.12408002;0.14564213;0.15582362;0.15559146;0.13309099;0.090587005;0.04408482;0.0073124818;-0.0026240977;-0.0012500241;-0.00026081933;0.00003180723;0;-0.0006679519;0.0052481936;0.027672296;0.04532531;0.049142182;0.03530603;0.013645304;-0.0014313257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0022106026;0.020786028;0.057412054;0.08166507;0.07721206;0.04850603;0.010989399;-0.0013200002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0.00008906026;-0.0007792773;-0.0031393738;-0.0031282417;0.009340195;0.046589646;0.08629939;0.1344587;0.19381739;0.25630984;0.2915794;0.30739143;0.2761129;0.2323721;0.19220318;0.1630554;0.12007159;0.08352181;0.040643208;0.025493499;0.024218824;0.0333976;0.02738603;0.014360967;-0.0014249642;0;0;-0.0016776725;0.016874691;0.032573786;0.039982483;0.03110429;0.014817399;-0.0026573353;0.00009796629;0;0;0;0;0;-0.001360952;0.011616796;0.043647874;0.103685625;0.19612737;0.27089626;0.26952693;0.21375015;0.14534912;0.09829357;0.10353701;0.12349651;0.13188934;0.1379807;0.13378446;0.09964804;0.057930727;0.021691369;0.002555288;-0.0012817257;0.000073474715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0.00007792773;-0.000690217;-0.0026495426;-0.00263841;0.007536725;0.03781721;0.07001249;0.10921569;0.15778139;0.20933613;0.23928404;0.25369927;0.23022465;0.192558;0.15851612;0.13557754;0.10267116;0.074087;0.03858925;0.024224387;0.023253076;0.031950366;0.026161449;0.013681882;-0.0013581689;0;0;-0.0013960196;0.01403367;0.027185643;0.033430994;0.026083523;0.012490702;-0.0021307669;0.000073474715;0;0;0;0;0;-0.0016726629;0.014806267;0.049801383;0.10454282;0.17877175;0.23283693;0.22265343;0.17433268;0.12162291;0.08686121;0.09528093;0.11411699;0.12204485;0.12627243;0.122157276;0.09108416;0.053089563;0.019993288;0.0024777318;-0.0011143665;0.00006122892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.001569687;0.014661545;0.041268297;0.06465775;0.06767466;0.049484104;0.019415135;0.0041969647;-0.0005900242;-0.000523229;0.00004453013;0;0.000011132533;-0.00050467486;0.0025530607;0.019166509;0.032766752;0.035787378;0.035026655;0.041464973;0.045710176;0.04831519;0.033174947;0.011110267;-0.0012023136;0;0;-0.00091435196;0.0076454515;0.033267718;0.052820154;0.055738736;0.039104875;0.014066325;-0.0014980678;0;0;0;0;0;0;0;-0.0003228434;0.003239567;0.006345543;0.0057666516;0.025671618;0.057889167;0.07810584;0.074766085;0.04731326;0.01116593;-0.0013247713;0;0;0;0;0;0;-0.00047313256;0.0047424585;0.009351325;0.011605662;0.009184338;0.0045086746;-0.0005844578;0.000011132533;0;0;0;0;0;0;0;0;0;0
