;meta[fps=30]
;meta[frames=42]
jaw_open_a;0;0;0;0;0;0;-0.0064609535;-0.00015237999;0.025280003;0.05612191;0.09059049;0.104274295;0.0788419;0.043779045;0.015131428;-0.0050285715;-0.0048;-0.008685715;0.010834286;0.029622858;0.037531428;0.034377143;0.010026668;0.0005409526;0.03670857;0.07053715;0.08362667;0.066971436;0.024091432;0.0120152375;0.046171434;0.06681905;0.06710857;0.043748576;0.009828572;-0.01161143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.0061257146;0.0069333343;0.021760002;0.028205719;0.021241909;0.013135239;0.017219052;0.051257912;0.08950553;0.11562362;0.1232;0.11289295;0.086732194;0.051117714;0.018688;-0.0070582847;0.0021348568;0.0137142865;0.015885714;0.01353143;0.0059722457;-0.0055118375;0.00066612306;0.00747102;0.02160327;0.04530939;0.06356245;0.08293878;0.10796408;0.09299201;0.08539363;0.066518866;0.033760004;0.012905146;0.011314288;-0.009001143;-0.0014080005;0.00060342863;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00018130122;0.0018225544;0.0035306027;0.004341687;0.00338747;0.0004675663;0.01038188;0.03169909;0.049428448;0.05033495;0.035067476;0.013344726;0.010004966;0.026393643;0.03891679;0.041355763;0.04080041;0.05223384;0.06025881;0.060459185;0.03945592;0.013907713;-0.001490487;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.001183229;0.009958685;0.041196175;0.07837319;0.100462355;0.10631052;0.10054108;0.085630484;0.066797815;0.039639127;0.011937255;-0.0013311327;0;0;0;0.000057253023;-0.001960916;0.012738798;0.02633639;0.033564586;0.025668439;0.028025355;0.04048504;0.0667284;0.07042121;0.05036119;0.0379015;0.050802514;0.06964114;0.067709565;0.065481715;0.06578409;0.08695302;0.10924879;0.119977646;0.10862401;0.08905922;0.057768654;0.02474762;0.004411346;-0.0010963955;0.000042939766;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0.00009542171;-0.0031727718;0.020277113;0.041985553;0.053555433;0.04341688;0.022280969;-0.0022185547;0;0;0;0;0;0;0;0;0.00007951808;-0.00064939767;-0.003101205;-0.0050175907;0.00071831373;0.023987954;0.06460314;0.10890532;0.16052052;0.16734634;0.17623858;0.20116484;0.24441156;0.24681142;0.20725913;0.1066926;0.03063037;-0.0022901199;-0.00084607233;0.0005916145;-0.00004453013;0;0;0;0;0;0;0;0;0;0;0
jaw_up;-0.0005150117;-0.0010300234;-0.0020329412;-0.0030629649;-0.005041694;-0.006058165;-0.007481224;-0.005990401;-0.004960377;-0.0029816474;-0.000040658502;0.005805177;0.013101178;0.023302026;0.03689111;0.052345984;0.064186744;0.06830683;0.05868424;0.050191067;0.04309384;0.044679534;0.05095003;0.05886495;0.06387051;0.06223511;0.05398137;0.039899867;0.026884522;0.015775625;0.008222117;0.0034063063;0.0010255062;-0.000013552926;-0.00008131765;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011927712;0.011959519;0.023537355;0.029183136;0.023060245;0.009737557;0.012747887;0.043216947;0.07147085;0.078245796;0.06040364;0.030573566;0.025615046;0.05199177;0.07381664;0.07315664;0.047873862;0.017024823;-0.0018209642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.0018888195;0.014813409;0.07521176;0.15986948;0.22162598;0.2599437;0.2594891;0.21899998;0.15850776;0.08502248;0.01491314;0.010865351;0.03301909;0.04396904;0.03578886;0.017560452;-0.0027430556;-0.0021151812;-0.0027274704;-0.0022821692;-0.0030503138;0.017645065;0.04268213;0.056319483;0.047168534;0.02832116;0.018936437;0.035471957;0.06629052;0.074875556;0.0767306;0.080215834;0.11242486;0.16879515;0.24190767;0.26954645;0.23527269;0.15201694;0.06497614;0.011845017;-0.002751962;0.00010019278;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0019593255;0.015521532;0.076658614;0.16098307;0.22124518;0.2526584;0.2424276;0.19702858;0.13867462;0.07267985;0.011444242;0.011811615;0.03444405;0.045857117;0.037307333;0.018285181;-0.0027608678;-0.0020038558;-0.0025883138;-0.0021708438;-0.0026718078;0.0145223895;0.03508974;0.046211142;0.03871895;0.024035139;0.018676678;0.03485595;0.06368922;0.071189746;0.07671873;0.08325352;0.11143052;0.15375549;0.20761839;0.2222916;0.19246924;0.12426578;0.053249132;0.0097988555;-0.0022131477;0.00007792773;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;-0.00031542176;0.0019890126;0.016828679;0.041316535;0.06950783;0.08340864;0.072880976;0.04505335;0.019240728;0.002705205;-0.00092400017;-0.00038407242;0.004297158;0.008460725;0.010492412;0.008293738;0.0028666274;0.010384797;0.033850316;0.055898294;0.06154435;0.047420874;0.027684748;0.028217256;0.05014834;0.06434975;0.05928073;0.03543485;0.011755954;-0.0012802412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
