;meta[fps=30]
;meta[frames=25]
jaw_open_a;0;0;0;0;0;0;-0.00905143;0.0009051434;0.034194294;0.07658515;0.1192503;0.1336183;0.09948343;0.05510857;0.018432;-0.004662857;-0.0055771433;-0.0007314286;0.0003657143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;-0.008941715;0.0010514273;0.029366862;0.07696458;0.1285943;0.16045974;0.15665242;0.14211528;0.11907005;0.094129644;0.081253886;0.07669879;0.09025143;0.08567184;0.066643275;0.032617144;0.004765714;-0.009211428;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;-0.00019084342;0.0014817629;0.0073883664;0.019282;0.03694592;0.05826858;0.07516708;0.07704485;0.06417042;0.048266344;0.032624684;0.022182139;0.014213063;0.005591712;-0.0005868435;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;-0.0016531809;0.013965443;0.056208156;0.115500815;0.17006294;0.18791157;0.15308538;0.10169547;0.062304575;0.047552723;0.05721826;0.07587559;0.091271535;0.101243794;0.10707134;0.114074595;0.10515131;0.08190249;0.048965648;0.016131038;-0.0017605304;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0.00015744581;-0.0013295424;-0.005947953;-0.007347471;0.01784386;0.042510368;0.055176012;0.042044923;0.017345546;0.0035120486;0.030344103;0.07609881;0.124588944;0.15049595;0.13431135;0.08851423;0.038030848;0.008190362;-0.0019402413;-0.00011132531;0.000015903615;0;0;0;0;0;0;0;0;0;0
jaw_up;0.000063360014;0.00086467783;0.0033319911;0.006447813;0.011471889;0.017567325;0.025408491;0.029710535;0.031033084;0.024278969;0.018473115;0.012002712;0.010148106;0.012221369;0.017225567;0.02250692;0.024250735;0.020455908;0.015296756;0.009794259;0.0060446127;0.0030629649;0.0010300237;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;-0.00054931093;0.003845177;0.025765132;0.061895292;0.10282802;0.12970036;0.1309609;0.112304665;0.082986355;0.05041129;0.023791812;0.006911712;-0.00078563864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.0007213881;0.005828994;0.026344024;0.06378941;0.09588673;0.15150598;0.19482155;0.20414726;0.1657289;0.10110567;0.028583415;0.009001605;0.01701369;0.03360291;0.051333692;0.06894059;0.085446954;0.100731924;0.0995312;0.077876836;0.044463336;0.015711183;0.0011021205;-0.00036737355;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.00042080978;0.0033998757;0.015369575;0.037231646;0.055979945;0.08848917;0.11373775;0.11927061;0.09806759;0.06140593;0.019213956;0.009608806;0.019172605;0.03665561;0.0560523;0.07345881;0.08666199;0.0964284;0.09415259;0.07426353;0.044490367;0.017700724;0.002705205;-0.0009128676;0.00004453013;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;-0.0010531376;0.008890441;0.035855662;0.07380869;0.108787104;0.120364934;0.09866095;0.061001826;0.026214883;0.00439735;-0.0013247713;-0.00046756637;0.00004453013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;-0.0010408917;0.008792474;0.035390317;0.072790064;0.10722854;0.118583724;0.09715917;0.06005778;0.025794076;0.00430829;-0.0013136388;-0.00046756637;0.00004453013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0;0;-0.0014694943;0.013568331;0.039455924;0.06950707;0.09761227;0.115925275;0.130486;0.15511847;0.18600932;0.21566449;0.2409802;0.24997845;0.24218504;0.23158051;0.21070701;0.16756527;0.107742235;0.049644727;0.007403133;-0.0023712292;0.00011132531;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;0;0;-0.0014450027;0.013384644;0.03841503;0.06714365;0.0935077;0.1111639;0.12719856;0.15487118;0.18909542;0.221299;0.24744596;0.25615;0.2472615;0.23525423;0.21340746;0.16962004;0.10929761;0.050637115;0.0077037117;-0.002404627;0.00011132531;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;0;0;0;0;0;-0.001841639;0.016156487;0.057031963;0.112608746;0.16469784;0.20269954;0.21707803;0.22181173;0.23149502;0.26097757;0.25543994;0.20774695;0.12364903;0.040722802;-0.004444663;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;0;0;0;0;0;-0.001841639;0.016156487;0.057031963;0.11260397;0.16473442;0.20289677;0.21751535;0.2223763;0.23200394;0.26127496;0.25552422;0.20773742;0.12364903;0.040722802;-0.004444663;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008110844;0.0070516635;0.025876774;0.04999461;0.069051914;0.07609085;0.06727071;0.06217201;0.057128973;0.047346663;0.03172613;0.015291327;0.0014138316;-0.0006456868;0.0000333976;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;0;-0.0012735617;0.011939641;0.033210568;0.050024033;0.049166832;0.032941163;0.008657451;0.0080559775;0.02815481;0.0563155;0.078180596;0.08691326;0.07781958;0.07213403;0.06617972;0.05463211;0.036592633;0.01776434;0.0019593257;-0.0007124821;0.0000333976;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;0;0;0;-0.0004408483;0.003379837;0.017822865;0.044399723;0.0601443;0.056995384;0.0354568;0.011776947;-0.0012805593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
