;meta[fps=30]
;meta[frames=91]
jaw_open_a;0;0;0;-0.0015588573;-0.0031931433;0.0027908576;0.037324578;0.050988957;0.050580196;0.05666972;0.04969715;0.05302476;0.08713143;0.09714285;0.09200762;0.07798857;0.06261334;0.06729143;0.08834287;0.09325714;0.09899429;0.07899429;0.05515429;0.03730286;0.04157714;0.025828572;0.026034284;0.020845715;0.0059199994;-0.006765715;0.0005942857;-0.00009142857;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002697143;0.0040457146;0.008031087;0.010033372;0.0011620593;0.00958537;0.009786512;0.02823405;0.07624229;0.09259702;0.065072455;0.065371424;0.042651426;0.03094857;0.05065143;0.03881143;0.00969143;0.0065980963;-0.0026666683;-0.012162287;0.01301981;0.070455626;0.13394743;0.1772381;0.15767619;0.088975996;0.02857257;-0.0028685704;-0.011565716;-0.0072;-0.0032457141;0.032442667;0.07957943;0.13360535;0.17424305;0.17434973;0.1652785;0.14338362;0.09934172;0.05634362;0.02270324;-0.0040685707;-0.0028800005;-0.00082285714;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.0054308577;-0.0043245717;0.026148574;0.057696007;0.09612573;0.11548343;0.11364343;0.09756648;0.10143162;0.08544;0.06572191;0.03943619;0.045180958;0.04225524;0.046430476;0.040609524;0.03328;0.03758172;0.06798325;0.08631316;0.09190096;0.09505066;0.094131805;0.0749501;0.04611352;0.019712;-0.001996191;-0.0052419044;0.00018285715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.007862858;0.0025417139;0.025901714;0.06277029;0.09998629;0.10926173;0.09469258;0.0849783;0.09674057;0.09410743;0.07452343;0.04859428;0.020205716;0.0016137159;0.011520002;0.005508573;-0.0043885717;-0.0066666673;0.01016381;0.021485716;0.025447622;0.02209524;0.011428572;-0.006552382;-0.0003047618;0;0;0;0;0;-0.009101715;0.007216001;0.033138294;0.054484572;0.06330973;0.055993147;0.025293719;0.012169144;0.0046262853;-0.00000000035478956;-0.0016091429;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.0014721184;0.013592822;0.04008308;0.06442039;0.083176725;0.09129432;0.0878251;0.08100665;0.06258988;0.033768155;0.012635423;0.0015299276;-0.00052481936;-0.0006545929;-0.00046565797;0.004251991;0.017347667;0.0365656;0.05289034;0.06421117;0.071711324;0.06650511;0.05126054;0.029847907;0.009225369;-0.0010229206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0000020992784;0.00006927617;-0.0007389458;0.00083341385;0.01687342;0.033914782;0.041212443;0.03334664;0.016005652;0.00024466132;-0.00093513273;-0.000047710855;0.000009542171;0;0;0;-0.0002449157;0.0021438075;0.007951809;0.012229883;0.012532052;0.008556147;0.002875375;-0.0016507956;0.005439037;0.011880002;0.015601449;0.012881931;0.0068417364;-0.00067749416;0;0;0;0;0.000085879525;-0.001653976;0.0042208196;0.03389061;0.058429886;0.06537977;0.048305646;0.0193388;-0.0020133979;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0006219109;0.0050225207;0.022251027;0.06010494;0.09307912;0.113806486;0.12501626;0.1287284;0.13169259;0.14115852;0.14153329;0.13945882;0.14046073;0.14117163;0.14735498;0.15496483;0.15404688;0.14355144;0.12717518;0.11129034;0.0923384;0.08223681;0.06566349;0.047696773;0.02833738;0.011658146;-0.002086157;0.00024332532;-0.000014313255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013883858;0.011922084;0.045530755;0.09125474;0.12555158;0.12969956;0.1162136;0.123107456;0.16434507;0.20785049;0.22747198;0.2116272;0.18526217;0.16521502;0.14924431;0.114563294;0.07031243;0.029763933;0.0067625344;0.0012550335;0.010919462;0.026600229;0.049307965;0.05736096;0.064289175;0.05931842;0.04978472;0.033540964;0.019752292;0.0019179755;-0.0019671184;0.015240755;0.043691214;0.07386833;0.09312395;0.1014619;0.09915843;0.10805863;0.11251412;0.09793368;0.06768333;0.034029763;0.008358941;-0.000991193;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;-0.0050601335;0.046822637;0.13790505;0.21127494;0.2336639;0.18823123;0.09823385;0.041236486;0.025541207;0.051142853;0.09561307;0.110603295;0.08494122;0.037219238;-0.0002576393;0.0023251083;0.024205307;0.055987097;0.086137176;0.10966498;0.11807799;0.15042809;0.19980456;0.21552792;0.17579646;0.10105369;0.024788434;-0.004431808;0.00012722892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017971086;0.009302819;0.11430645;0.29444;0.4851001;0.5809075;0.532634;0.36373878;0.19890177;0.076298006;0.014877832;-0.0034192775;-0.0015744581;0.00014313255;0;0;0;-0.00046915674;0.004771085;0.008704846;0.009064266;0.0028698083;0.0106991595;0.018062534;0.03396615;0.056751262;0.1044462;0.16976395;0.2393876;0.24634384;0.1903981;0.10467124;0.03567181;0.0023791809;0.0000063614334;0.00052163866;-0.000047710855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;-0.00033882356;-0.0007860706;0.0011474828;0.0029726126;0.006839719;0.011167627;0.020812804;0.026943255;0.03610504;0.029518312;0.025190404;0.015206403;0.010322825;0.0053308243;0.002719624;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0003523765;0.00012197646;0.00024395292;0.0011926589;0.0014366119;0.0040387767;0.0046351063;0.008172424;0.0063969884;0.006153036;0.003550871;0.0026021649;0.0013010824;0.00082672946;0;0;0;0;0;0;-0.0007542212;-0.0003059576;-0.0006119152;0.0065189656;0.018467242;0.043660127;0.07208065;0.121333726;0.16286163;0.20641606;0.20890506;0.18413164;0.13486262;0.08888324;0.051433418;0.026841598;0.010161318;0.0043572704;0.0054821647;0.01152;0.019082543;0.03022306;0.03773139;0.04445365;0.036159247;0.029057506;0.017727248;0.01152;0.0058548707;0.0026563765;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.0017843859;0.017079953;0.043396734;0.05918796;0.05338579;0.031372536;0.0044551333;-0.003064627;0.014608532;0.04602241;0.076483145;0.08334822;0.06370725;0.029636389;0.016767712;0.031110123;0.06399881;0.09845664;0.10602412;0.0843687;0.045366395;0.023182174;0.016572895;0.022324702;0.01745422;0.008488555;-0.0012603618;0.0002703615;-0.000019879519;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00001749398;-0.0007784821;0.005446989;0.012905786;0.02873386;0.059209168;0.07682402;0.07175791;0.049062658;0.017971085;-0.0019084341;0;0;0;0.00011132532;-0.0020118076;0.004346061;0.036270186;0.096776284;0.1588195;0.19028081;0.16357069;0.10187897;0.04197163;0.008682182;-0.002985904;-0.0011450603;0.010452651;0.047772076;0.10120664;0.15730135;0.19403023;0.1956741;0.17470786;0.13483776;0.085051216;0.04117181;0.01340887;-0.001039036;-0.00003710849;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.002571615;0.0232425;0.074619696;0.12902325;0.14566362;0.12539685;0.098473735;0.08241006;0.08486737;0.108922735;0.16338511;0.23769718;0.29376155;0.2870338;0.23876978;0.18027575;0.13449211;0.10898304;0.093609005;0.09621625;0.10420421;0.12551188;0.1485614;0.14861485;0.118312076;0.06716033;0.016453879;-0.0029983618;0.00008906026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0030948438;0.029224843;0.07788374;0.12329585;0.13844723;0.13403791;0.12487667;0.14279559;0.14806323;0.14655727;0.14582948;0.16597715;0.22622864;0.2965907;0.32336667;0.28157508;0.18580195;0.07660666;0.034863375;0.035962068;0.04779688;0.036666475;0.021541914;0.004344007;0.009681593;0.01971859;0.03772472;0.07718166;0.14313447;0.21909194;0.2683836;0.2787037;0.23798145;0.16975996;0.09661478;0.04278009;0.0078033097;-0.0057415655;0.003045711;0.013162361;0.018634371;0.016034555;0.008423614;-0.00083493977;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0022838393;0.020677008;0.06597724;0.11324291;0.12737009;0.1089193;0.08355819;0.0708671;0.074047565;0.097158246;0.14276174;0.20201388;0.24468191;0.23734556;0.19569245;0.14834099;0.11090006;0.09121217;0.08212914;0.08851328;0.09843571;0.11956339;0.14142917;0.14091411;0.11162292;0.063030906;0.0154;-0.0028759036;0.00008906026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0030503136;0.02894486;0.07544405;0.117924124;0.13046966;0.12570576;0.11903571;0.14155376;0.14999585;0.14922881;0.14393029;0.1538872;0.19650698;0.24848926;0.26526597;0.22967528;0.15149151;0.062132884;0.032755617;0.035054855;0.043667726;0.0349658;0.035817068;0.032666557;0.043376055;0.0432972;0.044521224;0.06758783;0.12364182;0.18558933;0.2245831;0.23205887;0.19745596;0.14054734;0.07996274;0.03551389;0.006518321;-0.0043183835;0.00086618407;0.007306872;0.010718028;0.00946636;0.0048946026;-0.00048612047;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0.000073474715;-0.001200087;0.00180013;0.021307666;0.037564877;0.044962443;0.047242016;0.039470766;0.04260828;0.062234566;0.0751854;0.07291437;0.05846583;0.039980635;0.043065086;0.061289035;0.07150425;0.060327187;0.03190361;0.008828096;-0.0016988248;0.007936382;0.016810123;0.020595182;0.016058678;0.007737109;-0.0012579762;0.00017255424;-0.000011132531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000039798804;-0.00070413266;0.0012919302;0.014635106;0.027508488;0.04378425;0.06896687;0.07884059;0.06911966;0.056647886;0.033784453;0.018048616;0.015446389;0.007389218;-0.0012941569;0.00006679519;0.0014333135;0.0028944581;0.0036180727;0.0028944581;0.0014472291;-0.00014472292;0;0;0;0;0;0;-0.00014694943;0.00073474715;0.009000653;0.029830735;0.060028836;0.08578173;0.08646415;0.067325845;0.052521434;0.04279642;0.037210856;0.02779422;0.011158507;-0.0011614942;0;0;0;0;0;0;0;0;0;0
