;meta[fps=30]
;meta[frames=115]
jaw_open_a;0;-0.005302857;0.008137142;0.015634283;0.018011428;0.01526857;0.007405714;-0.005577143;0.00018285715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.012449524;0.0017904753;0.04708571;0.10782476;0.14617905;0.16972192;0.1305905;0.07214477;0.038384765;0.041508574;0.059108574;0.09741714;0.11232001;0.08342858;0.047192387;0.019245716;0.0016914294;-0.006064763;-0.009737143;0.0043200008;0.03778286;0.07522286;0.08578286;0.06946286;0.026262859;0.0000000007095791;-0.0068571432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0096;0.009005715;0.03570286;0.04473905;0.061485715;0.05522286;0.014787046;0.021444572;0.05179429;0.08225448;0.10308572;0.07661944;0.044973712;0.020418288;0.023776;0.061912384;0.08132571;0.06718476;0.05054476;0.027731808;0.03532648;0.09233677;0.15261716;0.17365944;0.15959926;0.12503773;0.0949821;0.0748983;0.051806483;0.025267811;0.009828571;-0.0046171434;-0.0022125717;0.00024685715;-0.000018285698;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.010940952;0.0024228578;0.038797714;0.08795506;0.13127086;0.15796115;0.16920991;0.20042741;0.24168001;0.281504;0.28502402;0.24095406;0.18398675;0.13700023;0.11707384;0.13169555;0.15830949;0.17763932;0.19631086;0.16919406;0.11388935;0.052506503;0.005003878;-0.013889825;-0.00059428613;0.00009142858;0;0;0;0;0;0;0;0;0;0;-0.00041142857;0.00052571425;-0.005668572;0.0075199986;0.021394288;0.042445716;0.07291429;0.08269714;0.08722285;0.074620955;0.05489524;0.040137146;0.036739048;0.03105524;0.06521143;0.062293336;0.0545981;0.03451429;0.008220954;-0.009645715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019200001;-0.0045257146;0.01686857;0.028937144;0.031680003;0.025097143;-0.00061714364;-0.001949714;0.034496002;0.07527772;0.08820115;0.06330057;0.04542172;0.03384457;0.026079997;0.029897142;0.012297142;-0.007817144;0.0033371428;0.01759238;0.038697146;0.067573346;0.08732496;0.098418295;0.07542706;0.045894105;0.015488003;-0.00013409484;-0.0048274295;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.00052800006;0.0040967716;0.021954784;0.040722005;0.053386215;0.05613356;0.05475122;0.05806744;0.07105004;0.07966663;0.08012417;0.06649795;0.044281866;0.021244207;0.0054271077;-0.000637894;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001736675;0.015277015;0.05349309;0.10510922;0.14351298;0.15190975;0.124139495;0.08442276;0.0449433;0.017537555;0.0024351606;-0.0017653023;-0.00078818324;0.00007633737;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0008683375;0.008117206;0.023028437;0.033031814;0.03152097;0.020006752;0.0047933506;-0.00056616875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0013025063;0.012543184;0.030868925;0.042200252;0.038097117;0.022662658;0.0035162903;-0.00048187963;0;-0.0014082656;0.012342003;0.044091824;0.08383465;0.11074564;0.10940559;0.07838004;0.042242717;0.014360812;-0.00023266768;-0.003743711;-0.0024509064;-0.0006402795;0.0000734747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017605304;0.01477128;0.06064526;0.12854736;0.17553775;0.17656925;0.136047;0.10214416;0.09610873;0.123859756;0.16423507;0.21182282;0.23683141;0.2372136;0.20644486;0.16044682;0.10902406;0.06790685;0.028736243;0.0061451574;-0.0007681447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015458317;0.013311328;0.050368346;0.10010692;0.14021264;0.15419668;0.14061344;0.123447046;0.10267374;0.08126111;0.06784363;0.06811439;0.08386017;0.10302085;0.09689119;0.067990355;0.04408125;0.025198484;0.040005542;0.064924926;0.09639977;0.13174754;0.15262702;0.1451388;0.12072277;0.07482494;0.033361815;0.013177739;-0.0016937347;-0.001674651;0.00014313255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0030256633;0.027974462;0.081914224;0.1328893;0.16847709;0.1928583;0.23564568;0.34186476;0.47735983;0.57611793;0.58482623;0.46925595;0.28985524;0.124359675;0.026685808;-0.0033288535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00014313255;-0.0025286751;0.0081108445;0.018368678;0.02457109;0.020515664;0.011116629;-0.0010973497;0;-0.0031489164;0.030407717;0.07201953;0.118084356;0.12547953;0.097449414;0.04313061;0.014064101;0.023497596;0.05797505;0.07428675;0.06111061;0.028620787;-0.00251659;0.023655033;0.07045407;0.12577364;0.25990048;0.46491316;0.64167154;0.6509086;0.47914946;0.21783186;0.043035187;-0.010400966;0.00041349404;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00005421177;0.000040658833;-0.00025750592;-0.0006912;0.00032527055;0.0010300237;0.0029003297;0.0054076235;0.011506448;0.016521035;0.023473697;0.021847341;0.02041073;0.016060235;0.0118317185;0.008009789;0.0044995765;0.0018974119;0.00094870594;0.00048790587;0.0031126593;0.012915955;0.03172744;0.06526645;0.11827111;0.1886949;0.26746413;0.3405186;0.3806208;0.38337663;0.33858865;0.26215187;0.17866619;0.108194955;0.05796774;0.027189013;0.009173535;0.00076528965;-0.00064105407;-0.000059632897;0.000089449415;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0019587954;0.016937353;0.06322483;0.12501039;0.16818075;0.18300028;0.15062581;0.10093496;0.05188025;0.017753739;-0.002040964;-0.0011238556;0.00009542171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017706028;0.015967231;0.052800007;0.079040974;0.07888194;0.05248194;0.015617352;-0.0017387954;0;0;0;0;0;0;-0.0016327713;0.01564916;0.039440967;0.054273747;0.04946025;0.04358333;0.051222898;0.0946859;0.13867743;0.15504171;0.14266074;0.114969365;0.07970628;0.048379865;0.022565112;0.0045007234;-0.0005725302;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;-0.0017964568;0.015547249;0.05743396;0.11765139;0.17131242;0.19167472;0.16252485;0.10775923;0.05322753;0.026634578;0.021277042;0.023442095;0.018780129;0.008052825;-0.00082659017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.000022265065;-0.0011243857;0.011488773;0.051031522;0.08995087;0.10308724;0.08042512;0.047328103;0.04506634;0.09413298;0.15821368;0.20554551;0.21741834;0.18919551;0.14098051;0.093593046;0.06173364;0.050289355;0.058983497;0.07279833;0.08602347;0.087251216;0.07005814;0.043306343;0.018589102;0.0040008724;-0.0004985783;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007792773;-0.0016030847;0.004761013;0.030247087;0.09019206;0.1485822;0.19867486;0.22824658;0.2552309;0.27062112;0.27162132;0.24146557;0.1889302;0.12399972;0.07668923;0.058553778;0.049326017;0.06863205;0.06937237;0.067122675;0.057709187;0.048545267;0.02310372;0.011763377;-0.0021003375;-0.0009314219;0.0012023136;0.012869208;0.040054854;0.07777187;0.10582584;0.1023525;0.07089939;0.032351136;0.006323278;-0.0016030847;0.0000667952;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;-0.0014878629;0.012882567;0.047507524;0.09732339;0.14176333;0.15861844;0.13430932;0.08872194;0.043872975;0.023640482;0.02078721;0.02308819;0.018225394;0.007709943;-0.0007935266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0000667952;-0.00043416882;0.010353255;0.043071765;0.07565668;0.08739038;0.068917796;0.043776825;0.047682486;0.09805163;0.16143468;0.20497777;0.21316941;0.18295017;0.1393923;0.09600462;0.07369433;0.06660313;0.073780745;0.07703266;0.07952015;0.07179005;0.057950556;0.037120476;0.016725993;0.003939644;-0.0004758362;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007792773;-0.0015585546;0.00435282;0.028940873;0.08891554;0.14688633;0.1908858;0.2085049;0.2193183;0.22256416;0.22190458;0.19791786;0.15548252;0.102600195;0.06323279;0.051726192;0.04688633;0.0635779;0.06207871;0.05569606;0.044724945;0.037872873;0.017561568;0.008516385;-0.0021819768;-0.0015808195;0.001736675;0.010898748;0.034188002;0.0675522;0.093624584;0.09180999;0.0650882;0.02976839;0.0059113745;-0.0014138315;0.000055662655;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010909882;0.00936246;0.035924684;0.07091423;0.096697174;0.107018895;0.10269539;0.09582884;0.08086115;0.05705423;0.028053982;0.006504182;0.00466416;0.023138966;0.047794744;0.061173256;0.05538434;0.03312763;0.01143311;0.00048426518;-0.00014472292;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007087713;0.0070023634;0.015028919;0.01942627;0.016309159;0.0087947;-0.0011165931;0.011033825;0.03900895;0.07298488;0.0857205;0.071423545;0.03661156;0.011213799;0.011236992;0.040503863;0.06842797;0.07650276;0.059803966;0.043326333;0.05165643;0.09459091;0.13839372;0.15469396;0.14131637;0.113654256;0.07877899;0.04830554;0.023105199;0.0053250613;-0.0006456868;0;0;0;0;0;0;0;0;0;0;0;0;0;0
