;meta[fps=30]
;meta[frames=74]
jaw_open_a;0;0;-0.012434287;0.00521143;0.053714294;0.077782854;0.10542857;0.118651435;0.07441905;0.06339811;0.056688003;0.03706819;0.066769525;0.12681372;0.17664535;0.23491581;0.24599773;0.23389144;0.17768458;0.10704572;0.04447772;0.002903998;-0.023153523;0.00999619;0.036205713;0.047999997;0.033870015;0.02900937;0.044621713;0.10090821;0.13587111;0.14257067;0.09720505;0.07087148;0.06105265;0.067775086;0.07728001;0.100297146;0.10688001;0.09910857;0.06290286;0.024502859;-0.011147581;-0.004864306;0.044271547;0.08285624;0.11811794;0.12995383;0.103429034;0.08964024;0.10421714;0.13403429;0.13591771;0.101333335;0.06177829;0.026185144;0.009575618;0.022400001;0.013257143;-0.0030780951;-0.0011885713;-0.0073600006;-0.002118095;0.021759998;0.06706286;0.10499048;0.10674286;0.070262864;0.027641907;-0.0032000002;-0.0064000003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;-0.0007314286;-0.0012800001;-0.004937143;0.014976;0.045698293;0.084552005;0.12056229;0.13815086;0.12929828;0.108093716;0.08918401;0.08067086;0.07962743;0.083232;0.06353371;0.037942857;0.05878857;0.06660572;0.06276572;0.050057143;0.011748571;-0.012891429;-0.004937143;-0.0021942854;0.018331429;0.062400002;0.08105143;0.074285716;0.04210286;0.0067200013;-0.010880001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008914285;0.006057142;0.03232;0.061234288;0.06852572;0.050963815;0.014979049;0.017600004;0.03050014;0.056330886;0.07173878;0.07623402;0.080559455;0.09619592;0.08195919;0.056065314;0.025600007;0.0010710224;-0.0067918384;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;-0.0007681447;0.0077005313;0.015172049;0.018821929;0.014885785;0.00729976;-0.0009589881;0.000019084342;-0.0002112398;0.0017056629;0.0077843834;0.017895028;0.029752009;0.04162736;0.054094445;0.06952544;0.071772985;0.05850949;0.033832483;0.010866386;-0.0025584947;0.012042218;0.043321453;0.06617495;0.067441195;0.044888277;0.013196821;0.0050831144;0.031753957;0.064381026;0.087174416;0.08486282;0.059423868;0.02871907;0.0093394;0.001235711;-0.00019084342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016221689;0.01477128;0.045519963;0.083284706;0.10239066;0.095345356;0.06747268;0.054590754;0.045672644;0.03946069;0.025245402;0.009573977;-0.00101147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0016746509;0.015404641;0.04517263;0.083213694;0.12877993;0.16313533;0.15431479;0.1314422;0.086079925;0.04195573;0.017834315;0.0084448205;-0.0030129403;-0.00032920492;0.000042939773;-0.00077291584;0.0068274233;0.023287667;0.047663137;0.07581254;0.10220141;0.120951764;0.13037466;0.11369495;0.08359418;0.051840417;0.03402089;0.03766304;0.0672389;0.08870544;0.0990909;0.09907034;0.093448095;0.101001345;0.13461855;0.17450719;0.19865367;0.20377065;0.18202169;0.1461133;0.10161695;0.08020743;0.09545295;0.12619282;0.13653772;0.10606122;0.071746625;0.08925102;0.16718741;0.25305834;0.26634103;0.20088653;0.11831718;0.052233834;0.020763759;0.01719976;0.019757062;0.023068195;0.031765886;0.022548147;0.02145557;0.030291619;0.06978189;0.11362816;0.14493059;0.15437594;0.15511343;0.1462835;0.13748564;0.11521966;0.07904598;0.03969475;0.01058772;-0.0012268507;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0003127712;0.0017653024;0.01987952;0.034001928;0.0510188;0.051209643;0.03899567;0.018755667;0.009422893;-0.00053277117;0.020006752;0.0758205;0.11669278;0.12174218;0.08424941;0.031624343;-0.0033397593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0044424105;0.042505067;0.10803857;0.14944099;0.13682413;0.082804844;0.014747957;-0.0019190366;0;0;0;-0.0014869882;0.01351353;0.0407178;0.086650856;0.14706074;0.20806475;0.24064557;0.22274834;0.15491712;0.07433125;0.018798081;-0.002215147;0;0;0;0;0;0;0;0;0;0
jaw_up;0.030570917;0.04333102;0.049748335;0.060902085;0.07354749;0.08675807;0.09925807;0.10386518;0.10296079;0.09241641;0.078042425;0.05786784;0.039613638;0.023463242;0.012357573;0.009705004;0.018125769;0.032822646;0.056251492;0.08911459;0.12802458;0.1564389;0.16542722;0.13407473;0.101010084;0.062872104;0.03941196;0.021264568;0.01021892;0.00595426;0.0073321424;0.010991437;0.008809413;0.00793299;0.0046893186;0.003312791;0.0016044878;0.0009353339;0.002185548;0.004544032;0.008921091;0.013766269;0.022672452;0.02782474;0.034345604;0.0277174;0.024210801;0.01734822;0.016210224;0.016093308;0.020773498;0.024693461;0.030426353;0.029098166;0.023808002;0.016751438;0.010580331;0.0061711064;0.0030855532;0.0008809413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;-0.0016380725;0.014456388;0.051980972;0.07828158;0.093303874;0.101690374;0.10964087;0.10958652;0.094302624;0.06309628;0.06234071;0.10538452;0.17190894;0.21892402;0.22886933;0.210212;0.16196363;0.102003016;0.047614235;0.012866821;-0.0032460608;0.016407233;0.046491574;0.06666266;0.06189804;0.054610264;0.067652926;0.11367321;0.15060513;0.1574681;0.12242827;0.076727964;0.038773023;0.014535909;-0.0009224094;-0.000053012096;0;0;0;0;0;0;0;0;0;0.00014313255;-0.0018209642;-0.00028626493;0.015704822;0.050374705;0.07355423;0.0731805;0.047003143;0.015776388;-0.0017096389;0;0;0;0;0;-0.0014949399;0.01327952;0.046597593;0.0707711;0.0716458;0.048346993;0.015203857;-0.0016698797;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.003114326;0.026951862;0.10219665;0.18070048;0.21739052;0.1848223;0.111973785;0.04887181;0.02263435;0.010656855;0.01534588;0.032645833;0.07106102;0.106997944;0.1252429;0.13051924;0.13104789;0.1320991;0.12589006;0.116191566;0.095595054;0.09271173;0.082833454;0.09782898;0.14727373;0.19069971;0.18433431;0.13417949;0.05485092;0.017245218;0.04004613;0.056916367;0.057121947;0.05395103;0.06861165;0.096592344;0.13974856;0.1937033;0.23341952;0.22588092;0.16975404;0.09324163;0.054877818;0.113646455;0.21110621;0.27168944;0.24969213;0.16629331;0.06762456;0.014244074;-0.004735037;0.02813933;0.07173061;0.09932074;0.09107896;0.0548908;0.007844724;0.006746313;0.017737832;0.022324435;0.026332147;0.038494173;0.054004442;0.08704527;0.12741658;0.17827477;0.23965105;0.2870921;0.2670472;0.19252601;0.09770865;0.026110563;-0.0030216875;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0025437835;0.022014583;0.083468944;0.14761738;0.17776984;0.14980215;0.08178514;0.025423365;0.0008979982;-0.0057650614;0.003794126;0.02370784;0.055057056;0.08754687;0.10284615;0.10815098;0.10892659;0.10939654;0.10340564;0.0949438;0.08161259;0.087935865;0.086373605;0.09260783;0.10961796;0.12189029;0.10919716;0.07939907;0.035029445;0.023621375;0.053790167;0.07305556;0.07134283;0.05935866;0.06183008;0.07987592;0.11542767;0.15999398;0.19321622;0.18713228;0.14057463;0.07828507;0.05034131;0.10929503;0.20235047;0.26038155;0.23926733;0.15935774;0.06482472;0.013709714;-0.0044947597;0.026506556;0.067574464;0.09356892;0.08580955;0.05169948;0.0072361478;0.0071916133;0.01848;0.02328183;0.026825687;0.037884537;0.0515256;0.081506565;0.11625332;0.15861209;0.2092121;0.2475398;0.2280722;0.16317429;0.0823044;0.021881793;-0.0025366275;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;-0.0007570122;0.0075951703;0.014795138;0.018015223;0.029025294;0.045893863;0.052381344;0.06189224;0.057378374;0.05593856;0.080542386;0.12763986;0.17553766;0.21823476;0.22860128;0.21008563;0.16200563;0.10213291;0.04764529;0.012858075;-0.0025670694;0.0101899775;0.027237594;0.038333017;0.035834137;0.022013282;0.0033037642;-0.0018389088;0.011135315;0.025738414;0.042380992;0.06163767;0.07313814;0.08090549;0.09404021;0.10345091;0.10708754;0.09662666;0.06562627;0.030996684;0.0063988883;0.011296179;0.03399124;0.049127027;0.04674829;0.029753085;0.0051223575;-0.0011499902;0.015277453;0.049715668;0.0723058;0.07129274;0.05088124;0.024413643;0.009184338;0.0069578327;0.0149899535;0.031958714;0.057093192;0.063583456;0.06205552;0.053027954;0.060134225;0.06609476;0.06192656;0.0399361;0.019255567;0.0032098796;-0.0004341687;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
