;meta[fps=30]
;meta[frames=49]
jaw_open_a;0;0;0;0;-0.007222857;-0.0021180965;0.030057142;0.06059474;0.10470111;0.16495863;0.21806401;0.22229287;0.206011;0.13828115;0.06378515;0.019421259;0.009394284;-0.0065828576;-0.0062720007;-0.004512;0.021147428;0.05310629;0.071524575;0.09522895;0.08351086;0.082720004;0.07939049;0.07956572;0.083961904;0.09356191;0.06464001;0.05847619;0.029078094;0.02592;0.06361905;0.07657143;0.059840005;0.039177146;0.007051429;-0.019817144;0.006637714;0.038253717;0.06191543;0.064493716;0.04685715;0.007853715;-0.0068480005;-0.005312001;-0.0013805715;-0.00048457138;0.0004571429;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;-0.008685715;0.004525714;0.03241143;0.057097152;0.07657143;0.09371429;0.09026287;0.10602286;0.087456;0.076561525;0.075808;0.06792458;0.05227124;0.03919848;-0.003343236;0.003638855;0.018910477;0.04213333;0.048716187;0.03125333;0.029516192;0.031161904;0.018697146;0.022217143;0.002459428;-0.006601144;0.03399162;0.07389562;0.103145145;0.11338362;0.099472776;0.08529676;0.08924037;0.094128765;0.08816153;0.0749501;0.05874286;0.033432383;0.017660953;0.0068571432;-0.00042666637;-0.002072381;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;-0.0021883377;0.0198827;0.062065218;0.11168458;0.12913917;0.107133925;0.05524042;0.0169793;0.0075500035;0.020119904;0.031295337;0.03471919;0.035258316;0.028022492;0.021640688;0.017557595;0.013411519;0.010014507;0.008921929;0.0049018124;-0.00042558074;-0.0011832291;0.004128579;0.017735716;0.04373495;0.06867182;0.07451799;0.05680136;0.030146897;0.007207519;-0.00085879536;0;0;0;0;0;-0.000015903615;0.00020674702;-0.000054072352;-0.0020420249;-0.00008269758;0.01995904;0.037627958;0.04437109;0.03378882;0.0142273735;-0.0014663134;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0008015424;0.007628966;0.019895427;0.027767716;0.025692295;0.015744582;0.0030630364;-0.0019179762;0.014298941;0.03980516;0.06701466;0.088770814;0.10742099;0.09865555;0.09720562;0.11349697;0.14467841;0.17884412;0.20527355;0.1986002;0.17952351;0.1704828;0.15678263;0.1455205;0.14880538;0.15244572;0.14783207;0.13442293;0.11127125;0.10389275;0.11848512;0.12973057;0.11710581;0.08565338;0.0565803;0.05938427;0.08395154;0.12036589;0.13004164;0.109313205;0.06785915;0.026614072;-0.0010620432;-0.004202372;-0.0019093883;-0.0008301688;0.00008587953;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;-0.0029262656;0.029262654;0.05738025;0.08460725;0.08144242;0.057730127;0.018388556;0.023736147;0.023950849;0.031198923;0.022050368;0.018519763;0.03166808;0.052442178;0.05348386;0.045134466;0.027680244;0.018734459;0.0167147;0.0068385545;-0.0032284344;-0.002268916;-0.0024915668;0.013401448;0.027014943;0.032438073;0.0290294;0.018617831;0.0063879504;0.0049619256;0.020547472;0.038857836;0.051511813;0.0426376;0.020913256;-0.003069398;-0.004850603;-0.0016380725;-0.000015903614;0.000015903615;0;0;0;0;0;0;0;0;0;0
jaw_up;-0.00011745882;-0.00019877646;-0.00022588237;-0.00028461177;-0.00032527072;-0.0007137883;0.0036129889;0.0075873896;0.01611445;0.024266547;0.042383216;0.05133584;0.06822575;0.056123637;0.050428238;0.034527928;0.031004613;0.024159925;0.023639718;0.013626126;0.010940837;0.0056398297;0.0036873028;0.0015540703;0.0006550587;-0.0004562824;-0.00012197647;0;-0.00023040002;-0.0003523765;-0.000704753;-0.0006505413;0.0018974115;0.0054211766;0.011452236;0.019570448;0.03212047;0.0396288;0.047625035;0.038409036;0.031320848;0.01902833;0.0124144945;0.0062072473;0.0029545412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.001134458;0.009314218;0.04126612;0.0830725;0.13559446;0.19506049;0.2466977;0.25726116;0.21515921;0.12930696;0.049106345;0.005820459;-0.000927711;-0.0022275667;0.020001449;0.0672935;0.1011735;0.1007547;0.07269013;0.04945919;0.045092054;0.058535915;0.068480976;0.081453025;0.10104628;0.11869399;0.10157109;0.06449977;0.02972916;0.006350844;-0.00078987965;0;0;0;0;-0.0016698797;0.014679038;0.052609164;0.091859296;0.1051229;0.08381206;0.040236156;0.008715182;-0.0011450604;-0.0009383134;0.00007951808;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0002078073;0.0021188923;0.003747953;0.0043787966;0.0031356635;0.0014175426;-0.0041338806;0.015325787;0.0463336;0.077137314;0.09687529;0.092567004;0.06322165;0.03870336;0.010661625;0.019593257;0.040262662;0.06402691;0.0953019;0.15332392;0.21284138;0.263225;0.24136071;0.1741629;0.107785165;0.09979572;0.11628301;0.13546994;0.13587254;0.14110856;0.15253979;0.15901522;0.12685297;0.07679109;0.03866662;0.040829677;0.0757309;0.10608005;0.12048146;0.108364806;0.074437305;0.03671435;0.009692724;-0.0013581691;-0.0012802413;-0.00006679531;0.000014843388;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0.00012245784;-0.0028387955;0.012468435;0.040533546;0.07066931;0.09070787;0.090451814;0.065236636;0.040779572;0.013460345;0.018257353;0.03312114;0.053395335;0.079085514;0.12686002;0.17554446;0.21657597;0.19834462;0.14455035;0.094292544;0.09532045;0.11315847;0.13124327;0.13231756;0.14106959;0.15677015;0.1641195;0.12874958;0.07672429;0.03630319;0.03536026;0.064494476;0.09105669;0.10468661;0.09735102;0.069196105;0.03540293;0.009291952;-0.0012616868;-0.0011577834;-0.00003339767;0.000011132539;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;-0.0011540725;0.010412628;0.033377606;0.061197568;0.071614236;0.058393143;0.047658835;0.053426642;0.0686028;0.071969226;0.052685224;0.02024637;0.0041784113;-0.0018116338;-0.002528198;0.008601735;0.031356633;0.053373065;0.06497688;0.073429435;0.063378245;0.06439427;0.057506952;0.05670726;0.066342466;0.08162001;0.07200894;0.05531384;0.027384173;0.02167504;0.042511426;0.05591314;0.051777404;0.033141546;0.011082434;-0.002471422;0.011574122;0.036147334;0.058212005;0.06018246;0.04445591;0.027694028;0.022168582;0.022769738;0.018172001;0.007766796;-0.00079783134;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;-0.0011540725;0.010412628;0.033377606;0.061197568;0.071614236;0.05832635;0.04828597;0.055178165;0.07102226;0.07410297;0.053835586;0.020253787;0.0039149406;-0.0018784291;-0.002496285;0.0083753755;0.03068497;0.05236372;0.06387104;0.07216403;0.062218975;0.06309548;0.056300923;0.0556942;0.06548527;0.08072942;0.07135211;0.05498265;0.027462102;0.02176781;0.042107876;0.055106036;0.05084784;0.03253204;0.010876483;-0.002426892;0.011370026;0.0355202;0.057247188;0.059199095;0.043761984;0.027530752;0.02229846;0.022958992;0.018320436;0.007841012;-0.0008052531;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;0;0;0;0.000044530145;-0.0017886268;0.0102492375;0.044458244;0.11548449;0.21738696;0.31841245;0.33306938;0.2954769;0.23351647;0.20516706;0.19969016;0.1836608;0.11396707;0.04731326;0.0028499274;0.019053329;0.079770155;0.13968728;0.21224135;0.27331296;0.30503136;0.30430034;0.27522773;0.21153666;0.16457222;0.13323043;0.1089411;0.08484102;0.063804254;0.05336268;0.057633113;0.07960503;0.118119135;0.15124808;0.16210821;0.15266746;0.12510219;0.09759742;0.087955914;0.0796065;0.062364448;0.03880133;0.014496786;0.0014271908;-0.00091064104;0.000055662655;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;0;0;0;0.000051951825;-0.0018405787;0.010013748;0.04270524;0.11003364;0.20602694;0.30093554;0.31401902;0.28035077;0.22580238;0.20422451;0.20242205;0.18640311;0.116064444;0.047781937;0.002126312;0.016837953;0.07631907;0.13415071;0.2159789;0.29532862;0.34521237;0.34982127;0.3103602;0.22541521;0.16473551;0.1287069;0.10471816;0.08259968;0.06317155;0.05299308;0.060657457;0.089295894;0.13405572;0.17000045;0.17925048;0.16311051;0.129291;0.09776441;0.08604334;0.07775628;0.062019337;0.03899726;0.014781778;0.0016498412;-0.0007993158;0.00004453013;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;-0.002742314;0.026513979;0.06393784;0.08674097;0.07757519;0.04560627;0.0063492553;-0.0020446752;0.008338265;0.048805013;0.12574752;0.21241704;0.29247946;0.29251283;0.22283155;0.12595347;0.060293794;0.029843535;0.042771187;0.052567814;0.0689549;0.09482691;0.10472374;0.08270913;0.050285652;0.025341352;0.016559642;0.027235739;0.040032584;0.06142374;0.08591531;0.083853945;0.08080363;0.10018499;0.129527;0.14827418;0.14365605;0.11379675;0.08653132;0.06602668;0.04134437;0.015264557;0.0015678317;-0.0007143375;-0.00019110845;0.00008534945;-0.0000055662695;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;-0.0029093015;0.028028006;0.06883616;0.094032794;0.08481134;0.05039326;0.0077408208;-0.0022784586;0.00915094;0.050229985;0.1250239;0.20913295;0.28758115;0.28809327;0.22091006;0.12575865;0.058345594;0.026915677;0.040227402;0.051187377;0.06904842;0.09368582;0.10158435;0.07877936;0.047469117;0.023990607;0.016897328;0.028217258;0.042663574;0.066596664;0.09316073;0.09139809;0.08434007;0.09618879;0.11780296;0.13272576;0.12960123;0.10310951;0.07784238;0.057855766;0.03461698;0.011039762;0.00047127705;-0.0005380724;0.000022265061;0.00008906023;-0.000007421686;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;0;0;0;0;0;0;-0.0012579762;0.011778218;0.03213962;0.057521794;0.0690551;0.06039399;0.033498906;0.024616998;0.034698248;0.058481045;0.07999094;0.0910771;0.09951482;0.10924649;0.11594717;0.11106926;0.101821855;0.09219591;0.08957606;0.07639515;0.054241408;0.028169014;0.0097520985;0.01367446;0.025734702;0.029538319;0.022227954;0.009711279;-0.0009945063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;0;0;0;0;0;0;-0.0013804339;0.012757882;0.036915477;0.066639334;0.080744244;0.07091423;0.040377323;0.02254449;0.02741386;0.04692919;0.06647235;0.078386016;0.08260301;0.07911446;0.07513161;0.07204603;0.074519314;0.08539394;0.09473785;0.084165655;0.05831963;0.030666413;0.0098671345;0.014457448;0.027311811;0.03146796;0.023749402;0.010449736;-0.0010687232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
