;meta[fps=30]
;meta[frames=45]
jaw_open_a;0;0;0;0;0.00018285715;-0.0015542859;-0.007954286;0.017188571;0.03190857;0.036205716;0.026368;0.009156572;0.015490286;0.040352;0.043056;0.032928;0.009968001;-0.0091200005;0;0;0;0;0;0;0;0;0;-0.0013714286;-0.0003382858;-0.0009051434;0.014006859;0.049185533;0.061403435;0.10194288;0.13295239;0.117897145;0.08003048;0.050867815;0.01961143;0.04796191;0.06665143;0.055931427;0.024533337;-0.000114286806;-0.006765715;0.0005942857;-0.00009142857;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.013074287;0.018148575;0.037897147;0.045170292;0.063067436;0.07157487;0.06678401;0.07893486;0.055776007;0.010742856;0.0064365715;0.034157712;0.058783997;0.058943998;0.040992;0.0049280007;-0.009216;0;-0.011001905;0.0063542863;0.03829334;0.07129906;0.10222081;0.12686294;0.13245289;0.14840505;0.1500721;0.13798097;0.1173431;0.09370241;0.07467794;0.050627656;0.023648001;0.0046925717;0.004937142;0.035371434;0.071299054;0.09778668;0.11137523;0.10268192;0.07393524;0.049158096;0.018316189;-0.001996191;-0.0052419044;0.00018285715;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;-0.0012595665;0.0116700735;0.03364569;0.05801639;0.06436194;0.051146034;0.023466105;0.011738778;0.018776128;0.045185354;0.067545846;0.07046733;0.051879503;0.025721233;0.0057669687;-0.00070293987;0;0;0;0.00016794221;-0.002109774;0.0009446748;0.004408483;0.0073999534;0.006927616;0.004191557;0.0012681549;0.016603379;0.029008199;0.03311133;0.024809642;0.0107253995;-0.0011005304;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0015362893;0.0145899765;0.037630975;0.059077956;0.09301469;0.14639597;0.20634705;0.2506275;0.23724125;0.16572316;0.08881088;0.04666837;0.042116746;0.07216886;0.103015356;0.12489316;0.13452312;0.13853298;0.12099353;0.0931664;0.052929703;0.018952895;0.0011593733;-0.0016374362;-0.0013891014;0.0034952967;0.02514481;0.04995899;0.07179672;0.09739718;0.13351454;0.15974596;0.16741022;0.13636096;0.08764674;0.060147647;0.066205956;0.08552051;0.10768101;0.102883674;0.074191555;0.038574222;0.010584652;-0.002086157;0.00024332532;-0.000014313255;0;0;0;0;0;0;0;0;0;0
jaw_back;0;-0.0010257834;0.010400966;0.01908434;0.02278193;0.016937355;0.0073951823;-0.0024571088;0.00014313255;0;0.000116891584;-0.0020205546;0.006178554;0.014110482;0.018953135;0.015863856;0.008633277;-0.0008516386;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00011132532;-0.0017016871;0.0019985547;0.023500245;0.06443616;0.109581225;0.17088437;0.22489305;0.2278829;0.17975327;0.10061689;0.024788434;-0.004431808;0.00012722892;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;-0.0005407624;0.00069729885;0.007053629;0.0151887825;0.027901445;0.045253273;0.069824755;0.08810158;0.10082373;0.08245204;0.06510021;0.039987955;0.025653008;0.0123216575;0.0056515774;-0.000014908244;0.00152064;0.001505732;0.0061272844;0.0066301003;0.014065923;0.011210995;0.012188161;0.008013855;0.0089178365;0.0073118126;0.009532463;0.0062885657;0.0058413185;0.0034017887;0.0024395296;0.0012197648;0.00073863537;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0.000047710855;-0.0006202411;-0.00084289175;0.014869881;0.029024102;0.03538555;0.027879039;0.013056869;-0.0013200002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00009542171;-0.0010416869;-0.0019720483;0.006542749;0.03954753;0.08109255;0.13074364;0.15754919;0.14365737;0.09819529;0.05062439;0.009299641;0.008206266;0.018110245;0.022324702;0.01745422;0.008488555;-0.0012603618;0.0002703615;-0.000019879519;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0022710364;0.016754458;0.10075498;0.21705933;0.28900057;0.27301422;0.20653352;0.12366575;0.081684954;0.058032222;0.04664716;0.061037812;0.09858043;0.10322454;0.0748403;0.031932924;0.0031579281;-0.0013359038;0.0000667952;0;0;0;0.00011021206;-0.0012307012;-0.0020817833;0.009478238;0.04190675;0.08778781;0.14312093;0.19369808;0.21969196;0.20602494;0.15949692;0.100673705;0.06725942;0.073428325;0.09929921;0.12086034;0.14501978;0.16663173;0.15933438;0.12301447;0.066676445;0.016453879;-0.0029983618;0.00008906026;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0017032772;0.0135705555;0.06622632;0.13555807;0.17807598;0.16920334;0.13821317;0.09787166;0.07327321;0.05152358;0.042181164;0.05727131;0.09278687;0.097353995;0.0705079;0.030085111;0.003083712;-0.0013136388;0.0000667952;0;0;0;0.0000857205;-0.0009612942;-0.0016164437;0.007763828;0.034082804;0.07143634;0.1166233;0.15817751;0.17962377;0.1684341;0.1302929;0.087155476;0.070131615;0.08788688;0.11934704;0.13986358;0.1558332;0.1683851;0.15491475;0.11642402;0.062509164;0.0154;-0.0028759036;0.00008906026;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0.000055662655;-0.0007570121;-0.0003673736;0.015195906;0.028736776;0.03820314;0.03248844;0.017581796;0.007835447;0.011952627;0.012302374;0.011099134;0.0054939045;-0.00054939045;0;0;0;0;0;0;0;0;0;0;0.00008627713;-0.0014694942;0.0030141326;0.022497918;0.04496244;0.08413319;0.11581822;0.11750017;0.0894063;0.0488848;0.013247712;0.016893616;0.029378751;0.031171089;0.021814197;0.00716935;-0.0012579762;0.00017255424;-0.000011132531;0;0;0;0;0;0;0;0;0;0
