;meta[fps=30]
;meta[frames=92]
jaw_open_a;0;-0.009051429;0.008457143;0.035108574;0.046719998;0.044114288;0.027702857;-0.0025142857;-0.0058057145;0.00013714285;0.00009142858;0;0;0;0;0.00054857146;-0.002697143;-0.0056000003;0.0041142865;0.03315592;0.05827919;0.08145634;0.094275914;0.09788409;0.09297894;0.12269583;0.12601602;0.10883657;0.081839025;0.0409182;0.0046994276;0.018020574;0.033718858;0.05365029;0.080256;0.10627886;0.10274744;0.07603429;0.041174863;0.013149717;0.00016914024;0.011017142;0.011414858;0.015908571;0.03430857;0.06343315;0.08802286;0.08270628;0.057609137;0.025700564;0.00088228285;-0.014399998;0.009051429;0.015657144;0.041588575;0.0725943;0.08925714;0.090377145;0.08130286;0.04105143;0.016080001;0.0009371429;-0.006765715;-0.0048609525;0.00015999944;0.01869714;0.04608;0.07082057;0.11024915;0.14897831;0.14572802;0.11194973;0.059841532;0.0038719985;-0.014582858;-0.009081905;0.007192381;0.033264764;0.044510484;0.078643814;0.081630476;0.053470474;0.03503238;0.0018937872;-0.004977674;0.04628298;0.08685349;0.11235842;0.099807106;0.04919955;0.016745146;-0.0010861711;-0.0051090294;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.0063634287;0.002230857;0.020260572;0.047780577;0.08165486;0.11291429;0.100416005;0.07279543;0.03433143;0.0025782862;-0.009142858;0;0;0;-0.010258285;0.0057325712;0.036114283;0.070189714;0.09516801;0.107676744;0.0968751;0.089842945;0.07404278;0.055959508;0.03787755;0.024026122;0.01633306;0.007993469;-0.008534204;0.0018155107;0.031387426;0.059794284;0.09062399;0.108082294;0.09691657;0.0871863;0.08298972;0.07352229;0.080530286;0.09064228;0.09314515;0.08650058;0.07908572;0.06563201;0.060459103;0.060489804;0.07065078;0.0828467;0.0887445;0.08676638;0.075694375;0.051075924;0.029259106;0.01163037;-0.0002657952;-0.0033763275;-0.007817144;0.004411429;0.02482286;0.053097147;0.08525714;0.10635428;0.09275428;0.09081905;0.088594295;0.08713143;0.08676572;0.076850295;0.055181712;0.03589486;0.026052574;0.027552;0.04292267;0.065616;0.09477333;0.10728762;0.11056001;0.10755429;0.11388191;0.09714285;0.06861715;0.033584766;-0.0061714286;-0.003627276;0.039524578;0.076032005;0.11063864;0.105962075;0.062002294;0.028542176;0.0030473159;-0.008307202;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.00091604836;0.008584137;0.023767637;0.037262175;0.042103235;0.03830863;0.025576195;0.01682539;0.009066334;0.002687711;-0.00030216874;0;0;0;-0.0011622363;0.0104906615;0.033750657;0.059501152;0.07075518;0.06058165;0.033253185;0.012101697;0.0045150365;0.012876523;0.03195832;0.042756874;0.039614324;0.024480442;0.0067520416;0.010743529;0.04447224;0.09441214;0.14180331;0.16126028;0.14389688;0.119724646;0.110861406;0.11485719;0.1295903;0.14317597;0.15749353;0.17586412;0.193707;0.19458774;0.18561715;0.16480707;0.14397226;0.12832431;0.12157148;0.11958125;0.115524195;0.092998005;0.06144136;0.029314913;0.007449438;-0.0020158973;0.009709954;0.037530947;0.07994271;0.12696254;0.13925208;0.11088638;0.06244634;0.019981302;-0.00219947;0;0;0;-0.00019322895;0.0013693012;0.0085283145;0.024492364;0.048676994;0.07341985;0.088599056;0.086545095;0.07761999;0.07311767;0.08087864;0.09427505;0.099896185;0.08521477;0.05725939;0.027815428;0.007614652;-0.0003244339;-0.000839711;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0016402991;0.015226442;0.043646842;0.07267317;0.09007808;0.10279303;0.09142926;0.072299354;0.061507396;0.066136785;0.07963776;0.087096155;0.06544736;0.02742062;0.0036785067;0.017112928;0.059225388;0.10292089;0.12106151;0.101924695;0.055664256;0.020118715;0.0036899573;-0.0018922124;0.012546999;0.04120786;0.07617228;0.099090666;0.09316498;0.060544357;0.026967604;0.0076733367;0.020531647;0.06294683;0.1163453;0.13811934;0.121135935;0.07407396;0.031102704;0.0051985737;0.00074428925;-0.0035267868;0.0037228784;0.026243359;0.06446118;0.10691859;0.11905049;0.09682342;0.05377345;0.016122442;-0.0036785058;0.018807618;0.036956824;0.04544458;0.035496872;0.01688964;-0.0047842055;0.016030846;0.04811401;0.080396354;0.10421242;0.09892844;0.066891804;0.044559546;0.04329521;0.06403751;0.10163365;0.13752079;0.15794915;0.15668243;0.14680628;0.13555844;0.12819666;0.12666658;0.11632621;0.09288109;0.09040729;0.096853025;0.12283397;0.12633832;0.1026165;0.05717191;0.022758076;-0.0023903137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;-0.0034033745;0.033184487;0.07656002;0.10168774;0.09311569;0.05865254;0.014631326;0.0067844833;0.0038168682;-0.00038168684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0022225305;0.02115181;0.055141818;0.07761362;0.070731334;0.04192591;0.0058087977;-0.0034987957;-0.0012842171;-0.0019190366;-0.0028591168;0.0027689976;0.022864103;0.060113907;0.112164676;0.16755344;0.22020678;0.24462765;0.21695888;0.14892675;0.07141076;0.016287064;-0.0068098395;0.04498338;0.12863243;0.19945124;0.20412292;0.1452994;0.052263256;0.0146074705;0.008273857;0.011212049;0.0081108445;0.003578314;-0.0011927711;0.00063614466;-0.000047710855;0;0.00015744581;-0.0029040005;0.010146508;0.022752397;0.029121794;0.022744447;0.012373695;0.006994865;0.030748505;0.0613039;0.09343147;0.100011036;0.080108784;0.044493776;0.014504097;-0.0015903617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.0389132;0.06442525;0.08159954;0.09967646;0.08131765;0.06649073;0.0404745;0.026655924;0.01363426;0.0064051207;0;0;0;0;0;0;0;0;0;0;0;0;0.0010408661;0.0018838592;0.003724349;0.005413046;0.009140107;0.0104357675;0.013081302;0.009462666;0.007936604;0.004437234;0.0030954925;0.0014908238;0.0007481225;-0.00010029176;0.00004879058;0.000046080007;0;0;0;0;0;0;0.001165553;0.0036457411;0.007881035;0.013430966;0.021901553;0.03067031;0.03905958;0.04061817;0.038357083;0.032644518;0.029441506;0.029007811;0.035585508;0.041408747;0.0489871;0.0447247;0.03648135;0.027928319;0.022546899;0.024955938;0.033407778;0.056285825;0.08221283;0.121880926;0.1482021;0.17722641;0.18873218;0.1878614;0.16832279;0.13791;0.10684801;0.078851014;0.0641603;0.058617145;0.066207826;0.07777559;0.08894525;0.08891746;0.081665285;0.06337559;0.044833478;0.027561264;0.015364294;0.0071837376;0.0027282077;0.00037270592;-0.00007081412;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00003180723;-0.0006043375;0.001160964;0.014050847;0.042115048;0.071882084;0.097124524;0.1120796;0.11931347;0.12135165;0.1352698;0.13066322;0.10611666;0.06586369;0.026427265;-0.0013072777;-0.0015013013;-0.0008436869;0.009469014;0.0364662;0.08051603;0.10330195;0.094240844;0.054726727;0.017200293;-0.0009762168;0.00971711;0.02615615;0.048956636;0.073511824;0.09725592;0.111866035;0.10267375;0.07370797;0.037373494;0.009733011;-0.0011344578;0;0;0;0;-0.0009383135;0.009478557;0.01781205;0.0215494;0.016380725;0.0074747;-0.0018925305;0.00009542171;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00036578317;0.0021363858;0.022530124;0.039573498;0.045351814;0.03408675;0.0121161165;0.023250028;0.078268066;0.13749218;0.16846703;0.14946856;0.08998553;0.039641358;0.009551712;-0.0011476051;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0013247713;0.012319259;0.03493834;0.059147146;0.07611312;0.07200522;0.048727088;0.023780202;0.03288439;0.097952366;0.18173859;0.2117686;0.1723455;0.08575946;0.01603641;0.015282184;0.047240894;0.067546636;0.06410429;0.041084606;0.009512749;-0.0010655426;0.00331829;0.01799844;0.04759825;0.10443619;0.17508258;0.22875443;0.22036527;0.18154487;0.12090041;0.073904425;0.041261613;0.029187271;0.032017164;0.053436153;0.059414316;0.040247813;0.010631569;-0.009258926;-0.005080146;0.005866845;0.02646203;0.053358223;0.08383167;0.1057608;0.113170445;0.10966397;0.10079347;0.08974968;0.0733455;0.0845907;0.11458628;0.15463953;0.18494746;0.19210495;0.16070087;0.13703033;0.11289408;0.10245825;0.09605704;0.08153466;0.04930598;0.020973688;0.0021040482;-0.00035995184;0.00013470365;-0.002234856;0.0061841225;0.014442872;0.018965464;0.015135474;0.0085342005;0.0047229766;0.020460004;0.039123952;0.05844844;0.072824255;0.10255288;0.11345322;0.102514714;0.0657376;0.020754453;0.04805432;0.16045898;0.28141057;0.34387395;0.3042098;0.18225895;0.07980579;0.01909363;-0.002299759;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0013448099;0.01245953;0.03588015;0.0615629;0.07810584;0.0726843;0.047727395;0.022584569;0.027569715;0.081075445;0.15056749;0.17547652;0.14284429;0.07110904;0.0132365795;0.013534375;0.041140273;0.058501456;0.055198275;0.03512075;0.007830941;-0.0010305546;0.0025819521;0.014539404;0.038799413;0.085365206;0.14311886;0.18691999;0.17956297;0.15268937;0.108334005;0.072416;0.043251745;0.029000616;0.028868513;0.048925623;0.054974295;0.03749548;0.0101339435;-0.0084956065;-0.0047906996;0.0053510373;0.024862656;0.05078661;0.08023587;0.10244897;0.09909437;0.07324092;0.037653927;0.009904241;-0.004153362;0.02793709;0.079305366;0.13181752;0.16410744;0.1672969;0.13524635;0.117729306;0.10512727;0.100014664;0.09458477;0.07794442;0.045710173;0.01922588;0.0030280482;-0.00042303617;0.00011021206;-0.0018246219;0.003469176;0.024881208;0.06823825;0.11673713;0.14915395;0.14833236;0.12192301;0.08614677;0.06502929;0.06474587;0.101291664;0.12411567;0.1167951;0.07546743;0.02364149;0.04552011;0.15357438;0.26941705;0.32890955;0.29062927;0.17372362;0.07573529;0.017964566;-0.0021699532;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0009629641;0.009434821;0.021221388;0.027898127;0.023183499;0.01184223;-0.0009629641;-0.0016698798;-0.0006540362;0.0000667952;0;0;0;0;-0.0014271905;0.012884793;0.04160895;0.07130831;0.081078224;0.0656374;0.032905534;0.010146189;0.0009306787;-0.00017366742;0;0;0;0;-0.00074142666;0.0062898803;0.024406964;0.055663217;0.09510523;0.123217665;0.13349745;0.12681067;0.11203056;0.0930418;0.08218259;0.076239474;0.082998596;0.09498276;0.107592575;0.1104915;0.1067621;0.0961027;0.07510562;0.048437644;0.023010941;0.0058111795;-0.0015207038;0.0083494;0.015552147;0.031271286;0.04953699;0.06621073;0.06348605;0.06094226;0.05497801;0.066937126;0.07299879;0.06456868;0.03593303;0.011472074;-0.0012635425;0;-0.0011878413;0.010813029;0.033820637;0.055723887;0.07303497;0.08037688;0.076739885;0.071986295;0.061180685;0.05308734;0.052181885;0.05916941;0.0764805;0.09203264;0.09166526;0.07675509;0.045773257;0.015578123;0.0021931091;-0.0011689159;-0.00059002417;0.000055662655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
