;meta[fps=30]
;meta[frames=28]
jaw_open_a;0;-0.00832;0.0035200005;0.031296004;0.04928457;0.09478139;0.1177032;0.12090189;0.1280823;0.12752719;0.10582859;0.104508094;0.064129315;0.04458123;0.0446683;0.06628877;0.0882547;0.08678096;0.04931048;0.01814857;-0.0030019055;-0.004358095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.0068571432;0.0010514287;0.024438862;0.05406172;0.10176915;0.110783994;0.08110629;0.04359314;0.008941714;-0.012617143;-0.009935239;0.011001905;0.033600003;0.04259048;0.060087625;0.041920003;0.030967621;0.065507054;0.10518401;0.13469258;0.170592;0.171568;0.15025601;0.104496;0.052128002;0.0065760002;-0.013199999;-0.0027840002;0.0007680001;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.0010921012;0.009947711;0.03157504;0.046768557;0.046174556;0.03038704;0.008640911;-0.0009733013;-0.00037850608;0.002598651;0.01943422;0.033190846;0.03723037;0.027513256;0.011485592;-0.00118641;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0015479785;0.0117798075;0.06795933;0.11269898;0.12345897;0.089479305;0.03545179;-0.0036999765;-0.0019466028;0.01771504;0.0543522;0.10145474;0.15473107;0.1789491;0.16421837;0.1203499;0.09677167;0.10975713;0.17021655;0.22274739;0.22460717;0.1610198;0.08691223;0.026315635;-0.0023595397;-0.0018335278;0.00015028917;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0.00016698797;-0.0016698797;-0.0033397593;-0.0041746995;-0.0033397593;-0.0016698797;0.00016698797;-0.0038645794;0.038804825;0.075701214;0.09343375;0.07331567;0.03570362;-0.009534219;0.008439254;0.056322657;0.20777358;0.4473751;0.69180495;0.8201447;0.8168002;0.6406255;0.41318077;0.20260651;0.061640028;-0.0069109164;0;0;0;0;0;0;0;0;0;0
jaw_up;-0.0020329414;-0.0033882358;-0.004065883;-0.005082354;-0.003984565;-0.0033069183;-0.0018115765;0.003948423;0.009929787;0.020270681;0.03097299;0.050697036;0.061001785;0.07573383;0.060708135;0.050425973;0.030295338;0.020130634;0.010105976;0.0050236234;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.0012987953;0.011445301;0.04004981;0.07443158;0.115767725;0.12600304;0.101613514;0.060330376;0.022820897;-0.0024173502;-0.0014419279;0.013857352;0.034457833;0.047286753;0.042886753;0.025657834;0.00417735;-0.0005619278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0018925305;0.017403329;0.05071393;0.09867558;0.14688182;0.18462302;0.19760878;0.19346988;0.15575494;0.13378283;0.15664425;0.21436597;0.24135646;0.20603533;0.12177766;0.05314559;0.039919585;0.072376475;0.10597335;0.12193685;0.1217526;0.09545199;0.061558448;0.030173056;0.009192687;-0.0010303158;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.001569687;0.014454797;0.04188138;0.08123473;0.12078623;0.15189624;0.1628125;0.15979928;0.12884542;0.11025856;0.1283244;0.17521478;0.19727696;0.16847323;0.10031376;0.045255776;0.03673643;0.06650333;0.09700609;0.11148172;0.11133589;0.08733304;0.056299992;0.027583074;0.008382796;-0.00094014226;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0009240001;0.008093351;0.028403541;0.059097037;0.10076133;0.12580858;0.12993859;0.120599985;0.10663058;0.09366754;0.08708026;0.07817328;0.06958118;0.06137612;0.060603704;0.06134635;0.053234838;0.040915765;0.022138894;0.0043314826;-0.0005492048;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;-0.00096853025;0.008505254;0.0296515;0.06068343;0.10158595;0.12593947;0.1301719;0.12220737;0.10997305;0.09780009;0.09069754;0.08059614;0.0706452;0.061285652;0.059814088;0.060354758;0.05243608;0.040292345;0.021801207;0.0042767473;-0.0005417832;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;-0.0011021207;0.010264195;0.028560512;0.052200444;0.06994332;0.09204537;0.12113674;0.15554021;0.17031708;0.1607975;0.12685573;0.10411211;0.1288887;0.19619612;0.2595646;0.26582655;0.20155725;0.11513246;0.065723315;0.09620547;0.18219852;0.27177793;0.318588;0.31767955;0.24922454;0.16078436;0.07885339;0.02397613;-0.0026885064;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;-0.0011689159;0.010831954;0.030874964;0.056174755;0.073329985;0.09619446;0.12880306;0.16893664;0.18763931;0.17685382;0.13598734;0.10754898;0.13763064;0.22193877;0.30403677;0.31671923;0.24271795;0.13584286;0.06976776;0.09039764;0.17013589;0.2538568;0.29759762;0.29662073;0.23257917;0.14991678;0.07347304;0.022336312;-0.0025048195;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;-0.00031171093;0.0031171092;0.0062342184;0.0077927723;0.0062342184;0.0031171092;-0.00031171093;-0.0020372532;0.019422557;0.050244827;0.06993085;0.064494476;0.03894902;0.011748533;0.0069541214;0.009462652;0.007069158;0.003117109;-0.0009796628;0.000055662655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;-0.0002115181;0.002115181;0.004230362;0.0052879527;0.004230362;0.002115181;-0.0002115181;-0.0020372532;0.019422557;0.050244827;0.06993085;0.064494476;0.03895459;0.01169287;0.0068427958;0.0093234945;0.0069578327;0.0030614461;-0.0009740964;0.000055662655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;0;0;0;0;0;0;-0.0008460724;0.007436531;0.025794076;0.054248825;0.08071086;0.08478536;0.06275408;0.041862775;0.03697837;0.07886954;0.15835248;0.23656905;0.27617863;0.27540657;0.2160173;0.1393164;0.06833481;0.020773303;-0.0023294822;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;0;0;0;0;0;0;-0.00080154225;0.0075812535;0.020372532;0.028721932;0.026885064;0.016743328;0.002170844;0.006606044;0.02693683;0.07955976;0.15824114;0.23671377;0.2761675;0.27540657;0.2160173;0.1393164;0.06833481;0.020773303;-0.0023294822;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;0;0;0;-0.0013526026;0.013526027;0.027052054;0.033815067;0.027052054;0.013526027;-0.0013526026;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;0;0;0;-0.0014416629;0.0144166285;0.028833257;0.036041573;0.028833257;0.0144166285;-0.0014416629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00090650615;0.008149013;0.026354522;0.049623106;0.06627418;0.07150235;0.06482282;0.057149965;0.04944657;0.038768884;0.02527148;0.012269322;0.0037243085;-0.000417947;0;0;0;0;0;0;0;0;0;0
lips_out;0;0;0;-0.0017533735;0.016026072;0.049349368;0.080691785;0.09960281;0.10542764;0.10605284;0.12213229;0.13771148;0.1306646;0.120243445;0.111676164;0.11289616;0.10376133;0.08152035;0.043271355;0.01630757;0.001574458;0.00095421704;-0.000896964;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_up;0;0;0;0.00022042412;-0.0022042412;-0.0044084825;-0.005510603;-0.0044084825;-0.0022042412;0.00022042412;0;0;0;0;-0.00087469904;0.006517303;0.03686141;0.09340831;0.1532315;0.19410063;0.18109536;0.12674706;0.062952556;0.01870146;-0.0021675047;-0.00053102174;0.00021875423;-0.00013359038;0.000010019278;0;0;0;0;0;0;0;0;0;0;0
lip_upper_front;0;0;0;0;-0.0014583616;0.0145836165;0.029167233;0.03645904;0.029167233;0.0145836165;-0.0014583616;-0.0009907953;0.009148158;0.026239377;0.05034131;0.07599344;0.081851944;0.06432933;0.038371053;0.012518532;-0.0013693013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_front;0;0;0;-0.0007831736;0.006518097;0.028799862;0.045852117;0.048504442;0.034104515;0.012353214;-0.0013136388;-0.0007792773;0.006750026;0.024704944;0.05228579;0.07868474;0.087863505;0.07928589;0.05736593;0.03273892;0.013655905;0.004115326;-0.0013915665;0.00007792773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00008906026;-0.0014583617;0.0033219468;0.013313394;0.03770978;0.07236535;0.10628506;0.12191457;0.1217526;0.09545199;0.061558448;0.030173056;0.009192687;-0.0010303158;0;0;0;0;0;0;0;0;0;0
lip_lower_back;0;0;0;0;0.00012245784;-0.0012245786;-0.0024491572;-0.0030614464;-0.0024491572;-0.0012245786;0.00012245784;0;0.000055662655;-0.0005677591;-0.0019444821;0.008256627;0.018016146;0.023229882;0.019018074;0.009414411;-0.0009425543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_out;0;0;0;0;0;0;0;0;0;0;0;-0.0005158073;0.0040930607;0.020966265;0.034195427;0.036941446;0.026458317;0.010134315;-0.0010650122;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_out;0;0;0;0;-0.0010186266;0.00982764;0.023189066;0.039161704;0.055061348;0.07286895;0.08775457;0.09899604;0.10650785;0.10794988;0.09589203;0.07029044;0.03821613;0.011195617;0.0017581979;0.028480912;0.075063325;0.1339672;0.17931893;0.18034033;0.1294808;0.07021677;0.0216717;-0.0014377666;-0.0011922941;0.00009351327;0;0;0;0;0;0;0;0;0;0
lips_blow;0;0;0;0;0.000100192796;-0.0010019279;-0.0020038558;-0.0025048198;-0.0020038558;-0.0010019279;0.000100192796;-0.00033397597;0.003373157;0.0063280496;0.0069053513;0.01570482;0.022129882;0.023457834;0.019229062;0.009492869;-0.0009510363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_center_up;0;0;0;0;0;0;0;0;0;0;0;0;0.000055662655;-0.00056404824;-0.0019667472;0.008033977;0.017626507;0.022784581;0.018684098;0.009269688;-0.00092771096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_right_up;0;0;0;-0.0012156725;0.010319857;0.042682126;0.06712917;0.07023514;0.048894078;0.017153006;-0.0018368679;-0.00040819278;0.002812819;0.020754749;0.035731718;0.050467473;0.049113017;0.035716873;0.01687692;0.008471857;-0.00085720496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_left_up;0;0;0;-0.0011806049;0.009646338;0.045209207;0.072709344;0.07760488;0.055000275;0.020416506;-0.0021597112;-0.00040819278;0.002812819;0.02072135;0.03592097;0.05258265;0.05284242;0.040002897;0.020105354;0.009885689;-0.0010019279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_center_down;0;-0.0010575905;0.010063809;0.024928523;0.048749354;0.07331965;0.09306518;0.10486177;0.11392524;0.11124016;0.10875847;0.10397706;0.10037887;0.10844248;0.124132715;0.1372093;0.13261019;0.10295736;0.073425904;0.06714512;0.1223812;0.2288967;0.3400682;0.3982513;0.39706063;0.31154776;0.20095831;0.09857466;0.029999387;-0.0033631374;0;0;0;0;0;0;0;0;0;0
lip_lower_right_down;0;0;0;0;0;0;0;0;0;0;0;-0.0009425543;0.0082065305;0.02956058;0.06188203;0.0876223;0.088277265;0.06108791;0.033718772;0.026665753;0.07152039;0.15625955;0.24197833;0.2871202;0.28617394;0.22457711;0.14489211;0.07104837;0.021609914;-0.0024229954;0;0;0;0;0;0;0;0;0;0
lip_lower_left_down;0;0;0;0;0;0;0;0;0;0;0;-0.0009351327;0.008313218;0.027758967;0.056608923;0.07894356;0.07889625;0.05410411;0.030405173;0.024310665;0.06510248;0.14199321;0.21974783;0.2606159;0.25959614;0.20356669;0.1311991;0.06428535;0.019554289;-0.002192552;0;0;0;0;0;0;0;0;0;0
lip_lower_in;0;0;0;0;0.00033397594;-0.0033397593;-0.0066795186;-0.008349399;-0.0066795186;-0.0033397593;0.00033397594;-0.001569687;0.01578593;0.030484583;0.03687094;0.03729398;0.029890848;0.017299952;0.015785929;0.007737109;-0.0007755663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_center_up;0;0;0;0;-0.0012357112;0.01235711;0.02471422;0.030892778;0.02471422;0.01235711;-0.0012357112;-0.0011021207;0.010446026;0.027794223;0.039056633;0.036421936;0.022101786;0.008724194;0.009041657;0.016635343;0.029984364;0.050401982;0.071030006;0.085041404;0.084744714;0.06651464;0.042925924;0.021037143;0.006405658;-0.00071804825;0;0;0;0;0;0;0;0;0;0
lip_upper_left_up;0;0;0;-0.00111047;0.010024844;0.03209827;0.0570982;0.07951062;0.09579909;0.104262285;0.11200122;0.10903944;0.09565427;0.08792072;0.093117885;0.10762817;0.104857065;0.09027278;0.07482898;0.07459631;0.08630718;0.102648064;0.10356204;0.09175043;0.066312596;0.0353597;0.0101578785;-0.0015663473;-0.0010754025;0.00009351327;0;0;0;0;0;0;0;0;0;0
lip_upper_center_down;0;0;0;0;0;0;0;0;0;0;0;0;0.00004453013;-0.00045272295;-0.0016550364;0.0074216863;0.01606795;0.020669397;0.016891759;0.008379084;-0.0008386506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_right_down;0;0;0;-0.0011922941;0.010904314;0.034032147;0.050179884;0.04931155;0.032295473;0.008993973;-0.0010186266;-0.0006568194;0.005425254;0.024565788;0.039279286;0.041709885;0.029527184;0.009247423;0.0016546653;0.011117502;0.029874705;0.055352617;0.07971394;0.09002934;0.089984804;0.07060418;0.045566004;0.022378055;0.006826468;-0.00076480483;0;0;0;0;0;0;0;0;0;0
lip_upper_left_down;0;0;0;-0.0015079012;0.013737542;0.043572724;0.06452693;0.063694775;0.041908413;0.0119068;-0.00134147;-0.00050467486;0.0039483383;0.020710219;0.037264295;0.054846272;0.056089405;0.042689547;0.022465449;0.009577687;-0.0009945062;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_in;0;0;0;0.00018702654;-0.0018702653;-0.0037405307;-0.0046756635;-0.0037405307;-0.0018702653;0.00018702654;0;-0.0006456868;0.0065236636;0.012223519;0.013971328;0.020331714;0.04349109;0.08895264;0.14145738;0.1739267;0.15862736;0.11067554;0.05420708;0.016357863;-0.0017338927;-0.00030391818;0.0003487265;-0.000027274698;0;0;0;0;0;0;0;0;0;0;0;0
cheek_left_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00041031334;0.0036069404;0.012995721;0.021442689;0.028165624;0.03247892;0.034506395;0.036016922;0.036319166;0.028506279;0.018396825;0.009015919;0.0027452821;-0.000307735;0;0;0;0;0;0;0;0;0;0
nostrils_out;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0005937351;0.004442411;0.024852054;0.062888205;0.10305054;0.1303919;0.12154049;0.08510224;0.042383138;0.012897831;-0.00102141;-0.000011132493;0.00032840966;-0.000027831327;0;0;0;0;0;0;0;0;0;0;0;0
tongue_front;0;0;0;0;0;0;0;0;0;0;0;-0.0010973497;0.01108482;0.020833738;0.025207233;0.019163858;0.008746989;-0.0022106029;0.0002282169;-0.0009963615;-0.0041691326;-0.0061507234;0.001987157;0.03078145;0.07988148;0.10754582;0.099725224;0.06139592;0.020161016;-0.0021986752;0;0;0;0;0;0;0;0;0;0
tongue_up;0;0;0;-0.0012023135;0.007729157;0.06606135;0.123552255;0.16402444;0.1728044;0.16892117;0.17177044;0.2000126;0.19152242;0.17105235;0.15384595;0.16803065;0.16959769;0.14259315;0.08286579;0.029620484;-0.0031767474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_down;0;0;0;0;0.00012722892;-0.0012722893;-0.0025445786;-0.0031807234;-0.0025445786;-0.0012722893;0.00012722892;-0.0014949399;0.0149812065;0.029294463;0.036848683;0.062342178;0.07643278;0.07239326;0.06718324;0.05784861;0.082278155;0.16623016;0.24709609;0.2884614;0.28746024;0.22557212;0.14547516;0.071349196;0.021729907;-0.002435639;0;0;0;0;0;0;0;0;0;0
tongue_roll;0;-0.003276145;0.029167235;0.09957811;0.16737762;0.24260627;0.28553772;0.31312472;0.35281557;0.4008776;0.41607496;0.4110843;0.34708488;0.2535388;0.15572058;0.10736207;0.085336156;0.08401349;0.070035025;0.045841377;0.013539542;0.0077076876;-0.0023593016;-0.0038415175;0.0089783855;0.022081373;0.030453032;0.02640636;0.013937926;-0.0013804337;0;0;0;0;0;0;0;0;0;0
tongue_wide;0;0;0;0;0;0;0;0;0;0;0;-0.00021469886;0.0021469884;0.003928194;0.0059559043;0.042303625;0.07285447;0.081673026;0.06568194;0.034224585;0.003769157;0.006520483;0.00430988;-0.00041349404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_up_flat;0;0;0;-0.0010186266;0.010186267;0.020372534;0.025465667;0.020372534;0.010186267;-0.0010186266;0;-0.00089060253;0.008985545;0.016826026;0.020992778;0.03554458;0.043432776;0.04656579;0.042633623;0.02364669;-0.0008866259;-0.0061368076;-0.0027978446;0.02405422;0.06605766;0.08840622;0.08135098;0.049832;0.016320294;-0.0017812054;0;0;0;0;0;0;0;0;0;0
tongue_low;0;-0.00465976;0.041572057;0.14039475;0.24124992;0.33829036;0.39046872;0.42524388;0.49090877;0.5847509;0.65642065;0.69265133;0.6287698;0.50370705;0.34853074;0.25749245;0.21259917;0.18110907;0.12457833;0.064012066;0.0063574696;-0.0010019275;-0.0013279521;0.00011132532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
tongue_back;0;0;0;-0.0046255672;0.043385066;0.12095495;0.1748506;0.17623729;0.1400327;0.09905466;0.11327692;0.13721982;0.16287577;0.15557851;0.12653281;0.1095055;0.10083915;0.0824682;0.09314987;0.123052634;0.28294286;0.5872291;0.903548;1.0712398;1.0667454;0.8368387;0.5397266;0.2646998;0.08053591;-0.0090292785;0;0;0;0;0;0;0;0;0;0
normal0;0;0.00010019278;-0.0012468436;-0.0024652989;0.024920171;0.12625478;0.22442459;0.28587338;0.27598658;0.21232612;0.13459419;0.08753769;0.098590806;0.18042235;0.31660363;0.43831226;0.46871662;0.36835507;0.24860482;0.16391464;0.23788345;0.46393484;0.7171782;0.8507252;0.84736705;0.6646606;0.42864308;0.21014935;0.063921325;-0.0071671237;0;0;0;0;0;0;0;0;0;0
normal1;0;0.00010019278;-0.0012468436;-0.0024652989;0.024920171;0.12625478;0.22442459;0.28587338;0.27598658;0.21232612;0.13459419;0.08753769;0.098590806;0.18042235;0.31660363;0.43831226;0.46871662;0.36835507;0.24860482;0.16391464;0.23788345;0.46393484;0.7171782;0.8507252;0.84736705;0.6646606;0.42864308;0.21014935;0.063921325;-0.0071671237;0;0;0;0;0;0;0;0;0;0
