;meta[fps=30]
;meta[frames=60]
jaw_open_a;0;0;-0.00448;-0.0040411437;0.019826287;0.058573715;0.086404584;0.078004576;0.05615658;0.04494629;0.05747315;0.07586286;0.07751429;0.05181715;0.030822858;0.019108573;0.012468572;0.0053485716;-0.00026285718;-0.00144;0;0;0;0;0;0;0;-0.010294857;0.010907428;0.037193146;0.050084572;0.04867657;0.031652577;-0.0009874279;-0.0029165717;-0.014738287;0.008960001;0.055867434;0.09850973;0.11188573;0.08932117;0.040333718;0.043212194;0.055902474;0.08342629;0.08518362;0.07521905;0.07535429;0.09873906;0.118881926;0.15580572;0.16698286;0.1591543;0.13513143;0.09083429;0.045531433;0.015634287;-0.001051428;-0.005028572;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.0021028572;-0.0078080012;0.012694857;0.04758858;0.08646401;0.08383316;0.07815887;0.06816687;0.07385029;0.074918866;0.06509143;0.021040002;-0.00053142844;-0.0054857144;-0.0020057142;0.00050285715;0.00028;-0.000080000005;0;0;0;0;0;0;0;0;0;0;0;0;-0.0061257146;0.00208762;0.015131431;0.05537524;0.082726106;0.10331886;0.12761295;0.17134021;0.21155202;0.23943013;0.2017707;0.14755201;0.10597029;0.07096991;0.049691427;0.027520001;0.00024380996;-0.0065828576;-0.0071771434;0.0045485725;0.022720002;0.055977147;0.06770286;0.057897147;0.02656;0.005988571;-0.008137143;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.00047233744;0.003705225;0.018022299;0.0482309;0.06701943;0.06523505;0.041828103;0.015041323;-0.0016059473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00069466996;0.005784463;0.025515763;0.04029022;0.045194894;0.045799553;0.04219198;0.047301177;0.068084665;0.0888392;0.10217438;0.10230351;0.079814844;0.052849628;0.046708606;0.04806709;0.045665648;0.03150188;0.012363472;-0.0012945544;0;-0.0000031807106;-0.0006902171;0.007283856;0.014520001;0.018114218;0.01447229;0.007217061;-0.0007220242;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.00078245794;0.006192868;0.03029734;0.06716876;0.10698204;0.11491814;0.10529666;0.10285148;0.12311224;0.14774643;0.16143563;0.14141853;0.11136428;0.07932407;0.048863664;0.02218197;0.005188555;-0.0006279941;0;0;0;0;0;-0.0003363615;0.0023760002;0.014920136;0.042946916;0.083572224;0.124622636;0.14684686;0.13179168;0.09216402;0.059633795;0.036970187;0.051401287;0.08223012;0.098128825;0.08570109;0.05783271;0.024205625;0.03264185;0.06553133;0.10049527;0.11500271;0.12033392;0.12988324;0.15547772;0.18575026;0.2188926;0.22675776;0.22897628;0.21389727;0.17265363;0.11373312;0.05825495;0.0128676165;-0.0015744582;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;-0.0007633737;0.0057968684;0.030487232;0.08731086;0.12022339;0.16099912;0.17467397;0.1605595;0.11623726;0.07216607;0.012425269;-0.001422237;-0.0006043373;0.00040667836;0.00013177293;-0.000013631681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00042939768;0.0044530127;0.0069975914;0.007554218;0.004612049;0.0011132532;-0.0020197593;0.00015903616;-0.0027672295;0.027767714;0.05443808;0.06679519;0.052004825;0.024571087;-0.0046756635;-0.0003816868;0.000047710855;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.037566952;0.052308485;0.061671987;0.06777105;0.07148658;0.06845094;0.066390455;0.057972267;0.046243314;0.031992625;0.020033281;0.010815248;0.00585487;0.0023920943;0.00040997643;-0.00015585884;-0.000023717652;0.0000474353;0.000020329415;0;0;0;0;-0.0005407624;0.0027749648;0.0055499296;0.0121813845;0.017731315;0.032075744;0.038166437;0.05135819;0.040870253;0.03532032;0.020975888;0.014344432;0.006630099;0.0064451015;0.0051772236;0.011438683;0.016615907;0.03022306;0.0359424;0.0485873;0.038605556;0.033245366;0.020214215;0.014393224;0.008741647;0.0065867295;0.005726118;0.0070746364;0.009995295;0.008036895;0.0070610824;0.004201412;0.0029071062;0.0014772707;0.0008064001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.001661928;0.014834894;0.049420487;0.093855195;0.10957593;0.10817244;0.08737844;0.070203334;0.051157955;0.0335288;0.0074985554;-0.0010297593;-0.0010854217;0.0002226506;0.00043734946;0.00015108437;-0.000015903615;0;0;0;0;0;0;0;-0.0015506025;0.014917592;0.036864582;0.05088362;0.046040967;0.027433736;0.0037187957;0.0023166263;0.021800678;0.040310893;0.057986178;0.080032825;0.10959236;0.13796653;0.14896336;0.1190232;0.0686204;0.025209753;0.007658121;0.017931992;0.04548633;0.08044248;0.11656356;0.14557773;0.15725297;0.14175889;0.12653911;0.10065996;0.07331567;0.04493766;0.019800004;-0.0020356628;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.0014450027;0.012943796;0.042064272;0.08523067;0.10360074;0.099302195;0.08562393;0.10689262;0.16425633;0.23991302;0.28022948;0.2727651;0.21215127;0.12994726;0.05729218;0.013345123;-0.0016197836;0;0;0;0;0;0;0;0;0;0;0;0;0.00010019278;-0.0013025062;0.001001928;0.0035067478;0.0055106035;0.0050096395;0.0031059764;-0.0002616145;-0.00023378318;-0.0030169163;0.00231;0.011937785;0.0299094;0.039095595;0.036355138;0.020509833;0.008256627;-0.0008646266;-0.00045643383;0.0043416875;0.009919087;0.030224824;0.043416873;0.044919766;0.030492004;0.014138315;-0.0014360966;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.001371528;0.012294769;0.039835542;0.08069973;0.098137446;0.09364686;0.07802151;0.091479085;0.13554609;0.19688857;0.2288765;0.22246835;0.17287847;0.105763234;0.04654651;0.010829171;-0.0013150304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00008906026;-0.001569687;0.005009639;0.011355182;0.015195906;0.012691086;0.006879905;-0.00067908445;-0.0004898314;0.004709061;0.010308724;0.029835185;0.042136632;0.04319422;0.029011376;0.013615087;-0.0013804339;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;-0.00048612052;0.0032937448;0.023939768;0.05719302;0.086870864;0.089322925;0.074780926;0.060375534;0.05886835;0.05692001;0.044889547;0.020207139;0.0033159042;-0.0012118561;-0.00036101218;0.000111325295;-0.0000063614443;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017633929;0.016201172;0.04887293;0.079842515;0.086135186;0.072277956;0.04935441;0.050211992;0.056608185;0.06614162;0.063038886;0.061908476;0.06774654;0.08828701;0.11198261;0.14198153;0.15407749;0.13862182;0.09890744;0.0518827;0.015982604;0.0007259342;-0.0008720483;0.000055662655;0;0;0;0;0;0;0;0;0;0;0;0;0
