;meta[fps=30]
;meta[frames=36]
jaw_open_a;0;0;0;0;0;0;0;0;0;0;0;-0.00054857135;-0.008411429;0.0010514273;0.04036572;0.08345143;0.11826287;0.13318856;0.1132343;0.082156196;0.06112001;0.05888;0.05059048;0.041417144;0.02761143;0.0074361917;-0.019108573;0.009645714;0.04132572;0.06326857;0.06450286;0.04388572;0.0034742858;-0.006537143;-0.0046628574;-0.0008228572;0.00041142857;0.00009142858;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;0;-0.0004571429;-0.007634286;0.013851429;0.02656;0.026346667;0.030125717;0.026834283;0.009241907;0.014491428;0.032411426;0.033264764;0.035702858;0.028891433;0.010186669;-0.008457144;-0.008777143;0.0017371433;0.029851431;0.071817145;0.117211446;0.14614858;0.13641144;0.10281144;0.057280008;0.018468572;-0.002194286;-0.0054857144;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0.000054072305;-0.001415422;0.0076655415;0.016142169;0.020786025;0.016953254;0.00880106;-0.0008746988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;0;0;-0.0020682653;0.017447859;0.07095081;0.14099272;0.20509464;0.2403911;0.23533139;0.20804317;0.18073347;0.1478273;0.11077028;0.07156627;0.034867086;0.0075287726;-0.0028912774;0.01837822;0.05112695;0.077706665;0.07753491;0.052114565;0.014785592;-0.0011593738;-0.003334989;-0.00123094;-0.00004293976;0.000014313256;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0031913258;0.0307735;0.075168446;0.103251584;0.09227014;0.053740975;0.006350846;-0.0029819277;-0.0012749396;0.000090120724;0.000002650581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012881929;0.0109894;0.043424826;0.081156164;0.11310016;0.120026186;0.096070565;0.05949543;0.02818916;0.003395104;0.011270894;0.044091184;0.08892475;0.124574624;0.12291042;0.10496925;0.09285919;0.09228233;0.09425791;0.09007581;0.06441873;0.042692125;0.023839518;0.009399038;0.0016539759;-0.00022265062;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.0016216388;0.014309013;0.048852675;0.101955436;0.16249627;0.21715935;0.24902168;0.25933075;0.24435505;0.20755467;0.15177777;0.09779976;0.05896599;0.055762846;0.10217808;0.17670299;0.23919728;0.2607684;0.23948304;0.20020567;0.18423472;0.20158656;0.24331997;0.27436683;0.25119448;0.20071447;0.14550912;0.10610729;0.07785937;0.05434902;0.015385159;-0.0013915665;-0.0037627956;-0.0015028917;-0.00011132533;0.000022265065;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0012320002;0.010434893;0.04096671;0.09060057;0.15031917;0.20671923;0.24405241;0.26031464;0.25612757;0.23170568;0.18423419;0.12185674;0.06657333;0.044151615;0.07481062;0.13891913;0.19609955;0.21300986;0.19550209;0.16607824;0.16007604;0.18481296;0.23006336;0.2627233;0.24062523;0.1916953;0.1378889;0.09940639;0.072515756;0.050886806;0.014806267;-0.0008015425;-0.0031282413;-0.0011800483;-0.000011132539;0.000011132533;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012579762;0.010720628;0.04251514;0.079831384;0.10711723;0.111659296;0.09007332;0.0591694;0.031883568;0.009863422;-0.00086833764;-0.0022821692;-0.0007347471;0.00007792773;-0.0014997111;0.01411764;0.03859172;0.057130557;0.05519827;0.03560661;0.0087740235;-0.000998747;-0.0012547951;0.000060433955;0.00021151811;-0.000017493983;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012357112;0.010531375;0.041752562;0.07846208;0.10529149;0.10980573;0.08853703;0.058089547;0.031176655;0.009551711;-0.00096853025;-0.0022710366;-0.0007347471;0.00007792773;-0.0014774462;0.013914076;0.037961934;0.056128632;0.05414863;0.03484323;0.008478216;-0.0010432772;-0.0012484336;0.000060433955;0.00021151811;-0.000017493983;0;0;0;0;0;0;0;0;0;0
