;meta[fps=30]
;meta[frames=147]
jaw_open_a;0;0;-0.008761905;0.0048838085;0.034925718;0.058506664;0.06841905;0.061508577;0.029409524;0.011550475;0.0056685703;0.00022857069;-0.0018590472;0;0;0;0;0;0;-0.0012;0.00015428574;0.0038171432;0.009131429;0.016125713;0.025182854;0.03773715;0.063251436;0.067371435;0.054022864;0.02994286;0.0049428577;-0.008080001;0;0;0;0;0;-0.0026819052;-0.0010057142;0.00764343;0.025696006;0.05538133;0.0942103;0.09654858;0.074464776;0.038518865;0.0045173373;-0.010140955;0;0;0;0;0;-0.011154287;0.0081980955;0.040685717;0.06928762;0.08164877;0.07386058;0.042805336;0.04097372;0.06009144;0.099971056;0.106019065;0.085033156;0.03351772;0.017446095;0.032768;0.060857147;0.07831429;0.09128001;0.085942864;0.103657156;0.10928572;0.08472001;0.060228575;0.03594286;0.01637143;0.004205715;-0.0010057145;-0.0016000001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.01664;0.0071466663;0.058948573;0.120480016;0.17425525;0.2021486;0.1893257;0.1886705;0.19140573;0.15629715;0.101363815;0.044091433;0.0032457141;-0.012739048;-0.005302857;-0.0019200011;0.021485714;0.054720003;0.08566857;0.09668573;0.06765715;0.036571432;0.0342016;0.06304823;0.11470081;0.14870036;0.15696824;0.15030219;0.12379551;0.0952576;0.08962926;0.0647162;0.04543086;0.029824002;0.006796192;-0.008594287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;-0.010468571;0.008754286;0.040777143;0.059702862;0.05787429;0.038377147;0.0010057143;-0.007131429;-0.015218286;0.0075725727;0.047462855;0.09329143;0.12981257;0.14248914;0.11515658;0.10621716;0.09774629;0.0868023;0.07658058;0.05588115;0.029366856;0.012178286;0.0007131423;-0.00384;0;0;0;0;0;0;-0.0073926533;0.0032261226;0.026187755;0.053146124;0.07563756;0.08817633;0.101694696;0.09620899;0.07383511;0.041613065;0.008346124;-0.01183347;0;0;0;0;0;0;0;0;0;-0.01168762;0.008845716;0.041234292;0.071611434;0.08748496;0.08800611;0.065129146;0.065732576;0.07597258;0.10157106;0.09669944;0.074372575;0.029417146;0.017550478;0.02873905;0.051371425;0.04763429;0.028834287;-0.005028571;-0.0053028576;0.00013714285;0.00009142858;0;0;0;0;0;-0.009211428;0.007645714;0.030788573;0.059908573;0.06754286;0.053691432;0.018354286;0.002982857;-0.006102857;0;0;0;0;0;0;0;0;0;0;-0.0012495241;-0.0029104769;0.002209525;0.020464767;0.05109334;0.08860953;0.12080256;0.12556192;0.101424776;0.061846346;0.023405714;0.00030475925;-0.003250796;-0.0012190465;-0.010331429;0.015497142;0.030994285;0.03616;0.030994285;0.015497142;-0.010331429;0;0;0;0;-0.0069485717;0.0027062865;0.023387428;0.050925713;0.08079848;0.10941258;0.09493943;0.06864762;0.027753143;0.0027100947;0.01536762;0.05896381;0.09017144;0.10724573;0.100251436;0.08817524;0.08082286;0.072620966;0.062811434;0.050400008;0.033600003;0.01762667;0.005600001;-0.00077333214;-0.0017600006;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;-0.00033397597;0.0029008195;0.010343714;0.023321064;0.04142256;0.06469592;0.071566276;0.060945842;0.038311817;0.018091956;0.008587953;0.012691086;0.017090028;0.02809215;0.052252926;0.0656215;0.06044011;0.037834704;0.013225448;-0.0014217835;-0.0012677455;0.012076298;0.031215163;0.045074485;0.04472688;0.033735663;0.01867539;0.014502735;0.011837744;0.006769488;0.0020392982;-0.00022764894;0;0;0;0;0;0;0;0;0;-0.0010925785;0.009322699;0.035811763;0.078136064;0.120876394;0.15159264;0.1574878;0.1367164;0.09494268;0.04995803;0.015387704;0.000062978426;-0.001227123;0.008059316;0.017765611;0.023173157;0.019609159;0.010448676;0.00001431324;-0.0007538314;-0.00005725303;0.000009542171;-0.0016930536;0.014757648;0.053267118;0.1067101;0.15556872;0.18337393;0.18436292;0.18370177;0.18064485;0.17778355;0.17460632;0.16743986;0.15376186;0.13609658;0.10947733;0.076421194;0.04518995;0.019988121;0.0048883175;-0.00058479875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000047710855;-0.00056298805;-0.0005629881;0.0042367233;0.019081159;0.04321013;0.05636242;0.051378224;0.031180633;0.010041544;-0.0011005304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0019871572;0.017557595;0.061301287;0.110538885;0.1407637;0.1385881;0.10004249;0.058672417;0.027140317;0.006946698;-0.0013788434;0.0047663134;0.01854282;0.04001747;0.06613678;0.0960968;0.11794074;0.13477458;0.145239;0.15033689;0.15402494;0.15723109;0.14715172;0.12272756;0.08659519;0.04792078;0.019294268;0.00483788;0.00027195187;-0.000071566275;-0.00021469884;0.0016460244;0.0084161945;0.023101594;0.044829115;0.069319084;0.09346556;0.09546941;0.075616926;0.041665886;0.023530992;0.03582608;0.07072178;0.095412165;0.09322223;0.064781785;0.032090317;0.01052024;-0.00020038566;-0.0002719519;0.00018607233;-0.0006355085;0.0046747085;0.026648417;0.057607986;0.075304896;0.06822528;0.041233633;0.009879871;0.00855904;0.0422699;0.06948083;0.0739334;0.052770108;0.017576104;-0.0019998478;0.016302796;0.044478443;0.06233423;0.05931413;0.036820848;0.01020535;-0.0011593738;-0.00079745275;0.0071055084;0.02376205;0.04503359;0.06436262;0.08093328;0.095162705;0.094600394;0.07601504;0.04181437;0.009056542;-0.0065884264;0.0036658621;0.025952313;0.057871114;0.083017126;0.10050769;0.11019752;0.10703977;0.08792394;0.057990152;0.024339689;0.0041937833;-0.0005653736;-0.001345446;0.012013592;0.03988627;0.07533543;0.10443905;0.11954908;0.11927235;0.11799847;0.11362338;0.09449134;0.06445736;0.03199967;0.009022123;-0.0010305544;-0.0019895425;0.018528508;0.05312603;0.08053115;0.079565;0.052605987;0.014351424;-0.0037183927;0.01564563;0.07030414;0.14590132;0.20791388;0.24027233;0.23185298;0.20349468;0.17021638;0.14427103;0.10959946;0.075448036;0.040851593;0.020586368;0.03025432;0.06354044;0.0868164;0.088543095;0.06744275;0.03919359;0.017766656;0.0037826041;-0.0028951806;-0.0043173977;-0.0031059764;-0.0014248193;-0.0003187952;0.000039036146;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;-0.0029262656;0.029008197;0.061149407;0.077418804;0.06361447;0.033000007;-0.0011768678;-0.00041349395;0.00039759043;-0.00003180723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.005105061;0.042923857;0.17440814;0.37208328;0.5550408;0.6506851;0.6066389;0.45933735;0.2774863;0.11910807;0.056845427;0.08859223;0.14588706;0.15081398;0.10706314;0.03814959;0.002445973;-0.00264;-0.000012722898;0.000015903615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00006361446;-0.00052084343;-0.0029739765;-0.0004877112;0.025584944;0.07248073;0.10212508;0.097524956;0.059565675;0.02576651;0.03303446;0.083850496;0.14695072;0.21358821;0.2686293;0.3092233;0.32949114;0.327429;0.30602932;0.265328;0.1988668;0.12252147;0.054748207;0.012452536;-0.0015214464;0;0;0;0;0;0;0;0;0;0
jaw_up;0.026374025;0.032206308;0.031402163;0.025167814;0.017758872;0.011027578;0.0064602355;0.0032210827;0.00092611776;-0.00007680001;-0.000004517649;0.000031623546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00007155955;0.000032798212;0.0047348565;0.01230526;0.024163272;0.03920866;0.06293064;0.08330425;0.10269985;0.09980468;0.088675275;0.07838859;0.07707178;0.087051354;0.10330649;0.118269205;0.12129071;0.114169985;0.086847246;0.062180895;0.037202828;0.021400096;0.009581931;0.0034695533;0;0;0;0;0;0;0;-0.00010842354;-0.0006722259;-0.0016832753;-0.0025181363;-0.0024015808;-0.002347369;-0.0006613827;0.0031605486;0.011018543;0.018288342;0.023630911;0.020329416;0.0164858;0.010435766;0.0069526597;0.0036457416;0.0015070869;0;0;0;0;0;0;0;0;0;-0.00005421177;-0.00053127535;-0.0014881131;-0.0024368188;-0.0026184276;-0.0031063333;-0.0023527897;0.000016264916;0.0061828536;0.012417208;0.017678458;0.01556962;0.01299456;0.007998948;0.005864358;0.0034803955;0.0027105883;0.001856753;0.0042962832;0.005001036;0.00798946;0.0062885657;0.0058413185;0.0034017887;0.0024395296;0.0012197648;0.00073863537;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;-0.0012722893;0.012420725;0.028531088;0.03723037;0.031552773;0.01701687;0.00039759048;-0.00085879525;0.00022265062;0.00017493979;-0.000015903615;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00083971105;0.007190026;0.02725562;0.05946203;0.09591948;0.11720965;0.105786085;0.07296739;0.032702606;0.02164323;0.041497305;0.067980014;0.07116868;0.05204458;0.020237355;0.0034987961;-0.00085084356;0.00003180723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010973497;0.010973495;0.02194699;0.027433738;0.02194699;0.010973495;-0.001749398;0.004930121;0.02683131;0.067148894;0.11460274;0.14509903;0.15396293;0.142731;0.11802663;0.083209954;0.047577742;0.0154941;0.00092240964;-0.00116494;0.00007951808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.0011262412;0.00844588;0.04678261;0.12015528;0.2030648;0.25430414;0.23213741;0.15661986;0.07143949;0.021506565;0.017227592;0.039818283;0.0574049;0.067470565;0.075246826;0.09531414;0.12004023;0.14240882;0.16074635;0.17025723;0.18271825;0.20888413;0.23751254;0.2572575;0.26895583;0.27420738;0.27904165;0.27748674;0.25724417;0.21474211;0.16367792;0.13507813;0.1299842;0.13933596;0.14448293;0.1327088;0.1257977;0.14508009;0.18307905;0.21273609;0.21323824;0.16698149;0.10687508;0.057700843;0.03934756;0.052516393;0.08098864;0.09628686;0.09067765;0.068352155;0.041298512;0.016559638;0.02010058;0.041071888;0.065275595;0.08112834;0.09490817;0.11332472;0.15854506;0.20844442;0.25005338;0.23931606;0.18023348;0.095565565;0.033793915;0.004785874;0.009148156;0.010614868;0.022407;0.052169826;0.10345601;0.15636475;0.19284189;0.19734223;0.16082612;0.10226762;0.04605111;0.010904315;-0.0011146448;-0.0022376387;-0.0030725787;0.012527915;0.03990265;0.07568197;0.10841068;0.12788545;0.12937832;0.13486728;0.13206016;0.11567958;0.08301656;0.04411075;0.009907953;-0.001697711;-0.0010241929;0.00015585545;-0.0000055662654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014138316;0.014138316;0.028276632;0.035345793;0.028276632;0.014138316;-0.0014138316;-0.00014694943;0.0008816966;0.007763828;0.024442589;0.053445064;0.07347694;0.080223255;0.079025395;0.08929107;0.11104998;0.11988772;0.09587188;0.051459014;0.025249323;0.043498505;0.095854804;0.14665255;0.18398362;0.20139956;0.21084829;0.21662055;0.21376967;0.20133832;0.17637642;0.13342802;0.082715645;0.03711215;0.008458872;-0.0010325427;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0009666749;0.007362315;0.03918837;0.09937083;0.16683027;0.20805776;0.18930684;0.12762149;0.05803296;0.018370718;0.018845519;0.04255503;0.061840285;0.07293664;0.07933506;0.09305331;0.11101991;0.12642512;0.1384887;0.1433425;0.15124473;0.1713408;0.1968944;0.21752605;0.23191346;0.2411362;0.25001693;0.25359297;0.24084568;0.20775282;0.16362809;0.13683513;0.13057618;0.13843805;0.14372504;0.13392372;0.12718855;0.14400034;0.1789292;0.20743035;0.20837252;0.16415659;0.10484688;0.055876274;0.036786392;0.048224006;0.07413312;0.08804242;0.0828149;0.06247259;0.03773928;0.014743446;0.021341063;0.045924876;0.07207759;0.08682819;0.0967161;0.109853595;0.1513835;0.20034438;0.2351358;0.21998443;0.16062798;0.08164377;0.027122188;0.0052244975;0.008989519;0.009894038;0.0191897;0.043338943;0.08600577;0.12972184;0.15988542;0.16358559;0.13335383;0.084843814;0.038222156;0.009045182;-0.0009128676;-0.0019927232;-0.0027942655;0.012135095;0.038223226;0.07239183;0.103674404;0.12245451;0.12384943;0.1291698;0.126571;0.11089688;0.0795367;0.042161126;0.009323495;-0.0017645062;-0.0010130603;0.00015585545;-0.0000055662654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012802412;0.012802411;0.025604822;0.03200603;0.025604822;0.012802411;-0.0012802412;0.000171441;-0.0016439968;-0.0046717674;-0.001490925;0.016775893;0.039440334;0.063230276;0.08472552;0.11010278;0.13487332;0.1362748;0.103515476;0.053271025;0.025070092;0.042955805;0.0941404;0.1428341;0.17723453;0.19165117;0.19875279;0.20338579;0.2005201;0.18889216;0.16545261;0.12512317;0.07754273;0.03478082;0.007926365;-0.0009676028;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;-0.0011689159;0.011021207;0.0301135;0.042025305;0.03896386;0.02365663;0.00439735;-0.0012245785;0.000055662655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0006456868;0.0055328687;0.020962559;0.045409594;0.06997911;0.087404855;0.09065221;0.078699216;0.054676324;0.028755331;0.008878195;-0.000024491634;-0.0010325423;0.0076068584;0.020004047;0.027433341;0.036205776;0.049138997;0.0655734;0.08456549;0.09192409;0.078967236;0.05756871;0.04388563;0.045722697;0.06434207;0.09246124;0.12225527;0.14252901;0.15116905;0.1432714;0.12430205;0.10529316;0.09309293;0.0852294;0.07468077;0.058977455;0.03996675;0.022502508;0.009266562;0.0020240538;-0.00025191336;0;0;0;0;-0.0004052242;0.0036188152;0.012009033;0.022664351;0.03142417;0.035963275;0.035893507;0.03553059;0.034222145;0.028449554;0.019404747;0.009619992;0.002708174;-0.0003094844;-0.0009573978;0.009573977;0.019147955;0.023934942;0.019147955;0.009573977;-0.0009573978;-0.0013984687;0.01191515;0.04660991;0.09554652;0.13262297;0.1499207;0.14008322;0.11586294;0.08127884;0.052652314;0.02677374;0.0151680745;0.010205748;0.005755519;-0.0005677591;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
