;meta[fps=30]
;meta[frames=130]
jaw_open_a;0;0;0;0;-0.01048381;0.0011580955;0.038491424;0.08939683;0.13543113;0.15849143;0.1429181;0.115591116;0.10201905;0.090925716;0.07084445;0.04554667;0.020751748;-0.0030628578;-0.0049599996;-0.00064000004;0.00027428573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0063085714;0.010102857;0.017965714;0.020159999;0.016685713;-0.003044572;0.0025600004;0.038976002;0.057965722;0.06197029;0.04582401;0.009526859;0.0011794288;-0.0016822858;-0.012937144;0.0015679995;0.038756575;0.08510172;0.11420343;0.108164586;0.06225372;0.023533717;0.0015085723;-0.0027657147;-0.0015085716;0;0;0;0;-0.0014171429;-0.0029028575;0.0025371427;0.030822858;0.04885225;0.059172243;0.06297143;0.06794613;0.08129633;0.0876147;0.064261235;0.030955108;0.002374534;-0.008973064;-0.0036205717;-0.002212572;0.008699429;0.046313148;0.06401372;0.05999086;0.037865143;0.009001143;-0.010358858;-0.015268572;0.013059047;0.055085715;0.0832;0.09847621;0.10067429;0.080462866;0.10088762;0.103662856;0.066524565;0.06186572;0.089311436;0.1375946;0.19446175;0.22138289;0.20937717;0.19940087;0.1885566;0.16599773;0.12355029;0.07967801;0.06165086;0.05789486;0.08104229;0.105136;0.11017143;0.09824;0.08192;0.057691433;0.033828575;0.014080002;0.0032914293;-0.0007314286;-0.0014628572;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0;0;0;-0.0047177146;0.0025417146;0.013568003;0.028123429;0.059730284;0.08731168;0.11527837;0.14719544;0.16338287;0.15677913;0.15369928;0.13574792;0.11523396;0.08627005;0.052623674;0.017965717;-0.006537143;0.0019428581;0.024548573;0.05777306;0.07583348;0.08501225;0.07739102;0.08067919;0.08405878;0.094321646;0.09331918;0.094524086;0.095102035;0.09545144;0.09611754;0.09937633;0.099559195;0.0803592;0.05109226;0.016211169;0.000043542612;0.019226119;0.03754667;0.038521904;0.027794287;0.0053638094;-0.0068266666;0;-0.0051200003;-0.000091428556;0.017782858;0.055085715;0.070262864;0.06331429;0.03424;0.0060800007;-0.009234287;0;0;0;-0.002514286;-0.00022095193;0.0077714296;0.021676192;0.042788573;0.07056;0.07070477;0.054537147;0.023771433;-0.00024380641;0.01615238;0.055810615;0.082403265;0.095568985;0.08856164;0.07893551;0.082893066;0.08498612;0.09044409;0.095415525;0.09184424;0.08693355;0.075339444;0.060123432;0.050582863;0.07045029;0.06954516;0.058180578;0.037412576;0.010057144;-0.010861715;-0.009325715;0.007344762;0.028114285;0.060777146;0.08659048;0.093828574;0.060685713;0.047916193;0.023657147;0.011170284;0.0039051445;0.009782858;0.024198858;0.06792687;0.11299658;0.13717945;0.11116916;0.09172802;0.07726629;0.05748572;0.045085717;0.03819429;0.034857146;0.056411427;0.08052571;0.08950858;0.092411436;0.11140572;0.13373715;0.11474286;0.074811436;0.029942859;-0.0035200005;-0.0070400005;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;-0.000101783146;0.00046544586;0.00646217;0.02304116;0.051238272;0.08595269;0.11953158;0.1481019;0.17099632;0.18605514;0.1991911;0.2093038;0.20742646;0.20071296;0.18763955;0.16656733;0.13949317;0.114516266;0.084607966;0.059665006;0.03642301;0.016727421;0.0017175908;-0.0017557594;0.0026718078;0.016694026;0.040158905;0.0553405;0.055919163;0.042157304;0.02736422;0.021226559;0.025269032;0.02642363;0.025469415;0.023318335;0.022822145;0.028323885;0.04322194;0.062231306;0.067061014;0.054393098;0.03024459;0.008677924;-0.0009814805;0;0;0;0;0;0;-0.00042939768;0.0034733498;0.01556328;0.039456874;0.05372242;0.05148001;0.032395665;0.011488772;-0.00123094;0;0.000085879525;-0.0015617352;0.0037437114;0.02676897;0.054291774;0.07921592;0.09431481;0.097454175;0.0841842;0.06393573;0.032167457;0.021867476;0.034707144;0.06495048;0.08954168;0.1041003;0.10404135;0.10008714;0.084256;0.059363205;0.0336825;0.013698468;0.0029901073;-0.0009873421;-0.00057730137;0.0044399723;0.018221729;0.041828103;0.054843623;0.05044564;0.031016827;0.010580359;-0.0011441063;-0.00035624107;0.0026972536;0.015776388;0.02620916;0.02875374;0.020865545;0.008295327;-0.0008651568;0;0;0;0;0;0;0;0;-0.0011498315;0.010763568;0.030196197;0.044189785;0.0504256;0.054872252;0.06626799;0.08599285;0.10386892;0.10985305;0.11427105;0.1165099;0.11198572;0.086990006;0.053324033;0.022473006;0.004809254;-0.0006011568;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016317111;0.015558508;0.039196856;0.06574795;0.07567419;0.07414983;0.0643023;0.06921891;0.076110736;0.08789055;0.09714407;0.10917435;0.121848755;0.13331366;0.14109293;0.14442074;0.13540341;0.10777165;0.06840304;0.031016823;0.004272506;0.008608565;0.03166894;0.06734845;0.10803103;0.14407437;0.15188941;0.1476604;0.14000311;0.13826634;0.1391108;0.13046819;0.09685493;0.053043492;0.04255188;0.07425144;0.13244914;0.17383593;0.17224573;0.12296519;0.067528516;0.027017703;0.0072582527;-0.0008502074;0;0;0;0;-0.0005653736;0.004565928;0.020228207;0.05380557;0.09256791;0.12454014;0.1390134;0.13798082;0.12272134;0.09632617;0.06090495;0.027585737;0.00671251;-0.0015531929;-0.0005825495;0.00563656;0.023286235;0.05502731;0.07220179;0.075718544;0.07506587;0.08311706;0.09353092;0.11130465;0.12177717;0.13889083;0.16159236;0.18493012;0.19993469;0.19953488;0.19066162;0.17648672;0.160941;0.14951843;0.14406292;0.13455614;0.12977284;0.13031092;0.13055013;0.12324634;0.13703565;0.16240723;0.17991951;0.17768976;0.1644286;0.14233674;0.13815299;0.13610618;0.12659359;0.11562963;0.1094463;0.09750905;0.07475098;0.046231814;0.020532364;0.00435123;-0.00054390373;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00086613547;0.0069290837;0.03305016;0.070993744;0.10420049;0.11688425;0.103301324;0.076025404;0.049681675;0.027280817;0.010648082;0.00019818307;-0.0047625224;-0.005620094;-0.00413494;-0.0022656538;-0.0006434847;-0.002476071;0.010353255;0.022344584;0.029183138;0.020364584;0.04707471;0.09254315;0.13514099;0.12899423;0.08497303;0.037922174;0.05666459;0.08489351;0.08715182;0.059177358;0.021915182;-0.002321928;0;0;0;-0.0002518073;0.0016009643;0.0126089165;0.038659036;0.07792772;0.116215676;0.122259066;0.094716646;0.045753386;0.056773264;0.12375135;0.19356689;0.1977501;0.13752198;0.04870653;0.021394905;0.05413818;0.093581416;0.12918507;0.15484442;0.18613185;0.23074262;0.2860854;0.3136941;0.3067993;0.28356946;0.24086188;0.18179582;0.11507379;0.05413114;0.00854024;-0.0011821687;0;-0.0028732538;0.0276935;0.06656406;0.10547015;0.10995866;0.08157495;0.03206434;0.009648192;-0.0034065552;-0.0013915664;0.0001335904;0;0;0;-0.0030773499;0.028499281;0.08395519;0.1259646;0.12301447;0.07986598;0.026515309;0.016185906;0.027992355;0.03476332;0.036236394;0.055642776;0.092262834;0.11310652;0.098163076;0.056980666;0.015323135;-0.0017593376;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0014004706;0.00351473;0.00702946;0.011257977;0.018287437;0.02394353;0.02957252;0.027512472;0.022570167;0.015540706;0.009884613;0.0056560943;0.0028280471;0.0007137883;0;0;0;0;0;0.0013552943;0.003652518;0.008536095;0.015387108;0.026728662;0.03848584;0.052770637;0.059671346;0.06259879;0.05673262;0.046976753;0.034501273;0.023085179;0.013510024;0.007230495;0.0032617417;0.0011632943;0.00030720007;0.000045176483;0;0;0;0.0026238498;0.0053818733;0.010331408;0.015280945;0.02512038;0.029846292;0.036137566;0.027416252;0.020498827;0.010778655;0.0064850827;0.0027431154;0.0011032096;-0.00081995304;-0.0004025224;0.000014908244;0.00007454119;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00063698826;0.00032978834;0.007106261;0.018610451;0.0404273;0.07649733;0.13439663;0.20480533;0.2873597;0.34733257;0.4019385;0.42467242;0.42071834;0.3736501;0.29881418;0.20808509;0.13434693;0.07597102;0.03894777;0.015653647;0.0042861183;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;-0.0016539762;0.014258475;0.053565145;0.108169325;0.1556699;0.1781152;0.16853945;0.14537883;0.1263454;0.109454334;0.0905135;0.07473816;0.055687398;0.034905255;0.019895421;0.008123567;-0.0008492531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011291568;0.011323376;0.022265064;0.027592774;0.021787956;0.010655424;-0.0014472292;0.00003180723;0;0;0;0;0.000071566275;-0.0007156627;-0.0014313255;-0.0017891569;-0.0014313255;-0.0007156627;0.000071566275;0;0;0;0;0;0;0;0;0;0;-0.0016221688;0.015527231;0.03945157;0.053807236;0.048532538;0.028520485;0.0040501216;-0.0013306026;0.00006361446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017918076;0.016767714;0.045669887;0.083284594;0.10912135;0.11738196;0.0942793;0.06582374;0.031250607;0.009160482;-0.001037711;0;0;0;0;0;-0.0016539762;0.015983135;0.038697474;0.051965073;0.04596145;0.025457717;0.010257832;0.034113258;0.07553025;0.11325761;0.13191254;0.124811575;0.10101182;0.07128797;0.0408882;0.01719976;0.003689639;-0.0004612049;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00027990367;0.0019243377;0.012711125;0.03861971;0.08002796;0.1255384;0.16019396;0.17626934;0.16731656;0.13323605;0.09029818;0.05618811;0.04515355;0.05724348;0.074777216;0.079823166;0.07741066;0.07765164;0.08405147;0.094164096;0.10163573;0.101597205;0.09499475;0.08347344;0.064876966;0.04210495;0.02072963;0.005645905;-0.001614218;-0.0030297618;-0.0018325857;-0.0005831733;-0.0016313443;0.0063566756;0.013168116;0.02270814;0.049188536;0.109016985;0.17274682;0.21998607;0.2090116;0.1751793;0.14581895;0.14507248;0.13071597;0.09932891;0.048526708;0.014950992;-0.0016698799;0;0;0;0;0;0;0;0;0;0;0;-0.0023378318;0.021129545;0.06783608;0.11750387;0.13130079;0.10184225;0.04526116;0.020120196;0.030671986;0.047884732;0.05966666;0.056510597;0.053608153;0.062193368;0.07497668;0.073356904;0.06727761;0.061109252;0.08110216;0.11813583;0.16803312;0.20509648;0.20279019;0.17190483;0.13661323;0.10817444;0.103216745;0.10591342;0.10736029;0.117354706;0.1460885;0.2105774;0.2855784;0.3207082;0.28279972;0.18572514;0.07850661;0.015863854;-0.002019441;-0.0018457738;0.015008879;0.06852519;0.14291054;0.19015476;0.18408754;0.13451661;0.0821937;0.06036504;0.06511083;0.07914116;0.10197955;0.12063767;0.11250536;0.080104135;0.03872451;0.008059952;-0.001007494;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00022742174;0.001551716;0.010417664;0.031865284;0.066162236;0.103889585;0.13258131;0.14589056;0.13847837;0.11027934;0.075643495;0.050089717;0.045774184;0.060327187;0.07820326;0.0834948;0.07608768;0.06832201;0.06809491;0.07532356;0.08425592;0.08785023;0.08206303;0.07303112;0.061519224;0.04840682;0.034619603;0.021850593;0.011096565;0.0038518554;0.00017983283;-0.0006491125;-0.0018865361;0.006167423;0.012687467;0.02093584;0.04213942;0.08989993;0.14117554;0.18018448;0.17134276;0.14358573;0.1205347;0.12286753;0.1136587;0.08836336;0.04459692;0.014049256;-0.0015585546;0;0;0;0;0;0;0;0;0;0;0;-0.0020762172;0.01879728;0.059979297;0.1031429;0.11470774;0.087990604;0.037700318;0.017518897;0.030849177;0.048779048;0.060219575;0.056035604;0.05113061;0.051026702;0.05430115;0.0479378;0.050365806;0.05748283;0.08395153;0.11224932;0.14579609;0.16886047;0.16561534;0.1406484;0.11358374;0.09007814;0.08752804;0.09070156;0.092732504;0.10024325;0.122706845;0.1719308;0.23260534;0.26106343;0.23046233;0.15146591;0.06409221;0.012913736;-0.0016453881;-0.0015117979;0.012301449;0.056056753;0.11675354;0.15517634;0.15066211;0.11471183;0.07896861;0.069165304;0.07995496;0.09600138;0.116941676;0.1322044;0.1194799;0.08312661;0.039693043;0.008282604;-0.0010353255;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;-0.000059373502;0.00027583938;0.003731872;0.013307086;0.02959398;0.049636252;0.06906005;0.0857341;0.09917775;0.10836158;0.115076;0.11640423;0.10022;0.07059139;0.036432322;0.009874556;-0.0011377448;0;0;0;0;0;0;-0.000116891584;0.00059002417;0.007063591;0.025131691;0.03807326;0.03932567;0.026935162;0.010052677;-0.0010631569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0010297592;0.010019279;0.023422848;0.030909475;0.026217112;0.013860002;-0.00025048183;-0.0015529882;-0.0010130603;-0.0023678897;0.008878196;0.035953626;0.070645936;0.09165971;0.08437347;0.05306099;0.022281764;0.0061555477;0.010470888;0.029896416;0.05480916;0.07580327;0.07559917;0.056104254;0.028913042;0.006827954;0.0007273252;0.018767858;0.039490268;0.059551094;0.073225014;0.08054704;0.08489192;0.080632925;0.05906763;0.03098025;0.009042798;-0.0010210123;0;0;0;0;0;0;0;0;0;-0.0017663618;0.016528098;0.046175886;0.071088634;0.08115432;0.08018336;0.07589404;0.085571595;0.083352044;0.061221235;0.036121164;0.02241505;0.02445823;0.034889325;0.03972029;0.03933224;0.036527093;0.04760964;0.059692;0.06184814;0.051056687;0.04225734;0.042501226;0.06434604;0.08401165;0.09057429;0.08447921;0.07205532;0.054638468;0.035134275;0.018023571;0.00690217;0.0015140245;-0.00018925306;0;0;0;0;0;0;0;0;0;0
