;meta[fps=30]
;meta[frames=51]
jaw_open_a;0;0;0;-0.015652573;-0.00043885765;0.06880915;0.14029714;0.18366173;0.16615316;0.08777143;0.01895314;-0.0031085717;-0.0072777146;0;0;0;0;0;0;0;0;-0.008868572;0.01001143;0.03154286;0.03085715;0.043227434;0.056256004;0.06345144;0.1134263;0.13571657;0.123328015;0.12512915;0.14577371;0.1557242;0.16790858;0.1385143;0.10233905;0.095675424;0.11138515;0.13162592;0.157176;0.17204802;0.18353489;0.19772343;0.18501374;0.14135316;0.082564585;0.037670862;0.007154287;-0.0010148578;0.0074057146;0.0037028573;-0.0024685715;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.005814858;-0.0006765709;0.022070859;0.054765712;0.090742856;0.09404343;0.05602743;0.035524573;0.03362286;0.047106292;0.060091432;0.04609143;0.013097143;-0.000011429191;-0.0041371426;0;0;0;-0.007588572;0.000045714634;0.03977143;0.060571432;0.06244572;0.045394287;0.009417143;-0.011337143;0;0;0;-0.0095085725;0.005485715;0.04169143;0.059611432;0.059245717;0.036068574;0.0029028568;0.0061577163;0.043044575;0.076937154;0.10288459;0.10444342;0.08568687;0.05340343;0.022980575;0.0037714292;-0.0028662859;-0.0015085716;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.0011736869;0.010868531;0.031557865;0.052464757;0.0587249;0.0554257;0.054137502;0.080027804;0.118196;0.14629997;0.16007017;0.16046628;0.15136135;0.13449019;0.10217088;0.05885744;0.025798019;0.0063650077;-0.00071540824;-0.0007792772;0.0024491563;0.0056330594;0.0066286265;0.005881156;0.010264195;0.026050124;0.04031567;0.041670658;0.027987186;0.010296002;-0.0026622657;0.008874218;0.01860723;0.023903135;0.019466026;0.01007653;-0.0010019278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.003332126;0.028231464;0.11449173;0.21467021;0.26402232;0.22965619;0.13144149;0.043718405;0.0061117588;-0.0007428579;-0.0017515847;-0.0039518904;0.0014091396;0.024948258;0.05258537;0.0803908;0.100525826;0.11020093;0.10183605;0.106261596;0.11543845;0.11291604;0.11773961;0.12210271;0.12488886;0.1401697;0.15305166;0.14296366;0.14117451;0.14384249;0.14546563;0.15429117;0.16034281;0.15927218;0.14295939;0.13114233;0.12821528;0.14546134;0.16477993;0.16998853;0.15195097;0.13127832;0.10056064;0.0667513;0.033986825;0.009986359;-0.002659403;-0.0011450604;-0.0005725302;0.000057253023;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;-0.000025445786;0.0003944097;-0.0018734459;0.005343614;0.03988627;0.06846507;0.0758348;0.058935624;0.047213066;0.07902507;0.1204699;0.12225905;0.0822535;0.029803375;-0.0031727715;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00020674702;-0.0027672295;0.0028626514;0.008826508;0.013359039;0.011927713;0.0072043384;-0.0006997592;0;0;0;0;0;0;-0.003323856;0.03323856;0.06647712;0.0830964;0.06647712;0.03323856;-0.003323856;0;0;0;0;0;0;0;0;0;0
jaw_up;0.0052449894;0.0061123776;0.007691296;0.0058142133;0.0049129426;0.0027783536;0.0019109652;0.00089449435;0.0003456001;-0.00066861184;-0.0016512003;-0.0033024007;-0.004404706;-0.005032659;-0.0046441406;-0.002294965;0.004684804;0.013991157;0.02334269;0.026681228;0.023112288;0.017618826;0.011452238;0.007196613;0.0036999537;0.0012559062;0;0;0;0;0.000029816476;0.00007454119;0.00004472471;-0.00016399063;-0.00017889884;0.0012821085;0.006932331;0.013939203;0.025806163;0.042297386;0.06503516;0.08108184;0.091537945;0.08051668;0.068029;0.051757336;0.03605083;0.02316469;0.012047211;0.005258542;0.002629271;0.0013146355;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;-0.0021819763;0.018489543;0.07497919;0.13983414;0.17559184;0.15638025;0.0939872;0.035188343;0.0074842423;-0.0009446748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0002671808;0.0021628921;0.008963279;0.029189497;0.0694491;0.11075199;0.14827299;0.17796582;0.20078994;0.21636832;0.2218149;0.19826363;0.14944668;0.091060534;0.040599152;0.009700412;-0.0011677231;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;-0.00028387955;0.0017478074;0.014438895;0.048964884;0.08854927;0.123092175;0.13789456;0.1435618;0.1427402;0.13450138;0.10185517;0.05875632;0.01887918;-0.0005804835;0.0058191335;0.013125571;0.043808736;0.09283037;0.1438902;0.15841591;0.15890577;0.13669188;0.120534144;0.0956893;0.07932745;0.08555424;0.14195019;0.2078763;0.22676672;0.2131687;0.18539453;0.155271;0.11546885;0.0638139;0.007861797;0.012196802;0.035169896;0.049646642;0.06605598;0.06473567;0.053617608;0.044530123;0.022265062;-0.0022265061;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;-0.00027831335;0.0017255428;0.014166147;0.046495914;0.08358862;0.11611253;0.13047822;0.13663672;0.13687274;0.12892944;0.09756979;0.05615065;0.017867714;-0.0007427;0.005510603;0.012894016;0.03907296;0.079126224;0.1202603;0.1310299;0.1314752;0.11314882;0.1000347;0.07953971;0.06570643;0.07089642;0.11706525;0.17103133;0.1862795;0.17478076;0.15170859;0.1272404;0.09459869;0.0523229;0.0066984445;0.010347688;0.02919395;0.040669363;0.056919523;0.058426864;0.050645225;0.041858315;0.020929158;-0.002092916;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;-0.0021374463;0.018114856;0.07342128;0.13692792;0.17208669;0.15340628;0.09106967;0.046536203;0.04409818;0.062068764;0.08385669;0.09185964;0.08464442;0.073665075;0.05481325;0.030643852;0.012831134;0.0028238778;-0.0012334103;0.00852752;0.02070651;0.027205683;0.03407668;0.04109017;0.049962804;0.06883986;0.078751534;0.07720187;0.07892965;0.08830324;0.086377315;0.07266203;0.042715523;0.01420511;-0.0014617015;-0.0007714845;-0.00273081;-0.002914497;0.004632405;0.024708495;0.056218654;0.08817665;0.09498182;0.07527962;0.04070102;0.01146635;-0.0019001644;-0.00044530127;-0.00022265063;0.000022265065;0;0;0;0;0;0;0;0;0;0
