;meta[fps=30]
;meta[frames=39]
jaw_open_o;-0.0077714287;0.0010819038;0.027108572;0.06459429;0.10127239;0.13638553;0.14106973;0.11514668;0.073043816;0.013604574;0.020233903;0.037779808;0.052866288;0.03736838;0.014036571;0.013508575;0.09624773;0.13897143;0.14044735;0.09232544;0.026932245;-0.004617142;-0.0030759196;0.00082285685;-0.010957062;0.0112829385;0.048546616;0.08392686;0.11344458;0.103035435;0.052699436;0.024438862;0.0037714292;-0.0077440008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0.000028626511;-0.0007697351;0.0027863136;0.023712294;0.041031335;0.046279527;0.034380443;0.014275088;-0.0024682416;0.008864677;0.03043952;0.045993257;0.046327237;0.031107472;0.009599423;-0.0010591809;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;-0.0016126267;0.014303714;0.048617356;0.09389972;0.12852444;0.14089301;0.117560014;0.079963386;0.040120058;0.008688863;0.029891798;0.060037423;0.07563052;0.059063643;0.026858822;0.009196984;0.047240898;0.07099375;0.07135158;0.047806274;0.014628147;-0.0016173979;0;0;-0.00030859382;0.0028025354;0.008193481;0.020039704;0.04326325;0.06617733;0.08599962;0.1035378;0.1183984;0.12984599;0.13481656;0.119372554;0.08722139;0.050855;0.021484196;0.004909447;-0.0006011568;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0.00012245784;-0.002379181;0.00757012;0.03142819;0.083893694;0.24689439;0.45505866;0.5473876;0.47476402;0.27571568;0.068040445;-0.001896506;0.013120484;0.016937353;0.013836146;0.0072043384;-0.0007156627;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0014982779;0.0032499959;0.0064179967;0.009839437;0.016175438;0.020021765;0.024695497;0.020796992;0.016794128;0.010540124;0.0066937986;0.0035183444;0.0016771769;0.000089449444;-0.000081995306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013836147;0.012373013;0.04230362;0.06385302;0.06425062;0.0430988;0.013247713;-0.0014631328;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0.00015585546;-0.001784916;-0.0024306034;0.014648558;0.050413862;0.089503706;0.10187566;0.07924229;0.052860964;0.055640396;0.09651579;0.16381203;0.24290866;0.32389784;0.39584896;0.41972506;0.35782343;0.23690504;0.10855046;0.043971434;0.06617431;0.14987616;0.22436228;0.2787419;0.30614576;0.32982183;0.35576567;0.37315577;0.35857606;0.31137133;0.22832823;0.13417484;0.056926202;0.013069592;-0.0015975185;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0.0001335904;-0.0015400002;-0.0019778798;0.012611119;0.044286698;0.07943803;0.09112626;0.071175836;0.050799593;0.056102213;0.0939582;0.14003506;0.1786448;0.20803097;0.23906793;0.25092885;0.21899918;0.14840303;0.0686688;0.037500415;0.0739647;0.1571869;0.22506362;0.26637366;0.27666628;0.2854843;0.29920405;0.3087424;0.29331437;0.2538969;0.18633354;0.10968605;0.04654233;0.010676098;-0.0013052893;0;0;0;0;0;0;0;0;0;0
corner_right_out;-0.0010798555;0.010520242;0.024302315;0.03298569;0.03298569;0.03234;0.02620598;0.021953354;0.015897255;0.03409282;0.10425616;0.1978362;0.23583989;0.19137748;0.14823893;0.14668354;0.17482501;0.18803109;0.15879972;0.11516868;0.1133032;0.11903857;0.095682524;0.059058078;0.021141315;0.04300815;0.13088167;0.25631654;0.35056344;0.40230742;0.4062506;0.41490945;0.42697325;0.43090802;0.40120256;0.345256;0.2534933;0.14936239;0.06331349;0.01448899;-0.0017728558;0;0;0;0;0;0;0;0;0;0
corner_left_out;-0.0010575905;0.010297592;0.023845883;0.03245875;0.033408727;0.035735425;0.0319281;0.02778309;0.01912569;0.036022093;0.10253693;0.1920473;0.22639392;0.18134522;0.14185628;0.14780013;0.17898744;0.19159353;0.16080359;0.11535794;0.11300632;0.119060844;0.095682524;0.059058078;0.020969875;0.04440417;0.13701683;0.27119517;0.37638256;0.43877766;0.4530501;0.47369653;0.4988432;0.5129576;0.48491362;0.41913426;0.30748886;0.1809259;0.07671428;0.01756157;-0.0021485786;0;0;0;0;0;0;0;0;0;0
corner_right_in;-0.0021671331;0.01732964;0.08153839;0.188548;0.29693362;0.39071882;0.4158112;0.36536598;0.2551447;0.13244005;0.032606445;-0.0022484008;-0.004475278;-0.0016105062;0.011332917;0.058234278;0.12535231;0.1595292;0.14188413;0.0813788;0.022309594;-0.00254935;0;0;0.00023266992;-0.002106275;-0.0075189117;-0.0060004336;0.026940731;0.05755519;0.07095208;0.05459171;0.02321801;-0.002387928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;-0.002211663;0.017871425;0.081653416;0.18604688;0.28994086;0.3767141;0.39384302;0.35627446;0.26879686;0.16279472;0.06416939;0.01605348;-0.0044233273;-0.0037999041;0.012008292;0.05936237;0.1270964;0.16129184;0.14318292;0.08188348;0.022521112;-0.002571615;0;0;0.00020817839;-0.0018858511;-0.0067229364;-0.005277935;0.024491569;0.052105814;0.06413118;0.04930153;0.02095254;-0.0021552583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;0;0.00012245784;-0.0017329643;0.0010056394;0.019434249;0.079732664;0.15627477;0.19155839;0.16225106;0.10351955;0.054230828;0.050485663;0.06677347;0.07231323;0.071965985;0.07805018;0.078641795;0.06609225;0.042793456;0.018320333;0.014211792;0.036685992;0.07667087;0.10897914;0.13127483;0.13788533;0.13981736;0.13861506;0.13355811;0.11896781;0.10097485;0.074253984;0.043887228;0.018594112;0.004252627;-0.0005204459;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;0;0.00010019278;-0.0015140243;0.0016847234;0.018098343;0.07633724;0.15165475;0.18763973;0.16008024;0.10557165;0.059644952;0.059114434;0.07716223;0.08338002;0.083348736;0.09115742;0.09256701;0.07772416;0.050298374;0.021752015;0.0147418585;0.033676066;0.06732733;0.090348855;0.10267534;0.09918752;0.09081084;0.07888011;0.06565745;0.05006299;0.040380474;0.030057834;0.018120976;0.0076953624;0.0017478075;-0.00021430124;0;0;0;0;0;0;0;0;0;0
lips_in;0;0;0;0;-0.00045659288;0.0037367141;0.016353374;0.037851404;0.059323672;0.0692294;0.06673937;0.05787899;0.044350095;0.03021051;0.016340965;0.004328328;-0.0005009639;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lips_out;-0.0024968677;0.022509977;0.07239644;0.13116348;0.16916837;0.17995453;0.15216501;0.11561293;0.07794363;0.062362064;0.053641308;0.05111136;0.036358055;0.014240098;0.0030121447;0.030833934;0.07769054;0.11356864;0.12317669;0.106702365;0.08553192;0.07849935;0.074491635;0.05499562;0.028651869;0.007981617;0.0013721641;0.010947732;0.030234365;0.05015842;0.06800514;0.081910945;0.094520435;0.104341716;0.108229674;0.09579146;0.07000136;0.040895358;0.017359592;0.0040077115;-0.00048903626;0;0;0;0;0;0;0;0;0;0
lips_up;-0.00074746995;0.006498218;0.023760002;0.047020633;0.065132305;0.07081403;0.07464347;0.10371703;0.14808337;0.17347588;0.15393333;0.09701525;0.037044134;0.0058350367;-0.0008206266;-0.000024537012;0.00031898115;-0.00007088471;-0.002560028;-0.0058125444;-0.0022928482;0.017424;0.034929793;0.040537868;0.02946077;0.011486048;-0.0012023136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_upper_front;-0.0012134459;0.009822603;0.04466001;0.101432204;0.1576782;0.20429607;0.21282806;0.19176528;0.14420709;0.08711578;0.034300074;0.008723453;-0.0022376392;-0.0012208675;-0.001046458;0.010364388;0.03405441;0.064229935;0.090233944;0.10612167;0.1082098;0.10455356;0.08570142;0.05616681;0.026338778;0.005762358;-0.001385205;0.0068331487;0.033027444;0.058980152;0.077629924;0.083417736;0.08331031;0.082848854;0.08675026;0.076753244;0.05601612;0.032660067;0.013804339;0.003161639;-0.00038685548;0;0;0;0;0;0;0;0;0;0
lip_lower_front;-0.0015882413;0.012594604;0.060646325;0.14182475;0.2251358;0.29901278;0.32006773;0.2965688;0.22879395;0.14078943;0.055769164;0.012635793;-0.0054920493;-0.003859277;0.01011576;0.037887715;0.07722267;0.09527591;0.083345555;0.046459764;0.013941641;-0.0015585546;0;0;-0.00020817839;0.0016654271;0.0071025565;0.023156783;0.06454364;0.099580504;0.11827536;0.11734636;0.10886224;0.102921374;0.1084392;0.09605426;0.07020731;0.041040078;0.017391799;0.0040132776;-0.0004898314;0;0;0;0;0;0;0;0;0;0
lip_upper_back;0;0;0;0;0;0;0.00010019278;-0.0014806268;0.0014657838;0.018489283;0.052640364;0.0886131;0.099148184;0.076177135;0.05567379;0.058379;0.07327265;0.07636917;0.053658802;0.01894757;0.0014991814;-0.00029686757;0;0;-0.0012490702;0.011988623;0.029953193;0.041819356;0.037900705;0.022532245;0.0032206415;-0.0012368243;-0.00066127244;0.00006122892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
lip_lower_back;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0025679038;0.02395721;0.0685764;0.098634236;0.09440388;0.060115676;0.014650414;-0.0017218319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
