;meta[fps=30]
;meta[frames=76]
jaw_open_a;0;-0.006987756;0.0032457162;0.028434288;0.05014205;0.057652246;0.047771424;0.01944163;0.0032261226;0.00024163222;-0.010102858;0.0062628575;0.03811266;0.06802286;0.08237715;0.07684572;0.04032;0.01888;0.006765715;-0.012544001;-0.0016137135;0.04666515;0.11309258;0.1739383;0.1900069;0.16168687;0.118934855;0.07141943;0.033888;0.010697142;-0.008914285;-0.0062628575;-0.0007771428;0.0011885714;-0.0020114288;-0.003017143;0.0016914294;0.018453334;0.048182864;0.07949714;0.08030477;0.058834292;0.016667433;0.008112765;0.030336002;0.05330286;0.07783924;0.09013943;0.09518629;0.09742782;0.10955202;0.11467431;0.1379124;0.15216;0.16134857;0.13222858;0.09157714;0.04898286;0.017462857;-0.0011885727;-0.005302857;-0.005672229;-0.0007844574;0.020898744;0.057526868;0.08764801;0.08745693;0.056953605;0.021663088;-0.002122058;-0.0052900575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.00522449;-0.00084897946;0.018200818;0.049658775;0.08442776;0.10464655;0.10987755;0.10699103;0.09720817;0.08319564;0.0700996;0.05001143;0.031779055;0.01526857;0.027017143;0.030704765;0.034834284;0.058148578;0.055215247;0.037988573;0.033508573;0.01033143;-0.0095085725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0036754285;0.0048;0.011218287;0.009206857;0.017133716;0.03886019;0.065609135;0.079085715;0.065959625;0.02432;0.0032914295;0.012501339;0.047570292;0.09238073;0.12160784;0.13103282;0.13701877;0.13203461;0.10998247;0.107196346;0.090658225;0.080374256;0.08107978;0.10606382;0.09701152;0.06775255;0.046526484;0.048134405;0.077523515;0.13839239;0.18336001;0.1565562;0.108860955;0.053440005;0.0070857136;-0.015146667;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;-0.00009542171;0.00074428925;0.0033588442;0.011889544;0.031966273;0.04503904;0.044561937;0.02994333;0.011183423;-0.001183229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009287713;0.007862749;0.032033063;0.059638567;0.07003953;0.056398045;0.03972024;0.042377416;0.06637534;0.09245409;0.09135674;0.06470927;0.033555992;0.010252108;-0.0015267474;0.003874121;0.0070612063;0.008397111;0.0062024104;0.0026718075;-0.00095421704;0.000057253023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0012677455;0.011338143;0.03802623;0.065160066;0.07784774;0.07465384;0.070719756;0.086104445;0.11400712;0.13120756;0.15061635;0.1719022;0.19321464;0.19659257;0.17556639;0.13586143;0.11502847;0.1097111;0.09827481;0.07317651;0.039060872;0.010148097;-0.0011808435;0;0;0;0;0.000014313256;-0.001006699;0.0070612067;0.028349789;0.060234953;0.09043251;0.102395676;0.094965726;0.08084128;0.07452912;0.08289419;0.09733774;0.112212524;0.13053963;0.14694849;0.17136669;0.1954469;0.20058158;0.19310042;0.18255153;0.1615709;0.1488779;0.15891433;0.17287835;0.18485187;0.1838051;0.15693627;0.1175834;0.08351784;0.04805246;0.01937156;0.004531576;-0.00095326285;0.0025477598;0.022614943;0.039275;0.042753976;0.044007532;0.036650512;0.027242413;0.023301974;0.011991071;-0.001193439;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;-0.0016857835;0.016587473;0.036610123;0.04564338;0.03346651;0.04826748;0.07236941;0.10107278;0.09246098;0.053740975;0.006350846;-0.0029819277;-0.0012749396;0.000090120724;0.000002650581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0027386027;0.026854848;0.06023018;0.07765419;0.063964345;0.04252627;0.016425256;0.019300627;0.017354026;0.008775615;-0.0008746989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;-0.000474353;0.0015314824;0.009771671;0.020492049;0.036972426;0.059361883;0.089734025;0.112015076;0.12564932;0.10246024;0.080070786;0.049224287;0.03132085;0.0158976;0.0067087067;0.00010164706;0.0009283765;0.0036321883;0.0070610824;0.012468707;0.0191232;0.027980046;0.033401225;0.03634899;0.02916593;0.02251144;0.013756236;0.008653554;0.0042759534;0.0017754355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00034288946;-0.00037270592;0.004338297;0.017025206;0.034110047;0.060169645;0.095427625;0.13821426;0.16853763;0.17702042;0.14329797;0.10769711;0.0665951;0.041131824;0.020409377;0.0076628337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;-0.0015426509;0.01473629;0.037685204;0.053146698;0.048744578;0.029453496;0.004850603;-0.0015172048;-0.0008333496;-0.0019354703;0.017249063;0.06591731;0.1353684;0.19476046;0.2138464;0.17651424;0.11442811;0.0548961;0.016671762;0.0014520005;-0.00027990367;0;0;0.00009542171;-0.0011132532;-0.00085879536;0.005152772;0.02194699;0.049969167;0.07818218;0.08365303;0.06561833;0.03356459;0.022392293;0.02818121;0.03786386;0.039053984;0.048739284;0.0701323;0.08790591;0.09877471;0.09760315;0.10283941;0.10147833;0.09631231;0.081350975;0.07049278;0.055988684;0.038478803;0.014066749;-0.00149494;-0.0011511036;0.009807124;0.038360797;0.07909727;0.107255585;0.103354424;0.06896477;0.030554984;0.005926961;-0.0007627376;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.001168916;0.00975687;0.040419046;0.088630855;0.13636081;0.16333811;0.15417445;0.1281418;0.10923082;0.11371564;0.15160601;0.20764877;0.25369927;0.26347363;0.22578445;0.16919222;0.11386354;0.08436789;0.065236636;0.047981214;0.023072174;0.010230798;-0.0010575906;0;0;0;0;0.000022265065;-0.0018999521;0.01478029;0.048307765;0.074228;0.07278821;0.04696444;0.011069447;-0.0046645305;-0.0024936872;0.0004542073;-0.0028961282;0.00009796628;0.028649015;0.09557335;0.18043274;0.25410506;0.2792876;0.25760084;0.2021755;0.14711045;0.09326872;0.053431325;0.023752186;0.008865207;-0.00023934954;0.0010436749;-0.00054920476;-0.0004972527;0.009127747;0.034286343;0.071814105;0.105714515;0.12980178;0.1498807;0.17822844;0.19834839;0.18991135;0.15145737;0.095345475;0.046718124;0.019882258;0.0066042636;-0.0013915665;0.000055662655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.001208675;0.010041543;0.042136632;0.0936564;0.14678879;0.17955184;0.17385674;0.14544335;0.116808884;0.106719635;0.12818316;0.16975361;0.20670885;0.21505824;0.18437143;0.13793206;0.09385281;0.06812553;0.050719813;0.03510644;0.015112412;0.0060449643;-0.0006401206;0;0;0;0;-0.0011021207;0.009329062;0.03780608;0.0722223;0.09487422;0.090257004;0.060599934;0.028463101;0.009195471;0.0006679519;0.000053992804;-0.0025195705;-0.0002938992;0.022991465;0.0776252;0.14709806;0.20746586;0.22805558;0.21022508;0.16542107;0.12081245;0.07716069;0.044501178;0.019818688;0.0070617357;-0.00043416853;0.0006429039;-0.00068093964;-0.00058445794;0.0074838432;0.0284028;0.059586875;0.087828256;0.107461974;0.12744887;0.15856585;0.18332578;0.1789343;0.14417;0.089830644;0.04350995;0.01843547;0.0063560074;-0.0013581688;0.000055662655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;0;0;0;-0.0011577833;0.010765159;0.031004103;0.04802574;0.048671428;0.03311928;0.009863422;-0.00086833764;-0.0022821692;-0.0007347471;0.00007792773;0;0;0;0;0;0;0;0;0;0;0;0;0.0000667952;-0.0008386508;-0.0001224577;0.005777785;0.02073991;0.043138564;0.06357789;0.06538136;0.049602855;0.024410862;0.016882485;0.026069606;0.036823627;0.04707948;0.056316696;0.07218612;0.09508295;0.116760775;0.1228614;0.12796846;0.12387725;0.11519665;0.09515532;0.06884357;0.03929505;0.016375953;0.003451085;-0.00043416876;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
