;meta[fps=30]
;meta[frames=99]
jaw_open_a;0;-0.013622859;0.0032091453;0.05410744;0.113993146;0.13688686;0.14107887;0.08570057;0.042272;0.042009603;0.06835245;0.09918902;0.14960594;0.17828572;0.15435292;0.10679041;0.0482304;0.0045504;-0.013632001;-0.008146287;0.002011429;0.03278629;0.06958286;0.08106059;0.063745156;0.029705146;0.009427429;0.016258283;0.051062856;0.06696228;0.07622401;0.09082515;0.09965714;0.08554057;0.065206856;0.028781712;-0.0044251434;-0.005961143;0.017874286;0.043840006;0.07643429;0.10742857;0.09691429;0.07040001;0.03323429;0.002605715;-0.008868572;0;0;0;0;0;-0.0064639994;-0.00039771484;0.021366855;0.059853714;0.10208;0.13094857;0.13169372;0.127552;0.11776;0.10272;0.07981714;0.066550866;0.048155434;0.044223998;0.056987435;0.07924114;0.07569372;0.065088;0.034002285;0.00090818957;-0.01312;0.0087314285;0.039271623;0.07138972;0.10444801;0.103520766;0.072173715;0.035458285;0.008223999;-0.008228571;-0.0023314287;-0.007689144;0.002011429;0.03278629;0.06958286;0.08106059;0.0643242;0.028867051;0.009153141;0.013827809;0.039695233;0.056662854;0.07425524;0.100563824;0.09568001;0.06942476;0.036510475;0.0036571438;-0.0095085725;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;-0.00448;-0.0025142864;0.017768228;0.047760464;0.07951361;0.103754066;0.11400183;0.09335131;0.06319679;0.029318402;0.0026784;-0.0082368;0;0;0;0;0;0;0;0;0;-0.0023771431;-0.0033828574;0.008411428;0.034834288;0.07094857;0.08054858;0.06363429;0.030902859;-0.0007862857;-0.008420571;0.010980573;0.03250286;0.06520381;0.10270172;0.11532801;0.107535236;0.075190865;0.029555812;-0.00022857104;0.024640003;0.041203815;0.048944768;0.03899429;0.01208381;-0.016230097;-0.002352;0.032256;0.050832;0.04862171;0.036413714;0.033682287;0.04059429;0.073920004;0.088868566;0.09275428;0.09024001;0.11062857;0.12534857;0.12745143;0.11104;0.07593144;0.032845713;0.014308569;0.030102855;0.062354285;0.09316114;0.10195201;0.10175315;0.09430628;0.100582875;0.13244572;0.13048914;0.09899657;0.056754284;0.009805714;-0.015497142;0;0;0;0;0;0;0;0;-0.0035200003;-0.0027657144;0.014308572;0.04893715;0.06368;0.058537144;0.033508573;0.004434286;-0.00832;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000038168684;-0.00038168684;-0.0007633737;-0.00095421704;-0.0007633737;-0.0005248194;0.00091604836;0.007461977;0.022853497;0.046852056;0.05877977;0.05272049;0.031699087;0.010515471;-0.0011450604;0;0;0;0;0;0;0.0000667952;-0.0010082893;0.0010591809;0.015219762;0.027338319;0.03134603;0.02363596;0.009742557;-0.0010082894;-0.0000610699;0.0002538218;0.0040058033;0.015591907;0.03499114;0.045678373;0.042096235;0.025807753;0.008376117;-0.0009160483;0;0;0;0;0;0;0;0;0;0;-0.000031489162;-0.0005458122;0.009236821;0.018001307;0.022147378;0.017528968;0.008575549;-0.00086070376;0;0;0;0;0;0.000038168684;-0.00038168684;-0.0007633737;-0.00095421704;-0.0007633737;-0.00038168684;-0.0002075422;0.0017128196;0.011264531;0.031954344;0.04537302;0.044657353;0.029048752;0.010181496;-0.0010925785;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001362622;0.012197757;0.04063533;0.07055004;0.09030233;0.10262605;0.10448294;0.11528992;0.118524246;0.110112816;0.09939172;0.09942941;0.10149435;0.09413685;0.067320965;0.033470117;0.0074457554;0.014213063;0.039690662;0.056537364;0.053388447;0.033993986;0.008129929;0.00022901209;-0.0015529881;0.01233874;0.048740927;0.10045471;0.14393052;0.15936378;0.13673452;0.10006467;0.06562341;0.0418491;0.032176197;0.04504381;0.060118534;0.07829636;0.09921949;0.124024354;0.1255702;0.10634748;0.060719687;0.018524213;-0.0020611086;0;0;0;0;0;-0.0014742654;0.014151039;0.035122342;0.05097904;0.05402777;0.051969044;0.03934237;0.033211526;0.021524752;0.007896146;-0.00083971105;0;0;0;-0.0017032773;0.015787521;0.04613162;0.07135158;0.07292603;0.051599286;0.018478412;0.0026193259;-0.00038645792;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00027036155;-0.002799037;-0.005836628;0.006297832;0.051018804;0.09287712;0.10388243;0.07544676;0.02980338;-0.0041309637;0.0010496388;0.033099405;0.09345364;0.13227834;0.12957074;0.08300495;0.028737837;-0.005657712;0.006234219;0.04286025;0.07283856;0.08031327;0.058668446;0.022392293;-0.0023537353;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00022265063;-0.0051209647;0.023354461;0.061197113;0.1129793;0.15996124;0.1706066;0.14585581;0.10992845;0.058657847;0.0204229;0.0071142204;-0.0033471817;0.00021575908;0;0;0;0;0;0;0;0;0;0;0;0;0.00027036155;-0.0032284346;-0.0021893976;0.024040967;0.048320487;0.058551818;0.046125792;0.019778797;-0.0020303617;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00042285182;0.0029274358;0.010099654;0.024102554;0.04319594;0.070356034;0.102265075;0.13472709;0.14985488;0.14499752;0.112071976;0.080436714;0.047700938;0.026937827;0.0108559085;0.0048980345;0.0061936965;0.021190027;0.034593884;0.054469276;0.07998947;0.11152716;0.14133008;0.15190816;0.1438699;0.120554104;0.10446743;0.095167406;0.10918928;0.119683325;0.14156048;0.12882817;0.11354655;0.07862604;0.052369926;0.029325852;0.01515761;0.004231906;0.0057916236;0.0142418835;0.03508405;0.06285403;0.105934314;0.15017565;0.20195238;0.22005911;0.21658051;0.1742321;0.12577581;0.07957385;0.04585864;0.021978354;0.008172423;0.0010435763;-0.00052856473;0;0;0;0;0;0;0;0;0;0.00052856473;0.004174306;0.014284802;0.027512472;0.047733463;0.07313168;0.104696475;0.12433469;0.1317346;0.105577424;0.08017921;0.049142968;0.030507674;0.014989554;0.0059361886;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.0021406268;0.018696291;0.06792435;0.12695222;0.15548438;0.15069738;0.106120594;0.06772185;0.05940706;0.07798667;0.10732322;0.14203252;0.15695915;0.13711463;0.09747422;0.048940834;0.013933476;-0.0015863858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.001797904;0.016181136;0.05225769;0.09600138;0.1298888;0.14368123;0.14331463;0.14818911;0.15245843;0.14588706;0.12816726;0.10753708;0.09022758;0.07990294;0.08110845;0.0962964;0.09841158;0.08447683;0.049736973;0.021767283;0.021396725;0.055210996;0.0935737;0.12062892;0.13533978;0.13590834;0.12476228;0.09768956;0.06308249;0.026638558;0.0065443385;-0.0007832531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012338556;0.0107540265;0.03855196;0.079825826;0.12509571;0.16666068;0.19310601;0.2079659;0.18148068;0.15037638;0.15782164;0.21696673;0.28535202;0.30383277;0.28281823;0.25961807;0.24954125;0.24252221;0.2392882;0.22525306;0.25033802;0.26725686;0.2749264;0.27980432;0.28766426;0.26985183;0.21956396;0.13401343;0.05839681;0.013301705;-0.0006924435;0.006306579;0.025646571;0.039937954;0.04247061;0.029860236;0.012162291;-0.0012635425;-0.00087279046;0.0075901602;0.027793478;0.05429558;0.07346358;0.07101442;0.048221674;0.022797197;0.0057288003;-0.0006768579;-0.00015585546;0.000857205;0.008382796;0.03236227;0.08543105;0.12574196;0.12914851;0.09175433;0.039999183;0.0026506558;-0.00058000494;-0.0016409352;0.00042860283;0.00287776;0.0050207726;0.003643307;0.01271595;0.037953768;0.085766874;0.1438286;0.20345017;0.23999254;0.25319386;0.23940046;0.21550171;0.22162831;0.25440747;0.30193025;0.33665445;0.3309757;0.31086296;0.2915202;0.25468823;0.19563384;0.12251721;0.046606347;0.009880122;-0.0012468437;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011689159;0.010026701;0.03790998;0.0809335;0.12868316;0.17198873;0.19832884;0.20926376;0.17957887;0.14621189;0.1377265;0.16513292;0.19736402;0.19784363;0.17058751;0.15545468;0.1597741;0.17710745;0.20370862;0.21969865;0.25345546;0.2676183;0.26941285;0.26591057;0.26381096;0.23949973;0.1913619;0.11513042;0.05000733;0.011412514;-0.0007147084;0.005585748;0.023921028;0.037655786;0.040285844;0.028496496;0.011600098;-0.0012050966;-0.0009084147;0.007888512;0.029022511;0.056922868;0.07731544;0.07497761;0.051125042;0.024253333;0.0061117588;-0.00072138803;-0.0001335904;0.00069021696;0.007436532;0.030102367;0.0828483;0.12334845;0.12766786;0.09108637;0.039720874;0.0023445112;-0.0012282893;-0.0026083523;0.0046533975;0.012123326;0.016715495;0.013074416;0.017537447;0.039370567;0.08906583;0.14749862;0.20521006;0.2395836;0.2516203;0.23675555;0.21146245;0.20056647;0.2069263;0.22195336;0.22990997;0.21278627;0.19248332;0.18080439;0.17041956;0.1450235;0.10209923;0.04685961;0.012384942;-0.0014444462;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;-0.0007347471;0.0057443865;0.029023845;0.065364435;0.107728615;0.14143914;0.1560102;0.1371706;0.097433805;0.048926137;0.013891395;-0.0015827119;0;0;0;0;0;0.00007792773;-0.0009796628;-0.00031171113;0.00843846;0.029888622;0.051140625;0.068084344;0.07575465;0.0755565;0.06431264;0.04743349;0.023576476;0.0062542553;-0.00060338323;0.0042971573;0.019014366;0.04590314;0.07499615;0.08316372;0.066357315;0.035616677;0.009915375;-0.0011318073;0;0;0;0;0;-0.0007792772;0.0067524356;0.025205161;0.046843458;0.0687573;0.08698961;0.08619362;0.07007428;0.04404698;0.016306933;0.00077927724;-0.00075478567;0.004519808;0.018827338;0.04245503;0.06752995;0.07387548;0.058191974;0.031772245;0.00934242;-0.001050911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007792773;-0.00092400017;-0.000645687;0.0053592008;0.021100601;0.042492874;0.06490266;0.07891852;0.07353037;0.053073235;0.027880315;0.007670314;-0.0008794701;0;0;0;0;0;0;0;0;0;0
corner_left_spread;0;0;0;0;0;0.00004453013;-0.00055291574;-0.00063826534;0.007618362;0.033091307;0.07103071;0.11417054;0.14738452;0.16203012;0.14257377;0.10126785;0.05087823;0.014473516;-0.0016481712;0;0;0;0;0;0.00007792773;-0.0009907953;-0.00023378333;0.008950556;0.031725492;0.0490722;0.056773692;0.05614581;0.05775558;0.05530642;0.04941508;0.029000245;0.008981726;-0.0011088002;0.004085639;0.018713785;0.0451387;0.074458085;0.0830895;0.066832304;0.03622155;0.010345833;-0.0011726266;0;0;0;0;0;-0.0012390508;0.010882606;0.039087426;0.06759784;0.0892456;0.100003526;0.089040205;0.06820401;0.043045044;0.015837139;0.0006946699;-0.0007347471;0.0044485596;0.018493364;0.04167129;0.06628309;0.072517306;0.057132147;0.031211164;0.009186565;-0.0010330988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007792773;-0.0009329062;-0.0005811182;0.0057443865;0.022155967;0.04475278;0.06321052;0.07735106;0.07303832;0.05545114;0.03162975;0.011700291;-0.0012468437;0;0;0;0;0;0;0;0;0;0
corner_right_out;0;-0.0028566075;0.024930188;0.090805836;0.1702075;0.2085346;0.19357246;0.1258466;0.07137512;0.053183;0.064412944;0.07524557;0.08729987;0.09302844;0.08286554;0.09148763;0.13000545;0.20610774;0.29680556;0.3727647;0.4049106;0.41302717;0.396461;0.3468322;0.2894783;0.23682903;0.20483857;0.18035536;0.15692416;0.12568256;0.10794103;0.10392218;0.10902088;0.114125155;0.123836055;0.13811317;0.15912211;0.17797653;0.1876559;0.17514776;0.15101427;0.13074341;0.13321854;0.14758101;0.1739471;0.17776576;0.15714866;0.14047122;0.118541054;0.08806204;0.057446647;0.022548944;-0.0028760897;0.0029768383;0.028984657;0.077471845;0.13857219;0.19289891;0.2305564;0.24829887;0.25710136;0.25160414;0.23111136;0.195465;0.17239839;0.1718195;0.19165766;0.2060706;0.19709407;0.16284297;0.13473797;0.13690972;0.16313982;0.19916563;0.23137909;0.25158128;0.2615449;0.26373804;0.24643995;0.24283765;0.26945978;0.32041746;0.37641317;0.41084722;0.4188114;0.41581583;0.39748707;0.35899267;0.30536443;0.24785398;0.20617636;0.17621405;0.152435;0.1323788;0.11686654;0.112105526;0.100341216;0.076596454;0.043536548;0.014527954;-0.0015836027;0;0;0;0;0;0;0;0;0;0
corner_left_out;0;-0.0026896198;0.023469603;0.08552456;0.16038862;0.19643353;0.18226181;0.1184045;0.06743199;0.05103164;0.06251329;0.07311301;0.08432581;0.08948497;0.07945121;0.08894105;0.12898453;0.2070674;0.29986;0.37796113;0.41236785;0.4219936;0.40537536;0.3539329;0.29461226;0.24050406;0.2078503;0.18259597;0.15762924;0.12483651;0.106716454;0.10278665;0.10769612;0.11257217;0.12314733;0.13964723;0.16310643;0.18450464;0.19436437;0.17946385;0.15282294;0.13402529;0.14153531;0.16215794;0.18973137;0.18945158;0.16228913;0.14144994;0.11772468;0.08708702;0.056703553;0.022387521;-0.0028215402;0.0027001952;0.027663223;0.074050255;0.13236856;0.18405415;0.22044417;0.23923309;0.25019696;0.24691068;0.22799428;0.19291566;0.17043905;0.17102908;0.1927375;0.21328446;0.20803733;0.17437626;0.14421174;0.14542612;0.1743002;0.21731055;0.25170764;0.2696216;0.27339554;0.2690232;0.24842526;0.24424848;0.27225086;0.32548833;0.38341552;0.4193797;0.42883846;0.4260459;0.40667233;0.366726;0.31135374;0.25228226;0.20948681;0.17854187;0.1533061;0.1323621;0.116212495;0.11089486;0.098964505;0.07533199;0.042526275;0.014127184;-0.0015418559;0;0;0;0;0;0;0;0;0;0
corner_right_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009073014;0.009073013;0.018146027;0.02268253;0.018146027;0.009073013;-0.0009073014;0;0;0;0;0;0;0;0;0;0;-0.0010520243;0.009084146;0.034572076;0.06250805;0.081612594;0.075924985;0.0517518;0.03078145;0.036629368;0.07750914;0.10997828;0.10824829;0.07223009;0.025446188;0.005853484;0.029264642;0.052141994;0.059364226;0.04780031;0.023186283;0.0057666516;-0.0008026555;0.0004091198;0.010403353;0.018994885;0.022384742;0.017183067;0.007866805;-0.0007987594;0;0;0;-0.0027274704;0.024012871;0.08355188;0.1657478;0.24605495;0.2657595;0.22013469;0.14242963;0.067287244;0.01727435;0.0052990867;-0.0010778144;0.020042269;0.036870945;0.043503154;0.03344324;0.015246002;-0.0015490918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_in;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009240001;0.0092400005;0.018480001;0.023100004;0.018480001;0.0092400005;-0.0009240001;0;0;0;0;0;0;0;0;0;0;-0.0011466509;0.009919086;0.037505496;0.067738116;0.08859269;0.082699135;0.055507917;0.0323645;0.03638779;0.07356043;0.10358821;0.101112336;0.066278644;0.022590136;0.010571453;0.03281314;0.048092544;0.046589646;0.03131025;0.009317929;0.0019370605;-0.00035568431;0.00026105734;0.0100137135;0.018449392;0.021878213;0.016871355;0.007804463;-0.00079096656;0;0;0;-0.0024491572;0.021557035;0.075066656;0.14908908;0.22135927;0.24004336;0.2005414;0.13150191;0.06373374;0.017653411;0.005438242;-0.0007141518;0.020306665;0.03698227;0.043564383;0.033437118;0.015246002;-0.0015490918;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011225304;0.009922796;0.03427892;0.06504182;0.088150725;0.099069506;0.09294218;0.08146972;0.061850496;0.03814748;0.015956258;0.0038696686;-0.00046533986;-0.0009351327;0.008638844;0.025003666;0.04465259;0.06472454;0.07231693;0.06257596;0.044930898;0.022665836;0.010653834;0.019383965;0.040464528;0.06677292;0.07496647;0.060961742;0.034933884;0.010689458;0.0013114123;0.012048181;0.03631988;0.052434225;0.05280995;0.035134275;0.0135204615;-0.0013871137;-0.0010754025;0.006545929;0.0136178695;0.017416844;0.014143881;0.0072823456;-0.00072472775;0;0;0;-0.00067685795;0.0057020825;0.022823915;0.05073317;0.07970893;0.09848951;0.096833;0.08534144;0.07631388;0.06602557;0.05165031;0.03238083;0.012310726;-0.0000064938563;-0.00024120488;-0.0011819038;0.010642699;0.035574004;0.06620331;0.088574134;0.09415302;0.08805201;0.08262788;0.0757272;0.06003404;0.03834787;0.015956258;0.0038696686;-0.00046533986;-0.0008794699;0.008026554;0.02415481;0.048510008;0.059113745;0.0520585;0.029122703;0.010392218;-0.0011160362;0;0;0;0;0;0;0;0;0;0
corner_left_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011503616;0.01010834;0.035601836;0.06899943;0.096069865;0.11183185;0.1093621;0.09893389;0.07601665;0.051561255;0.040002715;0.037225332;0.034269456;0.023916388;0.019422555;0.026625304;0.04731326;0.066071585;0.06735182;0.050541695;0.030224824;0.010192946;0.005265687;0.023140078;0.048553422;0.07561215;0.08205789;0.064530835;0.036292054;0.011091899;0.00031059765;0.0100137135;0.03341151;0.049706757;0.050986998;0.03461939;0.01328111;-0.0013971328;0;0;0;0;0;0;0;0;0;0;-0.00067685795;0.0057288003;0.02261908;0.049646642;0.07708165;0.09491597;0.093816064;0.08708534;0.083929636;0.076784045;0.060822956;0.038940858;0.027627233;0.025129836;0.028862944;0.020721354;0.02072358;0.0370242;0.07275852;0.100580566;0.111200824;0.108373344;0.103627;0.09458663;0.07894078;0.06763477;0.052489705;0.03982292;0.024380056;0.008596169;0.007995013;0.025819123;0.049818076;0.059308562;0.05119573;0.027747836;0.009919086;-0.00106594;0;0;0;0;0;0;0;0;0;0
corner_right_down;0;-0.0009774364;0.008538652;0.031010784;0.057784524;0.07150425;0.063188255;0.037184887;0.014038124;0.0022665842;-0.000316164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011243859;0.010130605;0.03252926;0.0601268;0.083716646;0.08393929;0.060772493;0.032952294;0.010486845;-0.0011577833;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_down;0;-0.0009774364;0.008538652;0.031010784;0.057784524;0.07150425;0.063188255;0.037184887;0.014038124;0.0022665842;-0.000316164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011911809;0.0107540265;0.0342882;0.06289881;0.086722426;0.08627712;0.06187461;0.033353068;0.010575905;-0.0011689159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
