;meta[fps=30]
;meta[frames=135]
jaw_open_a;0;0;0;0;-0.006491429;0.009432382;0.019931432;0.024070099;0.01988724;0.0066468576;-0.012565334;0.005793523;0.057334855;0.08299581;0.069808975;0.064705305;0.052362453;0.044388574;0.06507756;0.055536326;0.025913471;0.02023184;0.01427592;0.0053093885;-0.00015020424;-0.0015281634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0021028572;-0.006293333;0.006500569;0.03947428;0.09348267;0.14697373;0.16138974;0.12057833;0.08634515;0.056546286;0.048231613;0.06856046;0.099392004;0.13403368;0.18961464;0.23970926;0.210802;0.15086997;0.11744824;0.1276861;0.12553327;0.124617144;0.06666667;0.004937145;-0.015908573;0;0;0;0;0;0;0;0;-0.017554287;0.014140953;0.07065906;0.09841524;0.09473525;0.059809532;0.0018895225;0.018829713;0.07422781;0.12770896;0.16946286;0.1658584;0.15482385;0.14702694;0.12917292;0.10823053;0.08015107;0.03455347;0.011624489;0.0024293861;0.00016326546;-0.00043755086;-0.0004310204;0;0;0;0;0;0;0;0;0;0;0;-0.0104228575;0.006156192;0.03914667;0.07222857;0.086750485;0.063299045;0.03577905;0.035961907;0.069927625;0.102110475;0.10373943;0.08596039;0.07616762;0.06227886;0.06284115;0.056281157;0.060850292;0.051789716;0.060841147;0.069691435;0.06542858;0.049074285;0.041097146;0.005348571;-0.0025828574;-0.00224;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.008594286;0.007771428;0.02256762;0.05407238;0.08248687;0.089177914;0.07824153;0.08166858;0.094192766;0.096252955;0.07165867;0.05094095;0.032045715;0.017042292;0.025874289;0.014537145;-0.0052114287;-0.0019657144;0.00041142866;0.00012190483;-0.000060952414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.009097143;0.005691428;0.030811433;0.05835429;0.08507429;0.11220572;0.093668565;0.0704;0.037257142;0.0053942865;-0.010240001;0;0;-0.010191239;-0.0072746673;0.043145146;0.117894866;0.18525258;0.22104459;0.20558631;0.13948116;0.08004114;0.031649522;-0.00070704904;-0.01024;0.0003657143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0070857145;0.003497142;0.03015619;0.048891433;0.05161143;0.03831619;0.009005715;-0.0044342857;-0.0017980954;0;-0.002363429;-0.0035954295;0.0054308586;0.040363435;0.07192458;0.097931445;0.11158781;0.08295772;0.05609829;0.05130667;0.073645726;0.08333715;0.081683815;0.044388574;0.010422858;-0.012800001;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0.000041985553;-0.00097616407;0.00369282;0.020114895;0.03639861;0.04134622;0.03184604;0.013709235;0.00044848208;-0.00093513273;-0.000047710855;0.000009542171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00020730364;0.0013907711;0.009780008;0.029884884;0.051828302;0.07654372;0.08015209;0.06406852;0.03612117;0.01367393;-0.0014504099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.000085879525;-0.0010273736;-0.0008269883;0.007702121;0.031129735;0.06954492;0.11946639;0.13693649;0.115881704;0.06799273;0.02265311;-0.0024666507;0;0;0;0;0;0;0;0;0;0;0;-0.001350217;0.01350217;0.02700434;0.03375543;0.02700434;0.01350217;-0.001350217;0;0;0;0;0;0;0;0;0;0;0.00002624097;-0.0002671808;-0.0010782653;0.0054509644;0.011617593;0.01486193;0.012097086;0.006006796;-0.0006011568;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;-0.0008802652;0.0069276155;0.03442958;0.07779731;0.11198214;0.119335815;0.11061665;0.11857578;0.16165915;0.20769344;0.22560756;0.20768575;0.1799119;0.16360867;0.16270326;0.15384664;0.13057777;0.092273474;0.051315065;0.019915871;0.0037234898;-0.00049074006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00071089173;0.0041413014;0.039997198;0.112250745;0.20142281;0.2720461;0.28838584;0.25318483;0.20447084;0.1717939;0.15591381;0.145412;0.12981158;0.11017218;0.09481378;0.08786049;0.07951587;0.07471835;0.086879455;0.12961769;0.15210497;0.1392179;0.08693871;0.031617984;-0.0033707719;0;0;0;0;0;0;0;0;-0.0037691575;0.035072245;0.10008067;0.16104321;0.17601249;0.13840204;0.06909485;0.038056083;0.03668774;0.052436136;0.07133345;0.08835607;0.099043645;0.10732986;0.112040564;0.11630188;0.11771795;0.10908745;0.08238301;0.04792487;0.018654259;0.0031325573;-0.00042939754;0;0;0;0;0;0;0;0;0;0;0;-0.0017605304;0.015071858;0.05916623;0.10749256;0.13432035;0.1354702;0.13125734;0.15085694;0.17109112;0.17422573;0.15409411;0.13053116;0.11082181;0.10362081;0.08590817;0.08036893;0.09547657;0.11695504;0.14030711;0.16122451;0.16858868;0.14603814;0.10687708;0.052465238;0.014442075;-0.0016603377;0;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;-0.0010178314;0.006536386;0.04845752;0.18146822;0.27348652;0.33184883;0.30722606;0.22802608;0.12853223;0.08333495;0.014877832;-0.0034192775;-0.0015744581;0.00014313255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007951808;-0.00055662653;-0.0051845796;0.0053277113;0.01661928;0.024650604;0.021867475;0.012325303;-0.001208675;0;-0.0027513257;0.023823617;0.089807734;0.16372775;0.18957111;0.15418556;0.07644869;0.017462172;-0.002115181;0;0;0;0;0;0;0;0;0;0;0;0;-0.0029612537;0.027440103;0.08058999;0.12132551;0.118259296;0.07654411;0.018715374;-0.00479653;-0.0038264107;-0.00022583133;0.000047710855;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00047710852;0.0049142176;0.008285785;0.0051766275;0.023855425;0.040315665;0.045237835;0.06898459;0.08338797;0.076371826;0.0646217;0.03270844;-0.002229157;-0.0032337354;-0.004460965;0.0059240963;0.017096383;0.024769882;0.021700483;0.012054941;-0.0011848193;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.0018703063;0.005041695;0.007562542;0.015694309;0.019516239;0.028501842;0.022931578;0.020410733;0.012116332;0.008457036;0.004309836;0.002398871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00033882356;-0.0006234354;0.00062343513;0.0019245174;0.0044182586;0.0076980703;0.014271248;0.019190965;0.025316894;0.020952847;0.017673036;0.010761036;0.0071152947;0.0043776;0.0056244708;0.0077793887;0.014122165;0.022443673;0.0340992;0.04224452;0.047719903;0.038788516;0.030467011;0.018675955;0.0119265895;0.0060310587;0.0025886118;0;0;0.0012016941;0.006284047;0.012568094;0.0227328;0.035300896;0.053226918;0.064593315;0.07263021;0.058584847;0.046016753;0.02809073;0.017736284;0.008420894;0.0033385414;0.0011384471;0.005638024;0.01446099;0.027160095;0.04586316;0.06752076;0.087524906;0.09476218;0.088920854;0.06838814;0.04849243;0.029409882;0.016859861;0.0075083296;0.0024259768;0;0;0;0;0;0.001626353;0.0035824943;0.008420895;0.015346447;0.028397933;0.04081243;0.05832283;0.0676066;0.07751379;0.07588293;0.06877667;0.05207041;0.036412243;0.021454308;0.012125365;0.0063653653;0.0033882358;0.0033430597;0.004951342;0.009216001;0.011655531;0.015721414;0.012757837;0.010950779;0.0065776953;0.0044815065;0.002294965;0.001192659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0.00001749398;-0.0001749398;-0.0005884338;0.0008349399;0.013645304;0.04713832;0.070788585;0.072361454;0.049062658;0.017971085;-0.0019084341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00063614466;0.0045484346;0.029024895;0.068100885;0.116416864;0.1513375;0.1477499;0.107849054;0.058197435;0.014770751;0.0013117838;0.026680332;0.08031803;0.15247972;0.22104627;0.26481587;0.2439429;0.1866845;0.14147489;0.13460937;0.13457938;0.12324242;0.07199037;0.019413011;-0.0022265061;0;0;0;0;0;0;0;0;-0.0024120484;0.022397593;0.065446034;0.09510893;0.090645306;0.056444596;0.019280486;0.032048438;0.08208334;0.1394657;0.1808562;0.18477882;0.17162387;0.15397486;0.13115129;0.10073776;0.06339208;0.022834945;0.003387472;-0.0014657829;-0.00067325315;0.00006361446;0;0;0;0;0;0;0;0;0;0;0;0;-0.0011132532;0.009563375;0.036816873;0.07061206;0.08428917;0.07100964;0.037373498;0.008365302;0.012998557;0.033898562;0.04938073;0.047472294;0.031846993;0.009351327;0.0024491572;-0.0002942169;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;-0.0037405307;0.03557957;0.09181889;0.14251867;0.1435362;0.12178099;0.099306636;0.121093005;0.14590293;0.16643135;0.17441784;0.18809429;0.21975903;0.27061883;0.32626492;0.35788706;0.33414927;0.24441156;0.13460979;0.051701065;0.009747323;-0.0012818312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0031059766;0.02861061;0.08509874;0.14098461;0.15881117;0.15507896;0.15135233;0.1690883;0.16844615;0.15082204;0.13591522;0.13929988;0.14914402;0.12690715;0.07192173;0.043405745;0.06734068;0.11010297;0.12765452;0.1033099;0.050803307;0.012273616;-0.0010909883;0.00016698797;-0.0000166988;0;0;-0.0021675043;0.021870974;0.041390758;0.050256707;0.03858647;0.017878847;-0.0040656007;0.00013470366;-0.0012115904;0.0076024043;0.048577905;0.1335217;0.23524597;0.32268128;0.34223315;0.28293106;0.18015571;0.09300211;0.036112823;0.020159349;0.014153718;0.005259752;0.004491789;0.03934422;0.06688796;0.07446735;0.054054007;0.022042414;-0.0022877355;0;0;0;0;0;0;0;0;0;0;0;-0.0020038558;0.019370604;0.047023814;0.060783625;0.049365357;0.04425924;0.069882624;0.13088703;0.1676374;0.15543984;0.11765899;0.10380194;0.13080391;0.16114339;0.17224996;0.15056562;0.11229126;0.06813702;0.03435536;0.011919231;0.0209774;0.032076534;0.037134416;0.027066896;0.011184484;-0.0011577833;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;-0.0037850605;0.03620299;0.09103238;0.13902861;0.13790756;0.11585905;0.09546814;0.12170639;0.14820239;0.1663022;0.1668633;0.17003353;0.188552;0.22467199;0.26676375;0.2917547;0.27261823;0.19970171;0.109970324;0.04215889;0.007923178;-0.0010432771;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0032469884;0.0300801;0.087227285;0.14436333;0.16196722;0.15237376;0.13606921;0.14283596;0.13778384;0.12320225;0.11181051;0.115187936;0.12357704;0.10525901;0.059442155;0.038067695;0.06279026;0.103569284;0.11974374;0.09679736;0.047463547;0.0113997115;-0.0011132532;0.00011132531;-0.00063455437;0.005234517;0.0214702;0.043278836;0.07989818;0.09617395;0.085596934;0.05415198;0.021659454;-0.0021919957;-0.000061228915;-0.000936988;0.0060698264;0.0328996;0.084720425;0.14414272;0.19314164;0.20124109;0.16500881;0.105741434;0.060344826;0.031717144;0.023790779;0.01719624;0.006989004;0.0026838665;0.023304097;0.0391995;0.043487385;0.031545885;0.012872918;-0.0013359039;0;0;0;0;0;0;0;0;0;0;0;-0.0012913736;0.012345978;0.031738847;0.041301697;0.033590563;0.03307846;0.062071286;0.115414664;0.1493726;0.13995077;0.1087205;0.09832548;0.12604477;0.15404364;0.16494519;0.14419414;0.107354894;0.065093026;0.032802373;0.011440531;0.020075666;0.030633016;0.035360634;0.025768103;0.010646411;-0.0011021207;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;0;0;-0.00030614465;0.0030614464;0.005894676;0.0088336645;0.019843737;0.049456272;0.06910519;0.069667384;0.06051087;0.046339165;0.035746563;0.031989332;0.017338919;0.0005621928;-0.0008516386;0.0002950121;0.00017812052;-0.0000166988;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00023378317;0.0012282892;0.013946465;0.04400393;0.09006739;0.13163294;0.1389266;0.106894575;0.06675178;0.03837829;0.028330067;0.025226315;0.015511327;0.0029018798;-0.00037108437;0;-0.00047127716;0.003521591;0.019155378;0.05742531;0.08284459;0.083085805;0.055080056;0.020628583;-0.0021819763;0;0;0;0;0;0;0;0;-0.0023675186;0.021990461;0.06419761;0.092882425;0.08946846;0.05736965;0.014479713;-0.0016847232;0;0;0;0.00004453013;-0.0005380724;-0.00041932543;0.004460434;0.01785658;0.039934244;0.0687137;0.078892544;0.0668119;0.039231043;0.013069593;-0.0014231087;0;0;0;0;0;0;0;0;0;0;0;-0.0011577833;0.010446026;0.033646222;0.059544202;0.071129456;0.06102483;0.03428078;0.011781931;0.015062316;0.02779422;0.035616685;0.0290188;0.0145094;-0.0012060241;-0.0024528678;-0.00039706004;0.012320003;0.0228755;0.038347866;0.04861392;0.048851404;0.037995327;0.02657892;0.00842176;0.0012579762;-0.00018368677;0;0;0;0;0;0;0;0;0;0;0
