;meta[fps=30]
;meta[frames=52]
jaw_open_a;0;-0.014628572;0.0050285715;0.056548573;0.11582477;0.14785525;0.13440001;0.07038477;0.018118098;-0.0047542835;0.019790476;0.036632378;0.040239997;0.024786284;0.009853716;0.011634288;0.060594298;0.07756802;0.06481829;0.029781338;0.017749336;0.038308572;0.06397823;0.061359458;0.040842447;0.024579044;0.03991946;0.09335511;0.11948408;0.121750206;0.11378938;0.1079641;0.108760834;0.11818231;0.08979375;0.06866939;0.05578493;0.07147701;0.10965126;0.14072305;0.123745024;0.10443302;0.0806461;0.075061835;0.08003175;0.079096384;0.059753645;0.037409525;0.025417145;0.018905398;0.012271748;0.0047238106;-0.00030476192;-0.0013003176;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;0;0.00096000003;-0.006192001;0.004248001;0.00394743;0.014940574;0.038964577;0.06257487;0.07944001;0.10215315;0.10096916;0.11667429;0.13964953;0.15336913;0.16295086;0.13544953;0.09518857;0.07272571;0.06764953;0.07956572;0.103293054;0.100312665;0.095291436;0.08732654;0.077714294;0.07449797;0.07183674;0.05769579;0.06561764;0.060783345;0.053837504;0.056624327;0.06660572;0.08856534;0.12138973;0.13280687;0.12794973;0.10269716;0.06404571;0.03204572;0.0043428573;-0.0063085714;-0.004434286;-0.00036571428;0.0009142858;0.00013714287;-0.00009142858;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00010496388;0.00033588434;0.007777824;0.031145645;0.051432304;0.06992979;0.06663297;0.054703996;0.04886005;0.049339384;0.039173793;0.028117595;0.0099365795;-0.0010623616;0;0;0;0;0;0.000047710855;-0.0007951809;0.0012913736;0.014119233;0.02896653;0.043670382;0.055736132;0.06772619;0.077916585;0.07744902;0.057771157;0.030037798;0.007955307;-0.0009217736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0034972054;0.030964343;0.1060994;0.20426925;0.27286792;0.27424198;0.19915465;0.11188195;0.042214565;0.007867521;-0.0010400966;0;-0.0012123327;0.010328446;0.04080996;0.0795984;0.10135693;0.092179745;0.06333091;0.058101315;0.07530072;0.09090586;0.08771699;0.072501995;0.06656021;0.08831099;0.121931046;0.14181113;0.14926705;0.15400423;0.1656064;0.18007047;0.1829458;0.15969163;0.1337164;0.12185995;0.14041245;0.17626423;0.20029062;0.18729411;0.15687384;0.13097788;0.13439088;0.15490307;0.16610701;0.15205765;0.12612045;0.10041543;0.073423825;0.04523625;0.020138752;0.004637495;-0.0005645784;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0.00027036155;-0.003090603;-0.005232291;0.034273084;0.11473663;0.17058219;0.16914687;0.10661784;0.05461249;0.06193902;0.12109809;0.1674439;0.1890834;0.16684751;0.13019973;0.09513504;0.07533543;0.0839214;0.113552496;0.1447461;0.16680577;0.17636383;0.16079286;0.13967815;0.1208158;0.10261346;0.07988254;0.049847234;0.020584581;0.004546314;-0.001545301;-0.0041980245;-0.0050979047;0.0053937114;0.0475041;0.1296614;0.20465171;0.22500755;0.17577793;0.092052534;0.023402173;-0.00026638524;-0.0022662657;0.000031807274;0.0003777109;0.00006361448;-0.00000795181;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.044982214;0.08385612;0.13853276;0.20276016;0.26923734;0.3058574;0.3053871;0.25981802;0.19398326;0.13067204;0.081663705;0.04954775;0.034920964;0.029778525;0.036594752;0.035896324;0.0371188;0.026805008;0.020684954;0.011965892;0.007377318;0.0028687061;0.0013869178;0;0;0.0069865417;0.017659483;0.036003392;0.06432363;0.110588625;0.15714097;0.20759313;0.23162115;0.23564109;0.22773117;0.19267592;0.15335983;0.11180982;0.084455766;0.069689974;0.061720405;0.048867315;0.036352754;0.024824923;0.015584375;0.008803388;0.004153223;0.0012965644;0.00010089379;-0.000046682493;0.000049694037;0.000058729387;0.000016564698;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.0020547472;0.018833062;0.057653792;0.09155713;0.09518316;0.06851278;0.025601642;0.0031839032;-0.0010623615;0.000047710855;0;0;0;0;0.00012722892;-0.0019137352;0.0024544578;0.022720968;0.0508929;0.084307715;0.11109803;0.10771388;0.08200104;0.052718505;0.03443531;0.044468503;0.07813646;0.102251746;0.11244396;0.11301167;0.113424025;0.1170438;0.11841283;0.09968842;0.08213639;0.07427284;0.08858281;0.11467655;0.13329618;0.121123254;0.10891353;0.09394903;0.08213503;0.065115765;0.04030772;0.0110371085;-0.001049639;-0.0022901208;-0.0003498795;0.00063614466;0.00049301214;0.00014313255;-0.000015903615;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0009017351;0.009124965;0.016958557;0.020420777;0.014995521;0.0067908443;-0.0016810137;0.0004853767;0.0029202467;0.018043974;0.028903758;0.043770324;0.05995759;0.08093908;0.10451612;0.13232127;0.14269681;0.14195277;0.122106805;0.09280525;0.06850488;0.072542354;0.11386354;0.16615444;0.19511062;0.1870423;0.1483099;0.1058073;0.08436417;0.07514459;0.06843168;0.05351037;0.047302127;0.04071538;0.035165813;0.022448154;0.006220191;-0.001834195;0.02703053;0.07715946;0.11519522;0.13347004;0.14219242;0.16880094;0.22023845;0.27591854;0.29281405;0.2652796;0.19800444;0.11896099;0.051971607;0.012021898;-0.0014633096;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0007347471;0.007440242;0.01376723;0.016535522;0.012104773;0.005529157;-0.0012542664;0.00056516007;0.0025734692;0.016791565;0.026541807;0.0466954;0.074769415;0.1081904;0.1369591;0.15897256;0.1555048;0.14304005;0.117676064;0.08662186;0.06544603;0.073137015;0.11730024;0.16946542;0.196267;0.18402863;0.14304608;0.0994418;0.07816662;0.06970172;0.06395407;0.050401613;0.042938177;0.035267863;0.029435158;0.018534034;0.005233552;-0.0014159833;0.021745246;0.062453624;0.09418456;0.110318765;0.11841057;0.14009482;0.1810963;0.22554758;0.23896225;0.21630758;0.16129678;0.09676273;0.04220838;0.009750863;-0.0011874703;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0020417066;0.018736051;0.05707204;0.09044292;0.09372479;0.06718483;0.024765428;0.0024001736;0.0026050117;0.020474952;0.033586845;0.036548097;0.026425289;0.0091483435;-0.0012101062;0.013119691;0.033077538;0.05753293;0.06850997;0.07203212;0.074087285;0.0715562;0.057980545;0.043492485;0.033860527;0.04635169;0.078776576;0.10159191;0.1099741;0.11010252;0.111523315;0.11620493;0.11680842;0.10164373;0.086911075;0.08132558;0.094731666;0.11726704;0.13093044;0.11966265;0.09978478;0.08002174;0.07228185;0.067390785;0.053696655;0.029164452;0.0083494;-0.0006401205;-0.0010826386;-0.000055662647;0.00011132531;-0.0000083494;0;0;0;0;0;0;0;0;0;0;0
