;meta[fps=30]
;meta[frames=44]
jaw_open_a;0;-0.016883811;0.015542856;0.06532572;0.088441916;0.08306286;0.05430858;-0.0008380938;0.008015238;0.04596114;0.08869029;0.11928381;0.11248001;0.07403886;0.031297527;-0.0022125726;-0.0074422862;0;0;0;0.0014628572;-0.0022247622;-0.011382858;-0.0053942846;0.01740953;0.07113143;0.11888458;0.12316953;0.08727772;0.048859425;0.012594287;0.0075337132;0.009014856;-0.00080000004;-0.0024754284;0.01008;0.035714287;0.06708572;0.09208001;0.093051426;0.07360001;0.039177146;0.01344;-0.0010057142;-0.0029257145;-0.0003657143;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0.00027428564;-0.004586666;0.005439999;0.0013257116;0.022476187;0.04754286;0.06459428;0.06664229;0.07060266;0.077778295;0.08290896;0.06994896;0.04296686;0.010694097;-0.012336764;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.008045715;0.008347429;0.025092574;0.039360005;0.051702864;0.06520686;0.07884342;0.086235434;0.06792229;0.03602286;0.0045028585;-0.009462858;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;0;0;-0.0007633737;0.0075364057;0.016278941;0.020639714;0.015332361;0.024673508;0.045169458;0.0651743;0.06283201;0.03994671;0.009775638;-0.0011476051;0;0;0;-0.00085243385;0.008454362;0.017843857;0.021756144;0.016889637;0.007538312;-0.0020611093;-0.0010241929;0.00009542171;0;-0.00010496388;0.00049333024;0.006591731;0.024456581;0.03741962;0.038941596;0.02687075;0.010150007;-0.0010706314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0;-0.0017748435;0.016159665;0.050339714;0.08605129;0.10126629;0.08938628;0.054333117;0.026894607;0.010119471;0.00061547;0.015687328;0.044657353;0.06376555;0.060545076;0.03704986;0.020553835;0.022347763;0.027493378;0.030868921;0.027886992;0.019969376;0.01736675;0.009141399;-0.0018034702;0.006913303;0.03710926;0.075926095;0.11174001;0.12599601;0.114083804;0.093445286;0.08810978;0.08072581;0.06698007;0.042422105;0.015296099;-0.0016054698;-0.002337832;-0.00017175903;0.00025763872;-0.000019084351;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0.00009330121;-0.0022625541;0.011429396;0.024258312;0.03137253;0.02565783;0.013388721;-0.0013295421;0;0;-0.0018050607;0.01636482;0.05270459;0.0815935;0.081267476;0.053992778;0.014973254;-0.0032761458;-0.0023219278;0.00020674702;0;0.00010496388;-0.0015394702;0.0009446747;0.02571615;0.04723904;0.05384965;0.05401823;0.04198873;0.028123958;0.024014464;0.012039039;-0.0012033738;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00078268244;0.0013010825;0.0026665414;0.0037677179;0.006498636;0.0071356245;0.009212613;0.006200472;0.005621083;0.0028257887;0.0021888004;0.00089449435;0.0005116236;-0.0001355294;0.00006437648;-0.00005421177;-0.00053127535;-0.0014881131;-0.0024368188;-0.0026184276;-0.0031063333;-0.0023527897;0.000016264916;0.0061828536;0.012417208;0.017678458;0.01556962;0.01299456;0.008256453;0.0056407345;0.0030331486;0.0013010823;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;-0.002650603;0.024963379;0.06843857;0.097118095;0.09161015;0.057110954;0.010807037;0.0013677104;0.020682652;0.05566053;0.09240532;0.102937214;0.0810056;0.043268442;0.011225305;-0.0013062172;0;0;0;0.00006759039;-0.00071566284;-0.0024292776;0.012130482;0.043933745;0.09502809;0.13369773;0.13353314;0.09227358;0.043663383;0.006663615;-0.002687712;-0.000636145;0.00029262656;-0.000019084337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;-0.0022265061;0.019125689;0.07356377;0.14037752;0.18503788;0.19449535;0.17825411;0.14530738;0.10705599;0.057343673;0.052872483;0.10436266;0.15847158;0.15713568;0.10386652;0.029345354;0.0042080972;0.013731978;0.015808197;0.010835664;0.0025756962;0.035763625;0.12820074;0.24977505;0.36225262;0.41243693;0.41512576;0.3959863;0.35475802;0.28834003;0.204147;0.10785642;0.046095915;0.01307321;-0.0010241929;-0.00070134946;0.000055662655;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;-0.002085494;0.018231377;0.06604189;0.12227602;0.15749785;0.16217019;0.14588812;0.11915149;0.088345915;0.047454275;0.043890376;0.08647268;0.13130821;0.13019496;0.08611013;0.024369111;-0.0039075185;-0.0013915664;-0.00096853025;-0.0021485784;-0.0036292055;0.018773898;0.07089864;0.14468579;0.22186024;0.27088985;0.29669926;0.30834165;0.29429656;0.25129467;0.18401149;0.10355677;0.044594694;0.012534675;-0.00085720484;-0.0005120964;0.000038963863;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;0;-0.00040819286;0.003940916;0.008739038;0.020146172;0.03909523;0.06715069;0.089390524;0.09110493;0.06663563;0.033468105;0.00789445;-0.0009470075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007792773;-0.0010538797;0.000111325295;0.014305304;0.026829401;0.03161639;0.024346847;0.010486845;-0.0010761447;0;0;0;0;0;0;0;0;0;0;0;0;0;0
