;meta[fps=30]
;meta[frames=37]
jaw_open_a;0;0;0;0;0.0004571429;-0.004190476;-0.005104762;0.009371428;0.0489981;0.08879239;0.10116571;0.09991239;0.06711467;0.06650743;0.09708801;0.113574855;0.11678173;0.114674285;0.07234972;0.051323432;0.028441142;0.015703771;0.0426016;0.11323979;0.18371293;0.208192;0.18936689;0.14280322;0.08093806;0.040706746;0.020503769;0.012854857;0.052589722;0.1284663;0.15181716;0.124352;0.06730972;0.009572571;-0.017645713;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;0;0;0;-0.0056685717;-0.0004571435;0.026697148;0.044449527;0.06858667;0.064612575;0.0615741;0.070899814;0.095844574;0.121377535;0.14727011;0.13496229;0.10413944;0.059890293;0.032433826;0.036486402;0.06848595;0.10933761;0.12232291;0.114516124;0.1097344;0.109421715;0.123821735;0.13286859;0.10902858;0.06482286;0.022537142;-0.0020266692;-0.0063085705;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.0013015522;0.011747558;0.037967533;0.0646568;0.07927254;0.07024087;0.049652684;0.04036977;0.051314168;0.070194595;0.08567675;0.075552985;0.06237096;0.05603687;0.07040213;0.07833884;0.06927616;0.03864388;0.011933439;0.00015394705;0.01723952;0.030471334;0.03479712;0.026120102;0.010979858;-0.0011323375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;0;0.00012881929;-0.0019609157;0.0022280978;0.027765334;0.06784007;0.1111472;0.13434182;0.13681562;0.121092044;0.114021294;0.11070826;0.109121874;0.10763806;0.11775515;0.1253097;0.11850373;0.09024507;0.061718754;0.040735524;0.033020683;0.02608591;0.01085231;0.015976457;0.045161188;0.064610034;0.060490683;0.04532149;0.042092428;0.08586235;0.15514424;0.18361044;0.1560603;0.090121984;0.028134134;-0.0031117017;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00020674702;-0.00329735;0.0049937363;0.051130127;0.09001447;0.10178316;0.07590797;0.03047133;-0.0031701212;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0;0.000795106;0.0015585884;0.0031036236;0.0046170354;0.0077071064;0.009143718;0.011411578;0.008904283;0.0073682843;0.004291765;0.009760378;0.021698263;0.04424358;0.07588653;0.124772444;0.17549571;0.22568494;0.24037229;0.22005236;0.17810193;0.12376956;0.08094767;0.04510013;0.021616945;0.007317234;0.0022362357;-0.0001938071;0.00004472471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;-0.002115181;0.019906027;0.054575913;0.07974604;0.07620483;0.04692574;0.028882027;0.05029095;0.08292675;0.10930556;0.11662123;0.099299006;0.0767254;0.049744923;0.038420912;0.0626752;0.11943076;0.17373586;0.19312981;0.17834738;0.14834248;0.11637111;0.095738605;0.07695813;0.04935953;0.027529161;0.011455906;0.002205302;-0.00028626513;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;0;0;0;0;-0.0012969399;0.012474001;0.030770315;0.040186588;0.071951404;0.1174188;0.14988859;0.1650847;0.15637358;0.13674462;0.13980791;0.13875617;0.10837261;0.063085645;0.035195578;0.025296599;0.022221161;0.024769364;0.04735186;0.08450594;0.12279785;0.123494074;0.08491161;0.050042063;0.05922285;0.11202222;0.18335056;0.20512804;0.1658391;0.0929789;0.02895794;-0.0032083956;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;0;0;0;0;-0.0012468437;0.012067665;0.028844392;0.037438706;0.06240155;0.097653635;0.12229011;0.13531555;0.12863456;0.1144276;0.11960885;0.12081024;0.09592272;0.056546398;0.03187218;0.023210362;0.02094025;0.022458695;0.040298283;0.0721518;0.10722477;0.109896794;0.07723283;0.04767907;0.05734367;0.107337646;0.17348939;0.19268186;0.1546932;0.08637063;0.026878385;-0.0029790653;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;0;-0.0002950121;0.0026940724;0.007130387;0.02468639;0.04899427;0.07384022;0.07904283;0.073522955;0.05120259;0.052242007;0.07032829;0.09657287;0.10716175;0.10677768;0.083512925;0.059374247;0.035015892;0.026956683;0.048083257;0.104913354;0.16456895;0.1891651;0.1755233;0.13625404;0.08801789;0.049702674;0.022874087;0.0022858796;-0.0021893976;-0.00043787944;0.00018183129;-0.000011132527;0;0;0;0;0;0;0;0;0;0;0;0;0
