;meta[fps=30]
;meta[frames=142]
jaw_open_a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.010294857;0.010907428;0.037193146;0.050084572;0.04867657;0.031652577;-0.0009874279;-0.0029165717;-0.000054857384;-0.00029257138;0;0;0;0;-0.009005715;0.011222858;0.030857146;0.037851427;0.03364572;0.0010971427;0.007009525;0.062285718;0.10715429;0.110918105;0.08018286;0.014948571;-0.005881905;-0.0064457143;0.00064000004;0;0;-0.006674286;0.00288;0.030720001;0.032320004;0.05312;0.0770743;0.087908566;0.08182858;0.09915429;0.061958097;0.042651433;0.03672381;0.062521905;0.102582864;0.13414095;0.11093334;0.061577145;0.005153524;-0.016798478;0.0022491436;0.015547432;0.043659434;0.08248686;0.105328;0.094738305;0.06092115;0.02152229;-0.003318857;-0.0052297153;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.009574401;0.005591772;0.032504685;0.062253714;0.10259932;0.11192138;0.06909989;0.046019662;0.05980831;0.10344596;0.119363055;0.12806706;0.11320686;0.09501866;0.08896914;0.07844572;0.020083811;-0.01351619;-0.0045302846;0.03474591;0.056303244;0.057261724;0.02873753;0.011355432;0.028068574;0.063201524;0.09669486;0.13602743;0.15750097;0.14539889;0.11331354;0.07232915;0.057302862;0.07419124;0.08825144;0.069089524;0.07071239;0.061440002;0.050940957;0.036388572;0.0076800003;-0.009630476;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;0;-0.008045715;0.0035199998;0.02680229;0.05989944;0.0915703;0.110706285;0.08727315;0.057476573;0.02357943;0.00086857093;-0.006674286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0037211431;0.0055817147;0.011163429;0.013024;0.0013257144;0.007154286;0.032585144;0.085997716;0.12579659;0.12213029;0.07499887;0.021174863;-0.011465145;0.021065148;0.10362974;0.18649828;0.2468846;0.25690517;0.21678174;0.16194516;0.12465373;0.08031544;0.038748957;0.01933791;0.034944;0.040700953;0.045539048;0.042114288;0.024769524;0.03320762;0.053234294;0.046388574;0.02242286;0.0075657154;-0.007542858;0;0;0;-0.0057782866;0.0008045719;0.019876573;0.04681143;0.088932574;0.09728;0.07185372;0.038656004;0.0070674284;-0.01088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.01216;0.0056685708;0.043087546;0.086640455;0.12401739;0.14235522;0.13314562;0.10910996;0.06713204;0.026411284;0.03847863;0.04965364;0.061790485;0.051519997;0.021592382;-0.010346668;-0.0017828572;0.00036571422;0.024909718;0.055714294;0.09008687;0.11426516;0.09862629;0.06374172;0.025763806;0.0041493326;0.018441144;0.05970896;0.09347962;0.12300801;0.13381182;0.10869334;0.09345829;0.06314057;0.032383997;0.016566858;0.0007009535;-0.005866668;0.061074287;0.09098667;0.09264762;0.066057146;0.01121524;-0.015786668;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;-0.001956145;0.017999714;0.053297;0.09351073;0.11698383;0.11456887;0.08201655;0.050199773;0.021944607;0.0051899864;-0.00083971105;-0.00009542171;0.000009542171;0;0;0;0;0;0;0;0;0;0;0;-0.00069466996;0.005784463;0.025515763;0.040611476;0.042949304;0.030191425;0.010927692;-0.0011622363;0;0;0;0;0;0;0;0;0;0;0;-0.0012655645;0.010995715;0.040663008;0.07643619;0.10004107;0.099441275;0.07273847;0.04152521;0.018133257;0.0042810254;-0.00068676414;-0.0004843333;0.000041985553;0;0;0;0;0;-0.000391229;0.0027067955;0.01987952;0.0339574;0.036912292;0.029394334;0.027213633;0.042692304;0.07772098;0.111975454;0.13855039;0.15499204;0.16439061;0.15993679;0.13402216;0.093630634;0.05126101;0.018006552;0.0028550173;-0.0004041109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0007347471;0.007414266;0.01402699;0.016364822;0.01970458;0.019370604;0.015296101;0.0134258345;0.006679519;-0.00066795194;0;0;0;-0.0010443906;0.009173843;0.033019014;0.057205312;0.064027965;0.050080888;0.022637686;0.0074172877;0.018355874;0.03174362;0.035099283;0.02563663;0.010375519;-0.003349302;0.020989595;0.06140387;0.10288368;0.11846604;0.09784859;0.061515186;0.054355387;0.055424105;0.05253283;0.03670555;0.012589305;-0.0013549883;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;-0.0012261688;0.011746411;0.028794454;0.048548654;0.06560385;0.08633279;0.086585656;0.07576721;0.04572226;0.015933516;-0.0017161593;0;0;0;0;0;0;0;0;-0.0003363615;0.0023760002;0.014920136;0.042946916;0.083572224;0.124622636;0.14628865;0.13653414;0.11204703;0.08533564;0.081201956;0.10074814;0.12277623;0.1293489;0.11132564;0.071394525;0.03153067;0.025649352;0.034871385;0.047140706;0.040220246;0.017951207;0.035551738;0.09837023;0.16385575;0.17566183;0.13366196;0.05742001;0.014985979;-0.0015887714;-0.000014313256;0;0;-0.0011880001;0.010071759;0.04022025;0.07932406;0.1261284;0.17014167;0.20188847;0.2183666;0.21304087;0.1857622;0.15753764;0.14214493;0.15609322;0.17518349;0.18580751;0.17584309;0.14676812;0.10919153;0.084088475;0.065528;0.06807337;0.09159529;0.10181019;0.08830133;0.053405616;0.017788514;-0.001935152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0014313255;0.013712098;0.033891786;0.054245807;0.0675746;0.07508686;0.096589185;0.1241589;0.13582507;0.13515958;0.12973323;0.11624748;0.10458695;0.07368464;0.03646063;0.012318942;0.002393176;-0.00031489163;-0.0009564834;0.006738681;0.045545142;0.09889565;0.12670451;0.11223918;0.062184058;0.034193892;0.055718042;0.10381499;0.15405834;0.20610897;0.24013825;0.23264766;0.17330584;0.10638661;0.08258272;0.11021255;0.15425396;0.16871035;0.15149865;0.117435485;0.0757362;0.036171984;0.009594653;-0.0011164341;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00015903616;-0.0029739765;0.010655424;0.023696389;0.031477235;0.025398076;0.01099735;0.014341085;0.033357833;0.042621695;0.034657955;0.012926988;0.039660964;0.10443374;0.1460853;0.13389252;0.081108436;0.013915664;-0.0028255426;-0.0015373497;0.00001060226;0.0000106024245;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012563859;0.012675184;0.024014464;0.029183138;0.022344584;0.008063134;0.02057928;0.043528203;0.05272049;0.04031567;0.018607233;-0.0043416875;0.00020674702;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015521931;0.015531473;0.031088393;0.037185837;0.028292535;0.012547954;-0.005162314;-0.0036800974;-0.0031520969;-0.0028912774;-0.002915663;0.012325303;0.056298807;0.090332545;0.09621689;0.06806748;0.025127718;-0.0026612054;0;0;0;0;0;0;0;0;0;0
jaw_up;0.0016263534;0.0020464945;0.0014908238;0.0012559062;0.0006776472;0.00046983542;0.00020781181;0.000103905906;-0.0000271059;0;0;0;0;0;0;0;0;0;0;-0.0005407624;0.0027749648;0.0055499296;0.0121813845;0.017731315;0.032075744;0.038166437;0.05135819;0.040870253;0.03532032;0.020975888;0.014344432;0.007172216;0.0038564897;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0007589648;0.001409506;0.002819012;0.0041200947;0.0069391066;0.008023342;0.01008339;0.007481224;0.0062885657;0.003469553;0.0023853178;0.0010842354;0.0005421177;-0.00010842354;0;0;0;0;0;0;0;0;-0.0001897412;-0.0003794824;-0.00001355294;0.001856753;0.005990401;0.013275107;0.02375831;0.03816509;0.053913604;0.06581309;0.06841526;0.060913697;0.04599869;0.031564806;0.018947015;0.010368001;0.004431812;0.0012672001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0014212518;0.0025542777;0.0050340146;0.0072255246;0.012184997;0.013725514;0.017114654;0.011837138;0.009635689;0.0044861357;0.0027480845;0.0057670022;0.010125176;0.019114843;0.030114636;0.05132533;0.06321838;0.07989324;0.06447067;0.05383364;0.03243287;0.021665394;0.010802371;0.00512369;-0.0006505412;-0.00097581185;-0.001626353;-0.0024801886;0.00006776502;0.0030629656;0.009459955;0.015125084;0.028650923;0.03451935;0.04696095;0.03748744;0.032472856;0.019272285;0.013200566;0.006600283;0.003564424;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0015506025;0.014917592;0.036864582;0.05088362;0.046040967;0.027433736;0.0041746995;-0.0009065061;-0.00034987958;0.00003180723;0;0;0;0;-0.0016062652;0.015041641;0.041581593;0.06773987;0.07648049;0.060423136;0.05546121;0.07823732;0.10857294;0.13127293;0.14612113;0.14541829;0.14889595;0.13606384;0.10061786;0.057717633;0.02544374;0.006220357;-0.0016117187;0.0076500946;0.014958147;0.035202652;0.06567001;0.10202568;0.11121399;0.11166328;0.08154182;0.052299045;0.025343738;0.029570123;0.047578316;0.071460254;0.06952532;0.045060247;0.011970122;-0.0013730123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0013925206;0.012196801;0.042923227;0.088988364;0.14033669;0.15387703;0.12231536;0.072144955;0.055598933;0.08281246;0.11597712;0.13224654;0.1318887;0.12022234;0.107325554;0.082619295;0.034161758;0.013943761;0.032814063;0.06762484;0.084880255;0.07249067;0.038063455;0.019776415;0.037788715;0.072257556;0.107615545;0.1410757;0.160934;0.15183184;0.11309804;0.07079972;0.059565406;0.06906941;0.0738723;0.052243378;0.018670848;-0.000196144;-0.0009065062;0.00006361446;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;-0.0016179279;0.01490275;0.043874793;0.07702451;0.10245269;0.11421978;0.098511785;0.07360459;0.04082819;0.012953075;-0.00047127664;-0.00034510856;0.000022265065;0;0;0;0;0;0;0;0;0;0;0;0;-0.0003451085;0.0016773018;0.023402065;0.053485874;0.102173634;0.16463977;0.22150101;0.2629467;0.25182676;0.18309453;0.093931854;0.04678335;0.034108967;0.049116727;0.041858323;0.022515545;0.00034510836;-0.0015140245;-0.0023656632;-0.00042303672;0.0019481924;0.0045643374;0.0047869883;0.0035290124;-0.00033397594;-0.003417687;0.028332293;0.12205151;0.249814;0.30851585;0.27766204;0.17936735;0.09953875;0.08649977;0.12750645;0.15810145;0.15756986;0.12367131;0.06692043;0.017196052;0.017350052;0.062709555;0.11004137;0.13755356;0.13367945;0.11503246;0.10345368;0.08743963;0.07796947;0.07665017;0.07494003;0.07004033;0.050640497;0.019063625;0.0029696026;-0.00041941812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.002434462;0.020945191;0.07859345;0.1650095;0.26065487;0.31029037;0.29125577;0.2204394;0.15578271;0.10127799;0.07809471;0.051510222;0.028109642;0.0033917099;0.0027757105;-0.00027757106;-0.0016286896;0.01432757;0.0482484;0.11909027;0.15992996;0.15343969;0.09472338;0.05285355;0.03248621;0.05934159;0.08105745;0.104366004;0.11972296;0.120628394;0.08990781;0.047184862;0.027432041;0.050234072;0.1017031;0.1522077;0.17466015;0.15161024;0.09951741;0.04670282;0.009933929;-0.001235711;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;-0.0014249642;0.013021351;0.03958821;0.07074576;0.09572494;0.10820358;0.09455046;0.0705784;0.039231975;0.012494786;-0.00041932455;-0.00034510856;0.000022265065;0;0;0;0;0;0;0;0;0;0;0;0;-0.00035995184;0.001751518;0.02438544;0.05579105;0.10646337;0.17028025;0.22665575;0.26515463;0.2511811;0.18062197;0.091955826;0.04481289;0.031623073;0.04584934;0.039297838;0.021402292;0.000740313;-0.0011800483;-0.0019760244;-0.00065681926;0.001168916;0.0033397598;0.0036737355;0.0028387955;-0.0002671808;-0.0020038558;0.016643135;0.07104783;0.14784001;0.18377583;0.16991584;0.11930735;0.08329361;0.089633584;0.13254392;0.16479486;0.16309717;0.12598686;0.06731842;0.01714595;0.014386942;0.052820154;0.09218108;0.11424576;0.1103002;0.09420163;0.08470001;0.071594894;0.06578361;0.067932285;0.06966043;0.06609107;0.047862932;0.0181207;0.0028532678;-0.0004010495;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0022042417;0.019078935;0.070271224;0.14490682;0.22484747;0.26357308;0.24360432;0.1821505;0.1296499;0.08632188;0.068598665;0.046025597;0.025068605;0.0026940708;0.002326698;-0.00023266982;-0.0013470365;0.01185392;0.039854467;0.09851178;0.13236581;0.12706672;0.0783285;0.04543706;0.03076958;0.054418787;0.07193769;0.08937048;0.099717796;0.09996642;0.074509285;0.03893343;0.022275453;0.040704623;0.0823993;0.12819855;0.15491846;0.1418062;0.098834604;0.049600992;0.011243856;-0.0013655905;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;-0.0011243859;0.010342123;0.030473359;0.05580015;0.07193815;0.0716949;0.05185533;0.031136302;0.012377427;0.002736933;-0.00033982057;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0012757882;0.012463983;0.028543811;0.03687985;0.031104295;0.014086363;0.021928119;0.06231175;0.10055275;0.10338189;0.07401278;0.026892485;0.0037702173;-0.0017478075;0.00010019278;0;0;-0.00079040986;0.006853929;0.026109498;0.04165422;0.055955816;0.06776002;0.075215094;0.07265833;0.074944206;0.059358656;0.050040733;0.05949967;0.08531601;0.107610755;0.12763633;0.12443572;0.11156095;0.102637865;0.09748906;0.098666504;0.11177174;0.13655719;0.1633586;0.16700247;0.14933515;0.113481134;0.072223425;0.036414508;0.014128853;-0.0013025061;-0.0030391812;-0.0009351326;0.00010019278;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009833737;0.009789206;0.018900443;0.036488805;0.054902382;0.07389545;0.09107265;0.09522768;0.0716924;0.048334558;0.026371187;0.013171566;0.010854218;0.0046756635;-0.0016698797;0.00010019278;0;0;0;-0.0011511039;0.010249723;0.035635237;0.054003917;0.054554977;0.036310613;0.01421179;0.021226399;0.051162887;0.08958125;0.13014598;0.15822667;0.14734648;0.12386426;0.10463986;0.110818416;0.12637576;0.120862186;0.078410126;0.032714803;0.005885399;-0.001309928;0.00004453013;0;0;0;0;0;0;0;0;0;0;0;0
