;meta[fps=30]
;meta[frames=70]
jaw_open_a;0;-0.009051429;0.008457143;0.035108574;0.046719998;0.044114288;0.027702857;-0.0025142857;-0.0058057145;0.00013714285;0.00009142858;0;0;0;0;0;0;0;0;0;-0.009447619;0.0067961905;0.039405715;0.05519238;0.05415619;0.036297146;0.0016152384;-0.007375238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.00080457143;0.00040228566;-0.0014262852;0.0014445704;0.02844343;0.06879086;0.082166865;0.060880985;0.049903024;0.042104166;0.049691427;0.06507756;0.055536326;0.025913471;0.02023184;0.01427592;0.0053093885;-0.00015020424;-0.0015281634;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;-0.0063634287;0.002230857;0.020260572;0.047780577;0.081609145;0.10251428;0.109581724;0.10705829;0.094148576;0.08260115;0.07970287;0.07977144;0.09064533;0.09771429;0.10456686;0.106293336;0.09873372;0.08037943;0.051358473;0.01917257;0.0031725701;0.018861717;0.05353143;0.08264915;0.10685144;0.10202743;0.08156915;0.05726401;0.028170291;0.0027908583;0.010306288;0.054779433;0.07940572;0.07611429;0.04777143;-0.004617145;-0.002331427;0.05787429;0.09965715;0.11552;0.09860572;0.032149334;0.031166477;0.06708833;0.102674074;0.13474983;0.14799479;0.12418851;0.107942306;0.07750531;0.053638533;0.037076898;0.021632;0.0122749405;0.026595263;0.057682287;0.12249602;0.14096001;0.13671543;0.10933639;0.09147354;0.07625145;0.063737154;0.026578287;0.0067931437;-0.0052114287;-0.0019657144;0.00041142866;0.00012190483;-0.000060952414;0;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;-0.00091604836;0.008584137;0.023767637;0.0368614;0.04528237;0.053276315;0.06347928;0.09019355;0.12386262;0.15313275;0.17021322;0.16983393;0.15132801;0.13837421;0.13107762;0.12699038;0.11471279;0.08940377;0.05425551;0.027834512;0.0093894955;0.0012404822;-0.00019084342;0;0;0;0;0;-0.00036260244;0.0032729644;0.009723471;0.026718074;0.037262175;0.037166752;0.024351615;0.009160483;0.0097234715;0.021565305;0.026956633;0.021565305;0.010782653;-0.0013896581;0.0023266994;0.014100147;0.023529401;0.025908582;0.01885851;0.0075608976;-0.00078722904;0;0;0;-0.0003358844;0.0024656968;0.0147541035;0.034769762;0.05135596;0.052278694;0.038410097;0.023172209;0.027917527;0.037188698;0.039676342;0.027678974;0.011073689;-0.0011546025;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;-0.0016402991;0.015226442;0.043646842;0.072732806;0.0899445;0.09508296;0.09957588;0.09910212;0.08259321;0.0496169;0.017605303;-0.0018893495;-0.00093417853;0.0061069895;0.047124006;0.12364745;0.21105371;0.25292477;0.2503445;0.2085489;0.17443657;0.15330546;0.14130427;0.113063015;0.09604862;0.078053765;0.08004904;0.07741897;0.065065905;0.03636306;0.02146702;0.026082331;0.044585794;0.046661217;0.03261991;0.0098904595;0.0031012055;0.014885787;0.034294564;0.065096684;0.10710609;0.1448072;0.15695915;0.13032219;0.07945289;0.03117427;0.0050525796;-0.0007013495;0;0;0;0;-0.000020038562;0.00018320972;-0.000111643254;0.006197639;0.027610268;0.06345352;0.10346695;0.13602519;0.15231635;0.15839408;0.16200562;0.16256157;0.15388599;0.13057777;0.092273474;0.051315065;0.019915871;0.0037234898;-0.00049074006;0;0;0;0;0;0;0;0;0;0
jaw_back;0;-0.0034033745;0.033184487;0.07679221;0.099750675;0.08462314;0.04515037;0.00036578145;-0.003234796;0.00020038577;0.0000031807106;0;0;0;0;0;0;0;0;0;-0.0015161448;0.014769159;0.034245785;0.045749404;0.040130123;0.02300723;0.0024067473;-0.0003922892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0016698797;0.013274219;0.066308014;0.12363312;0.1454338;0.11653374;0.05581374;0.0060513243;-0.004192724;-0.0011837591;0.00012245784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_up;0.0389132;0.06442525;0.08159954;0.09967646;0.08131765;0.06649073;0.0404745;0.026411971;0.013054872;0.005937544;0.00062004715;0.0019109651;0.004574118;0.008558683;0.014667671;0.019638214;0.02192527;0.018194826;0.013966306;0.008741648;0.0055600945;0.0028257885;0.00085044716;-0.0005285648;0.004373082;0.0091798585;0.018983152;0.029030396;0.04991096;0.06113732;0.078146264;0.06291275;0.052865505;0.03176809;0.021314258;0.0107655525;0.005430212;0;0;0;0;0;0;-0.00008131765;-0.00029816473;-0.00021684707;0.0012604235;0.0029545415;0.0060717175;0.010069835;0.017232563;0.022375908;0.02730918;0.023405932;0.021156142;0.015436801;0.013559719;0.008863624;0.0062072473;0.0027783534;0.001897412;0.000948706;0.00050823536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0017175907;0.017175905;0.03435181;0.042939764;0.03435181;0.017175905;-0.0017175907;0;0;0;0;0;0;0;0;0;0;-0.000562988;0.0039981687;0.025849735;0.06213543;0.103787005;0.13090266;0.12154497;0.08394566;0.041848775;0.010719039;-0.0012563859;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;-0.0013247713;0.012319259;0.03493834;0.05831499;0.083850235;0.09441222;0.08202728;0.059504494;0.030760854;0.0056692422;0.00022265059;-0.00008071085;0;0;0;0;0;0;0;-0.0010204822;0.009926508;0.023192775;0.030204415;0.03339296;0.05750695;0.10305561;0.17645621;0.22554511;0.24634483;0.24305381;0.22319892;0.18022262;0.12518533;0.061273452;0.019454097;0.0025827473;0.014717206;0.05259008;0.11376335;0.18399848;0.23667763;0.24011499;0.2017738;0.13694604;0.07424046;0.038326923;0.035663858;0.06731635;0.13700102;0.22081347;0.26997474;0.29964167;0.32217994;0.34847492;0.35976368;0.33443236;0.2748333;0.20474118;0.14532909;0.10863681;0.10191237;0.13973229;0.22840537;0.31234425;0.35748127;0.3343118;0.24441156;0.13460979;0.051701065;0.009747323;-0.0012818312;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;-0.0013448099;0.01245953;0.03588015;0.061000712;0.08310435;0.09003157;0.07555872;0.054369807;0.028949222;0.009727977;0.010336556;0.025488859;0.04471567;0.051814515;0.043075476;0.02417986;0.0067017847;-0.0007644339;0;-0.00095368683;0.00928082;0.02163422;0.028055837;0.03172029;0.05811089;0.106864884;0.18243438;0.23278959;0.25450638;0.25045973;0.22978382;0.185468;0.1287533;0.0633942;0.020906895;0.003217302;0.011950773;0.043049503;0.09293438;0.15015559;0.19311604;0.19595519;0.16453288;0.11283351;0.06282592;0.033204097;0.026513977;0.041092135;0.078407384;0.12663065;0.15733258;0.17691566;0.19161917;0.20689142;0.2125442;0.20125614;0.1790601;0.1442086;0.11311598;0.091595694;0.088399775;0.11869481;0.18963513;0.25403595;0.29102606;0.2727947;0.19970171;0.109970324;0.04215889;0.007923178;-0.0010432771;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;-0.0009629641;0.009434821;0.021207472;0.027642077;0.026573356;0.027171724;0.038256943;0.06297673;0.08457662;0.0953557;0.09696436;0.09229703;0.084908195;0.07919127;0.07410927;0.06331628;0.04476948;0.022910753;0.0047391197;-0.0019463378;0.012635424;0.036180727;0.052044585;0.049818084;0.031727713;0.007737109;-0.00090915675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00007792773;-0.00079040986;-0.0020261207;0.0025716145;0.0240574;0.055328682;0.072216734;0.06328288;0.04991827;0.03888037;0.036453478;0.031989332;0.017338919;0.0005621928;-0.0008516386;0.0002950121;0.00017812052;-0.0000166988;0;0;0;0;0;0;0;0;0;0;0
