;meta[fps=30]
;meta[frames=38]
jaw_open_a;0;0;0;-0.0068266676;0.010636192;0.019885717;0.022704765;0.019093337;0.00905143;-0.0074209534;0.00039619047;-0.005851429;0.009325715;0.01673143;0.01883429;0.015634287;0.007131429;-0.006674286;-0.006811429;0.0029942854;0.024594286;0.06422858;0.078902856;0.06861715;0.03337143;0.0062857145;-0.0095542865;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_open_o;0;0;0;-0.0068266666;-0.00021333425;0.026590478;0.060921907;0.088563815;0.10595048;0.10295618;0.10406553;0.09784077;0.14220345;0.15805258;0.13196343;0.096553154;0.06238171;0.036662858;0.100617155;0.12914285;0.124982856;0.12303086;0.11818058;0.13296;0.15565716;0.11178972;0.086795434;0.08411656;0.100719996;0.14253257;0.17548801;0.166512;0.15625602;0.11928001;0.06659201;0.018464003;-0.0077279997;-0.0077280034;-0.0011839991;0.0007680001;0;0;0;0;0;0;0;0;0;0
jaw_chew;0;0;0;-0.0006870362;0.0065713744;0.016730605;0.023155665;0.019892879;0.024889478;0.039732963;0.064820595;0.07759852;0.07783867;0.06435303;0.051003214;0.035213154;0.018728735;0.0038041456;-0.00047710858;0;0;0;0;0;0.0000667952;-0.0012595663;0.0045802416;0.010162411;0.01345446;0.011164338;0.00598294;-0.0005916145;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_front;0;0;0;-0.0013215906;0.011827519;0.039542753;0.06853664;0.07659978;0.06030652;0.028020585;0.0063407724;-0.0010878076;0.0016317109;0.021469882;0.03821639;0.04422796;0.033493016;0.014857159;-0.002805398;0.0126147475;0.028550172;0.03640338;0.030153256;0.015362894;-0.0009065065;-0.0044631115;0.02763245;0.08796425;0.16264294;0.22233777;0.25440952;0.25127348;0.23102452;0.1795655;0.10786253;0.04251681;0.0047040526;-0.0039976933;-0.0015129108;0.00015028917;0;0;0;0;0;0;0;0;0;0
jaw_back;0;0;0;-0.0016963858;0.017160002;0.031966273;0.038486756;0.027554607;0.027490994;0.028321162;0.04044979;0.0325388;0.015744582;-0.0022567231;-0.0019943134;-0.000034987977;0.00001749398;0;-0.0008031326;0.0055583147;0.03709121;0.10655423;0.1519193;0.15003075;0.09795833;0.032769244;0.007209429;0.09285867;0.27718335;0.53158957;0.77103364;0.9033247;0.89332885;0.79816246;0.69622296;0.5494239;0.37682506;0.19843848;0.061187737;-0.006816449;0;0;0;0;0;0;0;0;0;0
jaw_up;0.0239616;0.039427765;0.05620676;0.0727549;0.07755535;0.0677385;0.05598449;0.04551846;0.038516562;0.034438934;0.023874864;0.016876126;0.010227052;0.006723615;0.0033990783;0.0016100896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
jaw_left;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0.0009224098;0.007999519;0.029167233;0.06281929;0.0795976;0.07188434;0.041858315;0.014042893;-0.0015267474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
corner_right_tight;0;0;0;-0.00096853025;0.008861496;0.02664386;0.050337598;0.059066247;0.05206982;0.03172141;0.0207028;0.029037356;0.04181936;0.041684657;0.029095987;0.0117681995;-0.0012245786;0;-0.0008766869;0.0077259773;0.025251366;0.06964791;0.09738182;0.09686694;0.063358024;0.025204053;0.00297361;0.02188745;0.05137819;0.08726958;0.1189679;0.13430208;0.13322367;0.11899563;0.10372725;0.08177736;0.056051847;0.02951045;0.009082476;-0.001012281;0;0;0;0;0;0;0;0;0;0
corner_left_tight;0;0;0;-0.0010241929;0.009206603;0.030837113;0.04631133;0.04644047;0.030247368;0.0069533796;0.00056274893;0.02493548;0.04454405;0.050771028;0.03744455;0.015288864;-0.0015858294;0;-0.00081824115;0.007186049;0.024352415;0.060143504;0.08079435;0.07751025;0.048665863;0.018140461;0.0033300745;0.020274455;0.047260825;0.07999669;0.10879255;0.1226481;0.12169816;0.1087606;0.09486687;0.07486906;0.051336445;0.027034685;0.008329694;-0.0009281191;0;0;0;0;0;0;0;0;0;0
corner_right_spread;0;0;0;-0.00019481932;0.0020149883;0.0032284344;0.0035345792;0.0022265064;0.00061228935;-0.0008627712;0.0000667952;-0.0007347471;0.007414266;0.01402699;0.017032774;0.013025061;0.0060115666;-0.001402699;0.0000667952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
