;meta[language=zh]
; id      |key(hex)|key(str)| text
2114670650|00000000||我得出去透透氣。
2114670651|00000000||一封信？
2114670652|00000000||雷吉斯…他想儘量保護她，避免衝突。
2114670653|00000000||嗯, 我應該去孤兒院看看。
2114670654|00000000||回家去吧。我是一名獵魔人，需要檢查屍體。
2114670662|00000000||我聽說守衛們在搜捕歐立安娜。
2114670663|00000000||但願他們已經抓到了那怪物，或者
2114670655|00000000||那個女人轉過身來。
2114670656|00000000||她在找雷吉斯，但雷吉斯已經離開了。
2114670657|00000000||漁夫應該會知道些什麼。
2114670658|00000000||這些足跡通往了房子
2114670659|00000000||房子看上去有人居住…儘管此刻沒人在家，我應該到四周去看看。
2114670660|00000000||有趣…或許雷吉斯是對的
2114670661|00000000||我先躲起來，看看會發生什麼…
2114670700|00000000||特莉絲？ 我應該和她談談。
2114670705|00000000||我一直在想我們的事。
2114670706|00000000||我在找…
2114670707|00000000||我不是葉奈法，傑洛特！但我可以變成葉奈法！
2114670708|00000000||你覺得我怎麼樣?
2114670709|00000000||你不喜歡我…
2114670710|00000000||你知道嗎，只要你多說一句話，我就讓你知道什麼叫痛苦！
2114670711|00000000||我是你的噩夢！
2114670720|00000000||[殺了她]
2114670721|00000000||[饒了她]
2114670722|00000000||是你幹的嗎？
2114670723|00000000||去你媽的！
2114670724|00000000||幫我，我會報答你的。
2114670725|00000000||是的。
2114670726|00000000||不行。
2114670727|00000000||傑洛特，不要…
2114670729|00000000||我肯定是瘋了…
2114670730|00000000||我警告過你，你這是癩蛤蟆跳油鍋——找死。
2114670731|00000000||這回你可惹大麻煩了。
2114670732|00000000||你要是敢輕舉妄動，他們就會把你的臉塗上蜜，丟進蟻丘，讓你痛苦嚎叫到連暴風騎士都能聽到。
2114670733|00000000||你是幽靈嗎？
2114670734|00000000||抱歉了，我的朋友…
2114670735|00000000||你想為此獻出你的靈魂嗎？
2114670736|00000000||你已經沒有我需要的東西了。
2114670737|00000000||是你幹的嗎？
2114670738|00000000||我等了又等，結果等得一場空…
2114670739|00000000||去你媽的！
2114670740|00000000||致命的錯誤。
2114670755|00000000||一名獵魔人。
2114670756|00000000||一個過路人。
2114670757|00000000||利維亞的吸血鬼。
2114670758|00000000||成交。
2114670759|00000000||你為什麼對孩子感興趣?
2114670761|00000000||歐立安娜會殺了你。
2114670762|00000000||你到底是誰？！
2114670763|00000000||我？流浪漢，陌生人，變種人，我是什麼都可以，你也可以稱呼我的名字，利維亞的吸血鬼。
2114670764|00000000||真好笑，你這個白癡…
2114670765|00000000||你說你只是路人，卻背著了兩把劍?看上去你應該有兩下子。
2114670766|00000000||獵魔人？那麼你很瞭解追蹤術，對吧？
2114670767|00000000||請進，我們正好可以談談。
2114670784|00000000||我在找一個紅發女人。
2114670769|00000000||這麼巧，我們也正在找她。
2114670770|00000000||你們為什麼找她？
2114670771|00000000||我們老大有話要問她，是關於孤兒院和孩子們的事
2114670772|00000000||孤兒院遇到了襲擊，幾乎沒幾個孩子活下來的。
2114670773|00000000||幾乎？說的沒錯，因為還是有人活了下來，我們很確定歐立安娜還活著。
2114670774|00000000||可她似乎並不想到這兒來，事情有些不對勁。我們人手不多，所以只能守在她曾經待過的地方。
2114670783|00000000||或許你能幫助我們，我們的愛德華男爵會給你一份不錯的報酬。
